model_key,model,pair_id,language,difficulty,abs_z_diff,human_delta,human_preference,valid,strict_choice,correct,model_sign,ab_correct,ba_correct,ab_first_choice,ba_first_choice,parse_failure_calls,margin_ab,margin_ba,position_margin_b,content_margin_c,debiased_choice,debiased_correct,complete_effective_logits,content_tie,boundary,bc_rule_evaluable,bc_valid_prediction,bc_rule_violation
qwen3,Qwen/Qwen3-VL-8B-Instruct,rq1_0010,java,easy,2.005845202665431,2.005845202665431,rq0_0001,True,rq0_0001,True,1.0,True,True,True,False,0,13.25,-15.0,-0.875,14.125,rq0_0001,True,True,False,False,True,True,False
qwen3,Qwen/Qwen3-VL-8B-Instruct,rq1_0011,java,easy,1.824338160631656,1.824338160631656,rq0_0001,True,rq0_0001,True,1.0,True,True,True,False,0,13.75,-14.5,-0.375,14.125,rq0_0001,True,True,False,False,True,True,False
qwen3,Qwen/Qwen3-VL-8B-Instruct,rq1_0012,java,easy,1.98840465998976,-1.9884046599897602,rq0_0082,False,,False,,True,False,False,False,0,-5.5,-1.0,-3.25,-2.25,rq0_0082,True,True,False,False,True,False,False
qwen3,Qwen/Qwen3-VL-8B-Instruct,rq1_0013,java,easy,1.2212032031762807,-1.2212032031762807,rq0_0107,True,rq0_0107,True,-1.0,True,True,False,True,0,-19.0,5.0,-7.0,-12.0,rq0_0107,True,True,False,False,True,True,False
qwen3,Qwen/Qwen3-VL-8B-Instruct,rq1_0014,java,easy,1.0382703692237147,-1.0382703692237147,rq0_0134,False,,False,,True,False,False,False,0,-3.25,-6.25,-4.75,1.5,rq0_0002,False,True,False,False,True,False,False
qwen3,Qwen/Qwen3-VL-8B-Instruct,rq1_0015,java,easy,1.4815920509087397,-1.4815920509087395,rq0_0216,False,,False,,True,False,False,False,0,-11.5,-9.25,-10.375,-1.125,rq0_0216,True,True,False,False,True,False,False
qwen3,Qwen/Qwen3-VL-8B-Instruct,rq1_0016,java,easy,1.3000850088749645,-1.3000850088749645,rq0_0255,False,,False,,True,False,False,False,0,-6.75,-8.5,-7.625,0.875,rq0_0002,False,True,False,False,True,False,False
qwen3,Qwen/Qwen3-VL-8B-Instruct,rq1_0017,java,easy,2.9336483871789394,-2.9336483871789394,rq0_0282,True,rq0_0282,True,-1.0,True,True,False,True,0,-11.25,2.5,-4.375,-6.875,rq0_0282,True,True,False,False,True,True,False
qwen3,Qwen/Qwen3-VL-8B-Instruct,rq1_0018,java,easy,1.092964150855298,1.092964150855298,rq0_0003,True,rq0_0003,True,1.0,True,True,True,False,0,8.5,-0.75,3.875,4.625,rq0_0003,True,True,False,False,True,True,False
qwen3,Qwen/Qwen3-VL-8B-Instruct,rq1_0019,java,easy,4.139530253932445,4.139530253932445,rq0_0003,True,rq0_0003,True,1.0,True,True,True,False,0,13.5,-10.25,1.625,11.875,rq0_0003,True,True,False,False,True,True,False
qwen3,Qwen/Qwen3-VL-8B-Instruct,rq1_0020,java,easy,1.3776914478114004,1.3776914478114004,rq0_0003,True,rq0_0003,True,1.0,True,True,True,False,0,14.75,-11.5,1.625,13.125,rq0_0003,True,True,False,False,True,True,False
qwen3,Qwen/Qwen3-VL-8B-Instruct,rq1_0021,java,easy,1.3431607637016914,1.3431607637016914,rq0_0004,True,rq0_0004,True,1.0,True,True,True,False,0,4.75,-8.25,-1.75,6.5,rq0_0004,True,True,False,False,True,True,False
qwen3,Qwen/Qwen3-VL-8B-Instruct,rq1_0022,java,easy,2.0937506022408723,2.0937506022408723,rq0_0004,True,rq0_0004,True,1.0,True,True,True,False,0,1.75,-10.75,-4.5,6.25,rq0_0004,True,True,False,False,True,True,False
qwen3,Qwen/Qwen3-VL-8B-Instruct,rq1_0023,java,easy,1.3299925209203027,1.3299925209203027,rq0_0004,False,,False,,False,True,False,False,0,-0.75,-7.0,-3.875,3.125,rq0_0004,True,True,False,False,True,False,False
qwen3,Qwen/Qwen3-VL-8B-Instruct,rq1_0024,java,easy,1.3041732782467568,1.3041732782467568,rq0_0004,True,rq0_0004,True,1.0,True,True,True,False,0,8.75,-11.5,-1.375,10.125,rq0_0004,True,True,False,False,True,True,False
qwen3,Qwen/Qwen3-VL-8B-Instruct,rq1_0025,java,easy,1.6049941108864003,1.6049941108864003,rq0_0004,True,rq0_0004,True,1.0,True,True,True,False,0,11.5,-6.25,2.625,8.875,rq0_0004,True,True,False,False,True,True,False
qwen3,Qwen/Qwen3-VL-8B-Instruct,rq1_0026,java,easy,1.0833669345564694,1.0833669345564694,rq0_0004,True,rq0_0004,True,1.0,True,True,True,False,0,1.5,-8.75,-3.625,5.125,rq0_0004,True,True,False,False,True,True,False
qwen3,Qwen/Qwen3-VL-8B-Instruct,rq1_0027,java,easy,2.054245873896706,-2.054245873896706,rq0_0022,True,rq0_0022,True,-1.0,True,True,False,True,0,-15.0,13.5,-0.75,-14.25,rq0_0022,True,True,False,False,True,True,False
qwen3,Qwen/Qwen3-VL-8B-Instruct,rq1_0028,java,easy,3.0023593541567246,-3.0023593541567246,rq0_0042,True,rq0_0042,True,-1.0,True,True,False,True,0,-13.5,10.25,-1.625,-11.875,rq0_0042,True,True,False,False,True,True,False
qwen3,Qwen/Qwen3-VL-8B-Instruct,rq1_0029,java,easy,2.752162741310328,-2.752162741310328,rq0_0049,True,rq0_0049,True,-1.0,True,True,False,True,0,-17.75,16.75,-0.5,-17.25,rq0_0049,True,True,False,False,True,True,False
qwen3,Qwen/Qwen3-VL-8B-Instruct,rq1_0030,java,easy,2.8838451691242213,-2.8838451691242213,rq0_0080,True,rq0_0080,True,-1.0,True,True,False,True,0,-15.75,16.25,0.25,-16.0,rq0_0080,True,True,False,False,True,True,False
qwen3,Qwen/Qwen3-VL-8B-Instruct,rq1_0031,java,easy,1.3586113334790018,-1.3586113334790018,rq0_0113,True,rq0_0113,True,-1.0,True,True,False,True,0,-18.75,15.25,-1.75,-17.0,rq0_0113,True,True,False,False,True,True,False
qwen3,Qwen/Qwen3-VL-8B-Instruct,rq1_0032,java,easy,1.130343973761082,-1.130343973761082,rq0_0130,True,rq0_0130,True,-1.0,True,True,False,True,0,-18.5,10.25,-4.125,-14.375,rq0_0130,True,True,False,False,True,True,False
qwen3,Qwen/Qwen3-VL-8B-Instruct,rq1_0033,java,easy,1.9690601022268817,-1.9690601022268819,rq0_0136,True,rq0_0136,True,-1.0,True,True,False,True,0,-19.25,8.5,-5.375,-13.875,rq0_0136,True,True,False,False,True,True,False
qwen3,Qwen/Qwen3-VL-8B-Instruct,rq1_0034,java,easy,1.7144419714076573,-1.7144419714076573,rq0_0160,True,rq0_0160,True,-1.0,True,True,False,True,0,-16.75,15.5,-0.625,-16.125,rq0_0160,True,True,False,False,True,True,False
qwen3,Qwen/Qwen3-VL-8B-Instruct,rq1_0035,java,easy,2.2848548605734766,-2.2848548605734766,rq0_0204,True,rq0_0204,True,-1.0,True,True,False,True,0,-17.0,0.5,-8.25,-8.75,rq0_0204,True,True,False,False,True,True,False
qwen3,Qwen/Qwen3-VL-8B-Instruct,rq1_0036,java,easy,2.2848548605734766,-2.2848548605734766,rq0_0216,False,,False,,True,False,False,False,0,-11.25,-2.25,-6.75,-4.5,rq0_0216,True,True,False,False,True,False,False
qwen3,Qwen/Qwen3-VL-8B-Instruct,rq1_0037,java,easy,3.3738971127761266,-3.3738971127761266,rq0_0246,True,rq0_0246,True,-1.0,True,True,False,True,0,-18.25,16.25,-1.0,-17.25,rq0_0246,True,True,False,False,True,True,False
qwen3,Qwen/Qwen3-VL-8B-Instruct,rq1_0038,java,easy,1.7403337344721517,-1.7403337344721517,rq0_0300,True,rq0_0300,True,-1.0,True,True,False,True,0,-16.75,5.25,-5.75,-11.0,rq0_0300,True,True,False,False,True,True,False
qwen3,Qwen/Qwen3-VL-8B-Instruct,rq1_0039,java,easy,1.4221702203900275,1.4221702203900275,rq0_0006,False,,False,,False,True,False,False,0,-2.25,-4.0,-3.125,0.875,rq0_0006,True,True,False,False,True,False,False
qwen3,Qwen/Qwen3-VL-8B-Instruct,rq1_0040,java,easy,1.9225634460828145,1.9225634460828145,rq0_0006,False,,False,,False,True,False,False,0,-4.5,-6.5,-5.5,1.0,rq0_0006,True,True,False,False,True,False,False
qwen3,Qwen/Qwen3-VL-8B-Instruct,rq1_0041,java,easy,1.435338463171417,1.435338463171417,rq0_0006,False,,False,,False,True,False,False,0,-5.5,-1.75,-3.625,-1.875,rq0_0075,False,True,False,False,True,False,False
qwen3,Qwen/Qwen3-VL-8B-Instruct,rq1_0042,java,easy,1.2898873244431477,-1.2898873244431477,rq0_0120,True,rq0_0006,False,1.0,False,False,True,False,0,0.75,-6.0,-2.625,3.375,rq0_0006,False,True,False,False,True,True,False
qwen3,Qwen/Qwen3-VL-8B-Instruct,rq1_0043,java,easy,2.054245873896706,-2.054245873896706,rq0_0078,True,rq0_0078,True,-1.0,True,True,False,True,0,-13.25,11.5,-0.875,-12.375,rq0_0078,True,True,False,False,True,True,False
qwen3,Qwen/Qwen3-VL-8B-Instruct,rq1_0044,java,easy,1.7627483213822812,-1.7627483213822812,rq0_0227,True,rq0_0227,True,-1.0,True,True,False,True,0,-5.0,8.75,1.875,-6.875,rq0_0227,True,True,False,False,True,True,False
qwen3,Qwen/Qwen3-VL-8B-Instruct,rq1_0045,java,easy,1.036720153247182,-1.036720153247182,rq0_0255,True,rq0_0007,False,1.0,False,False,True,False,0,4.5,-1.0,1.75,2.75,rq0_0007,False,True,False,False,True,True,False
qwen3,Qwen/Qwen3-VL-8B-Instruct,rq1_0046,java,easy,2.014741145552538,2.014741145552538,rq0_0008,False,,False,,False,True,False,False,0,-2.25,-3.5,-2.875,0.625,rq0_0008,True,True,False,False,True,False,False
qwen3,Qwen/Qwen3-VL-8B-Instruct,rq1_0047,java,easy,2.4756296429011577,2.4756296429011577,rq0_0008,True,rq0_0035,False,-1.0,False,False,False,True,0,-6.0,0.25,-2.875,-3.125,rq0_0035,False,True,False,False,True,True,False
qwen3,Qwen/Qwen3-VL-8B-Instruct,rq1_0048,java,easy,2.357115457868656,2.3571154578686557,rq0_0008,False,,False,,False,True,False,False,0,-7.0,-4.25,-5.625,-1.375,rq0_0061,False,True,False,False,True,False,False
qwen3,Qwen/Qwen3-VL-8B-Instruct,rq1_0049,java,easy,1.593424387689259,1.593424387689259,rq0_0008,True,rq0_0008,True,1.0,True,True,True,False,0,8.25,-2.75,2.75,5.5,rq0_0008,True,True,False,False,True,True,False
qwen3,Qwen/Qwen3-VL-8B-Instruct,rq1_0050,java,easy,1.895723832672684,1.8957238326726842,rq0_0008,True,rq0_0008,True,1.0,True,True,True,False,0,1.0,-3.5,-1.25,2.25,rq0_0008,True,True,False,False,True,True,False
qwen3,Qwen/Qwen3-VL-8B-Instruct,rq1_0051,java,easy,1.5357103611880696,1.5357103611880696,rq0_0008,True,rq0_0008,True,1.0,True,True,True,False,0,11.0,-7.5,1.75,9.25,rq0_0008,True,True,False,False,True,True,False
qwen3,Qwen/Qwen3-VL-8B-Instruct,rq1_0052,java,easy,2.6247526133907195,2.6247526133907195,rq0_0008,True,rq0_0008,True,1.0,True,True,True,False,0,11.0,-11.0,0.0,11.0,rq0_0008,True,True,False,False,True,True,False
qwen3,Qwen/Qwen3-VL-8B-Instruct,rq1_0053,java,easy,2.987766697458269,2.9877666974582695,rq0_0008,False,,False,,False,True,False,False,0,-7.0,-1.25,-4.125,-2.875,rq0_0295,False,True,False,False,True,False,False
qwen3,Qwen/Qwen3-VL-8B-Instruct,rq1_0054,java,easy,1.0402911797297418,-1.0402911797297418,rq0_0080,True,rq0_0080,True,-1.0,True,True,False,True,0,-4.5,2.5,-1.0,-3.5,rq0_0080,True,True,False,False,True,True,False
qwen3,Qwen/Qwen3-VL-8B-Instruct,rq1_0055,java,easy,1.7376075790103782,-1.7376075790103782,rq0_0120,True,rq0_0009,False,1.0,False,False,True,False,0,15.25,-14.25,0.5,14.75,rq0_0009,False,True,False,False,True,True,False
qwen3,Qwen/Qwen3-VL-8B-Instruct,rq1_0056,java,easy,1.4499257672197956,1.4499257672197956,rq0_0009,True,rq0_0009,True,1.0,True,True,True,False,0,16.25,-15.25,0.5,15.75,rq0_0009,True,True,False,False,True,True,False
qwen3,Qwen/Qwen3-VL-8B-Instruct,rq1_0057,java,easy,1.3488360813478713,-1.3488360813478713,rq0_0248,True,rq0_0009,False,1.0,False,False,True,False,0,9.25,-5.75,1.75,7.5,rq0_0009,False,True,False,False,True,True,False
qwen3,Qwen/Qwen3-VL-8B-Instruct,rq1_0058,java,easy,1.3033051631874364,1.3033051631874364,rq0_0010,True,rq0_0198,False,-1.0,False,False,False,True,0,-2.75,4.75,1.0,-3.75,rq0_0198,False,True,False,False,True,True,False
qwen3,Qwen/Qwen3-VL-8B-Instruct,rq1_0059,java,easy,2.7553614994576363,2.7553614994576363,rq0_0010,True,rq0_0010,True,1.0,True,True,True,False,0,1.75,-7.25,-2.75,4.5,rq0_0010,True,True,False,False,True,True,False
qwen3,Qwen/Qwen3-VL-8B-Instruct,rq1_0060,java,easy,2.392347415390085,2.392347415390085,rq0_0010,True,rq0_0010,True,1.0,True,True,True,False,0,2.5,-15.25,-6.375,8.875,rq0_0010,True,True,False,False,True,True,False
qwen3,Qwen/Qwen3-VL-8B-Instruct,rq1_0061,java,easy,1.3033051631874364,1.3033051631874364,rq0_0010,True,rq0_0010,True,1.0,True,True,True,False,0,2.5,-10.75,-4.125,6.625,rq0_0010,True,True,False,False,True,True,False
qwen3,Qwen/Qwen3-VL-8B-Instruct,rq1_0062,java,easy,1.0562863832516385,-1.0562863832516383,rq0_0266,True,rq0_0266,True,-1.0,True,True,False,True,0,-9.5,12.0,1.25,-10.75,rq0_0266,True,True,False,False,True,True,False
qwen3,Qwen/Qwen3-VL-8B-Instruct,rq1_0063,java,easy,1.4848122052212114,1.4848122052212114,rq0_0010,True,rq0_0298,False,-1.0,False,False,False,True,0,-9.25,4.0,-2.625,-6.625,rq0_0298,False,True,False,False,True,True,False
qwen3,Qwen/Qwen3-VL-8B-Instruct,rq1_0064,java,easy,1.0007864513855749,-1.0007864513855749,rq0_0048,True,rq0_0011,False,1.0,False,False,True,False,0,0.5,-10.0,-4.75,5.25,rq0_0011,False,True,False,False,True,True,False
qwen3,Qwen/Qwen3-VL-8B-Instruct,rq1_0065,java,easy,1.3136250490631527,1.3136250490631527,rq0_0011,True,rq0_0011,True,1.0,True,True,True,False,0,17.0,-13.0,2.0,15.0,rq0_0011,True,True,False,False,True,True,False
qwen3,Qwen/Qwen3-VL-8B-Instruct,rq1_0066,java,easy,1.4951320910969277,1.4951320910969275,rq0_0011,True,rq0_0011,True,1.0,True,True,True,False,0,18.5,-18.0,0.25,18.25,rq0_0011,True,True,False,False,True,True,False
qwen3,Qwen/Qwen3-VL-8B-Instruct,rq1_0067,java,easy,1.676639133130703,1.6766391331307027,rq0_0011,True,rq0_0011,True,1.0,True,True,True,False,0,19.25,-15.25,2.0,17.25,rq0_0011,True,True,False,False,True,True,False
qwen3,Qwen/Qwen3-VL-8B-Instruct,rq1_0068,java,easy,2.7916674696544987,2.7916674696544987,rq0_0012,True,rq0_0012,True,1.0,True,True,True,False,0,1.0,-7.5,-3.25,4.25,rq0_0012,True,True,False,False,True,True,False
qwen3,Qwen/Qwen3-VL-8B-Instruct,rq1_0069,java,easy,1.832510652051475,1.8325106520514747,rq0_0012,False,,False,,True,False,True,True,0,8.5,1.25,4.875,3.625,rq0_0012,True,True,False,False,True,False,False
qwen3,Qwen/Qwen3-VL-8B-Instruct,rq1_0070,java,easy,2.8773811535026725,2.8773811535026725,rq0_0012,True,rq0_0012,True,1.0,True,True,True,False,0,16.75,-12.25,2.25,14.5,rq0_0012,True,True,False,False,True,True,False
qwen3,Qwen/Qwen3-VL-8B-Instruct,rq1_0071,java,easy,2.3115631435430544,2.3115631435430544,rq0_0012,True,rq0_0012,True,1.0,True,True,True,False,0,7.25,-14.0,-3.375,10.625,rq0_0012,True,True,False,False,True,True,False
qwen3,Qwen/Qwen3-VL-8B-Instruct,rq1_0072,java,easy,2.6745772276106043,2.6745772276106043,rq0_0012,False,,False,,False,True,False,False,0,-1.75,-15.5,-8.625,6.875,rq0_0012,True,True,False,False,True,False,False
qwen3,Qwen/Qwen3-VL-8B-Instruct,rq1_0073,java,easy,1.7670420174417305,1.7670420174417303,rq0_0012,True,rq0_0012,True,1.0,True,True,True,False,0,12.25,-19.75,-3.75,16.0,rq0_0012,True,True,False,False,True,True,False
qwen3,Qwen/Qwen3-VL-8B-Instruct,rq1_0074,java,easy,1.7670420174417305,1.7670420174417303,rq0_0012,True,rq0_0012,True,1.0,True,True,True,False,0,17.0,-17.0,0.0,17.0,rq0_0012,True,True,False,False,True,True,False
qwen3,Qwen/Qwen3-VL-8B-Instruct,rq1_0075,java,easy,1.646030347673642,-1.646030347673642,rq0_0026,True,rq0_0026,True,-1.0,True,True,False,True,0,-7.5,1.5,-3.0,-4.5,rq0_0026,True,True,False,False,True,True,False
qwen3,Qwen/Qwen3-VL-8B-Instruct,rq1_0076,java,easy,2.317610729524489,-2.317610729524489,rq0_0041,False,,False,,True,False,False,False,0,-7.0,-1.75,-4.375,-2.625,rq0_0041,True,True,False,False,True,False,False
qwen3,Qwen/Qwen3-VL-8B-Instruct,rq1_0077,java,easy,2.8180039552172755,-2.8180039552172755,rq0_0052,True,rq0_0052,True,-1.0,True,True,False,True,0,-7.75,6.25,-0.75,-7.0,rq0_0052,True,True,False,False,True,True,False
qwen3,Qwen/Qwen3-VL-8B-Instruct,rq1_0078,java,easy,1.7175785069127514,-1.7175785069127514,rq0_0101,True,rq0_0101,True,-1.0,True,True,False,True,0,-14.75,13.5,-0.625,-14.125,rq0_0101,True,True,False,False,True,True,False
qwen3,Qwen/Qwen3-VL-8B-Instruct,rq1_0079,java,easy,3.66133028005574,-3.66133028005574,rq0_0147,True,rq0_0147,True,-1.0,True,True,False,True,0,-14.75,14.0,-0.375,-14.375,rq0_0147,True,True,False,False,True,True,False
qwen3,Qwen/Qwen3-VL-8B-Instruct,rq1_0080,java,easy,2.305963666441241,-2.305963666441241,rq0_0169,False,,False,,True,False,False,False,0,-13.75,-1.0,-7.375,-6.375,rq0_0169,True,True,False,False,True,False,False
qwen3,Qwen/Qwen3-VL-8B-Instruct,rq1_0081,java,easy,2.6347007001314773,-2.6347007001314773,rq0_0176,False,,False,,True,False,False,False,0,-17.0,-0.25,-8.625,-8.375,rq0_0176,True,True,False,False,True,False,False
qwen3,Qwen/Qwen3-VL-8B-Instruct,rq1_0082,java,easy,2.8510893001732094,-2.8510893001732094,rq0_0216,False,,False,,True,False,False,False,0,-5.0,-8.0,-6.5,1.5,rq0_0013,False,True,False,False,True,False,False
qwen3,Qwen/Qwen3-VL-8B-Instruct,rq1_0083,java,easy,3.94013155237586,-3.9401315523758598,rq0_0246,True,rq0_0246,True,-1.0,True,True,False,True,0,-12.5,8.0,-2.25,-10.25,rq0_0246,True,True,False,False,True,True,False
qwen3,Qwen/Qwen3-VL-8B-Instruct,rq1_0084,java,easy,3.758624510342083,-3.7586245103420834,rq0_0288,False,,False,,True,False,False,False,0,-10.75,-5.5,-8.125,-2.625,rq0_0288,True,True,False,False,True,False,False
qwen3,Qwen/Qwen3-VL-8B-Instruct,rq1_0085,java,easy,1.39903296390301,-1.39903296390301,rq0_0308,True,rq0_0308,True,-1.0,True,True,False,True,0,-7.75,0.75,-3.5,-4.25,rq0_0308,True,True,False,False,True,True,False
qwen3,Qwen/Qwen3-VL-8B-Instruct,rq1_0086,java,easy,1.6460303476736415,-1.6460303476736415,rq0_0046,True,rq0_0046,True,-1.0,True,True,False,True,0,-8.0,8.25,0.125,-8.125,rq0_0046,True,True,False,False,True,True,False
qwen3,Qwen/Qwen3-VL-8B-Instruct,rq1_0087,java,easy,1.619693862110862,-1.619693862110862,rq0_0049,True,rq0_0049,True,-1.0,True,True,False,True,0,-12.5,11.0,-0.75,-11.75,rq0_0049,True,True,False,False,True,True,False
qwen3,Qwen/Qwen3-VL-8B-Instruct,rq1_0088,java,easy,1.3958337348272494,-1.3958337348272494,rq0_0059,False,,False,,True,False,False,False,0,-5.75,-0.75,-3.25,-2.5,rq0_0059,True,True,False,False,True,False,False
qwen3,Qwen/Qwen3-VL-8B-Instruct,rq1_0089,java,easy,1.98840465998976,-1.9884046599897598,rq0_0078,True,rq0_0078,True,-1.0,True,True,False,True,0,-13.0,13.5,0.25,-13.25,rq0_0078,True,True,False,False,True,True,False
qwen3,Qwen/Qwen3-VL-8B-Instruct,rq1_0090,java,easy,1.448506705952805,-1.448506705952805,rq0_0094,True,rq0_0094,True,-1.0,True,True,False,True,0,-10.5,6.5,-2.0,-8.5,rq0_0094,True,True,False,False,True,True,False
qwen3,Qwen/Qwen3-VL-8B-Instruct,rq1_0091,java,easy,1.965033979369205,-1.9650339793692058,rq0_0114,True,rq0_0114,True,-1.0,True,True,False,True,0,-6.5,3.75,-1.375,-5.125,rq0_0114,True,True,False,False,True,True,False
qwen3,Qwen/Qwen3-VL-8B-Instruct,rq1_0092,java,easy,1.4419850366946836,-1.4419850366946836,rq0_0124,True,rq0_0014,False,1.0,False,False,True,False,0,5.5,-12.5,-3.5,9.0,rq0_0014,False,True,False,False,True,True,False
qwen3,Qwen/Qwen3-VL-8B-Instruct,rq1_0093,java,easy,1.0469954068895824,1.0469954068895824,rq0_0014,False,,False,,True,False,True,True,0,9.0,3.5,6.25,2.75,rq0_0014,True,True,False,False,True,False,False
qwen3,Qwen/Qwen3-VL-8B-Instruct,rq1_0094,java,easy,1.6969071074753348,-1.6969071074753348,rq0_0215,True,rq0_0215,True,-1.0,True,True,False,True,0,-11.0,1.5,-4.75,-6.25,rq0_0215,True,True,False,False,True,True,False
qwen3,Qwen/Qwen3-VL-8B-Instruct,rq1_0095,java,easy,2.4229352756104348,-2.4229352756104348,rq0_0221,True,rq0_0221,True,-1.0,True,True,False,True,0,-10.5,9.0,-0.75,-9.75,rq0_0221,True,True,False,False,True,True,False
qwen3,Qwen/Qwen3-VL-8B-Instruct,rq1_0096,java,easy,2.0599211915428848,-2.0599211915428848,rq0_0248,True,rq0_0248,True,-1.0,True,True,False,True,0,-4.75,1.0,-1.875,-2.875,rq0_0248,True,True,False,False,True,True,False
qwen3,Qwen/Qwen3-VL-8B-Instruct,rq1_0097,java,easy,2.106918845022262,2.106918845022262,rq0_0015,False,,False,,False,True,False,False,0,-6.0,-3.75,-4.875,-1.125,rq0_0056,False,True,False,False,True,False,False
qwen3,Qwen/Qwen3-VL-8B-Instruct,rq1_0098,java,easy,1.738208047143366,1.738208047143366,rq0_0015,True,rq0_0015,True,1.0,True,True,True,False,0,12.5,-3.25,4.625,7.875,rq0_0015,True,True,False,False,True,True,False
qwen3,Qwen/Qwen3-VL-8B-Instruct,rq1_0099,java,easy,1.4670129939644752,1.4670129939644752,rq0_0015,False,,False,,True,False,True,True,0,0.0,10.25,5.125,-5.125,rq0_0116,False,True,False,True,False,False,False
qwen3,Qwen/Qwen3-VL-8B-Instruct,rq1_0100,java,easy,1.1146876168581417,1.1146876168581417,rq0_0015,True,rq0_0181,False,-1.0,False,False,False,True,0,-1.0,6.5,2.75,-3.75,rq0_0181,False,True,False,False,True,True,False
qwen3,Qwen/Qwen3-VL-8B-Instruct,rq1_0101,java,easy,1.4481558337827165,1.4481558337827165,rq0_0015,True,rq0_0274,False,-1.0,False,False,False,True,0,-5.75,2.75,-1.5,-4.25,rq0_0274,False,True,False,False,True,True,False
qwen3,Qwen/Qwen3-VL-8B-Instruct,rq1_0102,java,easy,2.1741840019178165,2.1741840019178165,rq0_0015,True,rq0_0283,False,-1.0,False,False,False,True,0,-11.75,5.0,-3.375,-8.375,rq0_0283,False,True,False,False,True,True,False
qwen3,Qwen/Qwen3-VL-8B-Instruct,rq1_0103,java,easy,1.8111699178502665,1.8111699178502665,rq0_0015,False,,False,,False,True,False,False,0,-11.0,-2.0,-6.5,-4.5,rq0_0291,False,True,False,False,True,False,False
qwen3,Qwen/Qwen3-VL-8B-Instruct,rq1_0104,java,easy,1.2641513070133583,-1.2641513070133585,rq0_0029,True,rq0_0029,True,-1.0,True,True,False,True,0,-13.25,5.75,-3.75,-9.5,rq0_0029,True,True,False,False,True,True,False
qwen3,Qwen/Qwen3-VL-8B-Instruct,rq1_0105,java,easy,1.5767457582737885,-1.5767457582737885,rq0_0107,True,rq0_0107,True,-1.0,True,True,False,True,0,-16.25,12.5,-1.875,-14.375,rq0_0107,True,True,False,False,True,True,False
qwen3,Qwen/Qwen3-VL-8B-Instruct,rq1_0106,java,easy,1.292008972274279,-1.292008972274279,rq0_0169,True,rq0_0169,True,-1.0,True,True,False,True,0,-8.25,8.0,-0.125,-8.125,rq0_0169,True,True,False,False,True,True,False
