run_id,model,model_revision,language,contrast_id,contrast_type,variant_i,variant_j,preference_target_variant,strict_valid,target_selected,parse_failure,content_signal_c,position_bias_b,target_content_signal,debiased_target_selected,debiased_tie
E5A_rq3_text_plus_image_qwen_20260730,Qwen/Qwen2.5-VL-7B-Instruct,cc594898137f460bfe9f0759e9844b3ce807cfb5,cuda,rq3g_cuda_004__c6,visual_only_trash,beautiful_trash,ugly_trash,beautiful_trash,False,False,False,0.375,-0.75,0.375,True,False
E5A_rq3_text_plus_image_qwen_20260730,Qwen/Qwen2.5-VL-7B-Instruct,cc594898137f460bfe9f0759e9844b3ce807cfb5,cuda,rq3g_cuda_005__c1,visual_only_gold,golden,ugly_gold,golden,False,False,False,0.625,-0.875,0.625,True,False
E5A_rq3_text_plus_image_qwen_20260730,Qwen/Qwen2.5-VL-7B-Instruct,cc594898137f460bfe9f0759e9844b3ce807cfb5,cuda,rq3g_cuda_005__c2,semantic_and_visual_aligned,golden,beautiful_trash,golden,True,True,False,3.75,-1.375,3.75,True,False
E5A_rq3_text_plus_image_qwen_20260730,Qwen/Qwen2.5-VL-7B-Instruct,cc594898137f460bfe9f0759e9844b3ce807cfb5,cuda,rq3g_cuda_005__c3,semantic_and_visual_aligned,golden,ugly_trash,golden,True,True,False,3.625,-0.625,3.625,True,False
E5A_rq3_text_plus_image_qwen_20260730,Qwen/Qwen2.5-VL-7B-Instruct,cc594898137f460bfe9f0759e9844b3ce807cfb5,cuda,rq3g_cuda_005__c4,semantic_visual_conflict_primary,ugly_gold,beautiful_trash,ugly_gold,True,True,False,3.25,-1.125,3.25,True,False
E5A_rq3_text_plus_image_qwen_20260730,Qwen/Qwen2.5-VL-7B-Instruct,cc594898137f460bfe9f0759e9844b3ce807cfb5,cuda,rq3g_cuda_005__c5,semantic_only_under_ugly,ugly_gold,ugly_trash,ugly_gold,True,True,False,3.25,-0.75,3.25,True,False
E5A_rq3_text_plus_image_qwen_20260730,Qwen/Qwen2.5-VL-7B-Instruct,cc594898137f460bfe9f0759e9844b3ce807cfb5,cuda,rq3g_cuda_005__c6,visual_only_trash,beautiful_trash,ugly_trash,beautiful_trash,False,False,False,0.1875,-1.1875,0.1875,True,False
E5A_rq3_text_plus_image_qwen_20260730,Qwen/Qwen2.5-VL-7B-Instruct,cc594898137f460bfe9f0759e9844b3ce807cfb5,cuda,rq3g_cuda_006__c1,visual_only_gold,golden,ugly_gold,golden,False,False,False,0.375,-1.875,0.375,True,False
E5A_rq3_text_plus_image_qwen_20260730,Qwen/Qwen2.5-VL-7B-Instruct,cc594898137f460bfe9f0759e9844b3ce807cfb5,cuda,rq3g_cuda_006__c2,semantic_and_visual_aligned,golden,beautiful_trash,golden,True,True,False,2.625,-1.25,2.625,True,False
E5A_rq3_text_plus_image_qwen_20260730,Qwen/Qwen2.5-VL-7B-Instruct,cc594898137f460bfe9f0759e9844b3ce807cfb5,cuda,rq3g_cuda_006__c3,semantic_and_visual_aligned,golden,ugly_trash,golden,True,True,False,2.5,-1.125,2.5,True,False
E5A_rq3_text_plus_image_qwen_20260730,Qwen/Qwen2.5-VL-7B-Instruct,cc594898137f460bfe9f0759e9844b3ce807cfb5,cuda,rq3g_cuda_006__c4,semantic_visual_conflict_primary,ugly_gold,beautiful_trash,ugly_gold,True,True,False,2.375,-1.75,2.375,True,False
E5A_rq3_text_plus_image_qwen_20260730,Qwen/Qwen2.5-VL-7B-Instruct,cc594898137f460bfe9f0759e9844b3ce807cfb5,cuda,rq3g_cuda_006__c5,semantic_only_under_ugly,ugly_gold,ugly_trash,ugly_gold,True,True,False,2.6875,-1.6875,2.6875,True,False
E5A_rq3_text_plus_image_qwen_20260730,Qwen/Qwen2.5-VL-7B-Instruct,cc594898137f460bfe9f0759e9844b3ce807cfb5,cuda,rq3g_cuda_006__c6,visual_only_trash,beautiful_trash,ugly_trash,beautiful_trash,True,True,False,0.625,-0.625,0.625,True,False
E5A_rq3_text_plus_image_qwen_20260730,Qwen/Qwen2.5-VL-7B-Instruct,cc594898137f460bfe9f0759e9844b3ce807cfb5,cuda,rq3g_cuda_007__c1,visual_only_gold,golden,ugly_gold,golden,False,False,False,0.9375,-1.9375,0.9375,True,False
E5A_rq3_text_plus_image_qwen_20260730,Qwen/Qwen2.5-VL-7B-Instruct,cc594898137f460bfe9f0759e9844b3ce807cfb5,cuda,rq3g_cuda_007__c2,semantic_and_visual_aligned,golden,beautiful_trash,golden,True,True,False,2.0,-1.625,2.0,True,False
E5A_rq3_text_plus_image_qwen_20260730,Qwen/Qwen2.5-VL-7B-Instruct,cc594898137f460bfe9f0759e9844b3ce807cfb5,cuda,rq3g_cuda_007__c3,semantic_and_visual_aligned,golden,ugly_trash,golden,True,True,False,1.9375,-1.3125,1.9375,True,False
E5A_rq3_text_plus_image_qwen_20260730,Qwen/Qwen2.5-VL-7B-Instruct,cc594898137f460bfe9f0759e9844b3ce807cfb5,cuda,rq3g_cuda_007__c4,semantic_visual_conflict_primary,ugly_gold,beautiful_trash,ugly_gold,True,True,False,1.5,-1.25,1.5,True,False
E5A_rq3_text_plus_image_qwen_20260730,Qwen/Qwen2.5-VL-7B-Instruct,cc594898137f460bfe9f0759e9844b3ce807cfb5,cuda,rq3g_cuda_007__c5,semantic_only_under_ugly,ugly_gold,ugly_trash,ugly_gold,True,True,False,1.1875,-1.0625,1.1875,True,False
E5A_rq3_text_plus_image_qwen_20260730,Qwen/Qwen2.5-VL-7B-Instruct,cc594898137f460bfe9f0759e9844b3ce807cfb5,cuda,rq3g_cuda_007__c6,visual_only_trash,beautiful_trash,ugly_trash,beautiful_trash,False,False,False,0.125,-1.375,0.125,True,False
E5A_rq3_text_plus_image_qwen_20260730,Qwen/Qwen2.5-VL-7B-Instruct,cc594898137f460bfe9f0759e9844b3ce807cfb5,cuda,rq3g_cuda_008__c1,visual_only_gold,golden,ugly_gold,golden,False,False,False,0.3125,-1.5625,0.3125,True,False
E5A_rq3_text_plus_image_qwen_20260730,Qwen/Qwen2.5-VL-7B-Instruct,cc594898137f460bfe9f0759e9844b3ce807cfb5,cuda,rq3g_cuda_008__c2,semantic_and_visual_aligned,golden,beautiful_trash,golden,False,False,False,1.625,-1.75,1.625,True,False
E5A_rq3_text_plus_image_qwen_20260730,Qwen/Qwen2.5-VL-7B-Instruct,cc594898137f460bfe9f0759e9844b3ce807cfb5,cuda,rq3g_cuda_008__c3,semantic_and_visual_aligned,golden,ugly_trash,golden,False,False,False,1.375,-1.75,1.375,True,False
E5A_rq3_text_plus_image_qwen_20260730,Qwen/Qwen2.5-VL-7B-Instruct,cc594898137f460bfe9f0759e9844b3ce807cfb5,cuda,rq3g_cuda_008__c4,semantic_visual_conflict_primary,ugly_gold,beautiful_trash,ugly_gold,False,False,False,1.0,-1.625,1.0,True,False
E5A_rq3_text_plus_image_qwen_20260730,Qwen/Qwen2.5-VL-7B-Instruct,cc594898137f460bfe9f0759e9844b3ce807cfb5,cuda,rq3g_cuda_008__c5,semantic_only_under_ugly,ugly_gold,ugly_trash,ugly_gold,False,False,False,1.125,-1.875,1.125,True,False
E5A_rq3_text_plus_image_qwen_20260730,Qwen/Qwen2.5-VL-7B-Instruct,cc594898137f460bfe9f0759e9844b3ce807cfb5,cuda,rq3g_cuda_008__c6,visual_only_trash,beautiful_trash,ugly_trash,beautiful_trash,False,False,False,0.375,-1.625,0.375,True,False
E5A_rq3_text_plus_image_qwen_20260730,Qwen/Qwen2.5-VL-7B-Instruct,cc594898137f460bfe9f0759e9844b3ce807cfb5,cuda,rq3g_cuda_009__c1,visual_only_gold,golden,ugly_gold,golden,False,False,False,0.25,-0.75,0.25,True,False
E5A_rq3_text_plus_image_qwen_20260730,Qwen/Qwen2.5-VL-7B-Instruct,cc594898137f460bfe9f0759e9844b3ce807cfb5,cuda,rq3g_cuda_009__c2,semantic_and_visual_aligned,golden,beautiful_trash,golden,True,True,False,3.75,0.25,3.75,True,False
E5A_rq3_text_plus_image_qwen_20260730,Qwen/Qwen2.5-VL-7B-Instruct,cc594898137f460bfe9f0759e9844b3ce807cfb5,cuda,rq3g_cuda_009__c3,semantic_and_visual_aligned,golden,ugly_trash,golden,True,True,False,3.8125,0.3125,3.8125,True,False
E5A_rq3_text_plus_image_qwen_20260730,Qwen/Qwen2.5-VL-7B-Instruct,cc594898137f460bfe9f0759e9844b3ce807cfb5,cuda,rq3g_cuda_009__c4,semantic_visual_conflict_primary,ugly_gold,beautiful_trash,ugly_gold,True,True,False,3.875,0.125,3.875,True,False
E5A_rq3_text_plus_image_qwen_20260730,Qwen/Qwen2.5-VL-7B-Instruct,cc594898137f460bfe9f0759e9844b3ce807cfb5,cuda,rq3g_cuda_009__c5,semantic_only_under_ugly,ugly_gold,ugly_trash,ugly_gold,True,True,False,3.8125,0.5625,3.8125,True,False
E5A_rq3_text_plus_image_qwen_20260730,Qwen/Qwen2.5-VL-7B-Instruct,cc594898137f460bfe9f0759e9844b3ce807cfb5,cuda,rq3g_cuda_009__c6,visual_only_trash,beautiful_trash,ugly_trash,beautiful_trash,False,False,False,0.6875,-1.3125,0.6875,True,False
E5A_rq3_text_plus_image_qwen_20260730,Qwen/Qwen2.5-VL-7B-Instruct,cc594898137f460bfe9f0759e9844b3ce807cfb5,cuda,rq3g_cuda_010__c1,visual_only_gold,golden,ugly_gold,golden,False,False,False,1.0,-2.0,1.0,True,False
E5A_rq3_text_plus_image_qwen_20260730,Qwen/Qwen2.5-VL-7B-Instruct,cc594898137f460bfe9f0759e9844b3ce807cfb5,cuda,rq3g_cuda_010__c2,semantic_and_visual_aligned,golden,beautiful_trash,golden,True,True,False,2.9375,-0.5625,2.9375,True,False
E5A_rq3_text_plus_image_qwen_20260730,Qwen/Qwen2.5-VL-7B-Instruct,cc594898137f460bfe9f0759e9844b3ce807cfb5,cuda,rq3g_cuda_010__c3,semantic_and_visual_aligned,golden,ugly_trash,golden,True,True,False,3.25,-0.5,3.25,True,False
E5A_rq3_text_plus_image_qwen_20260730,Qwen/Qwen2.5-VL-7B-Instruct,cc594898137f460bfe9f0759e9844b3ce807cfb5,cuda,rq3g_cuda_010__c4,semantic_visual_conflict_primary,ugly_gold,beautiful_trash,ugly_gold,True,True,False,2.125,-1.375,2.125,True,False
E5A_rq3_text_plus_image_qwen_20260730,Qwen/Qwen2.5-VL-7B-Instruct,cc594898137f460bfe9f0759e9844b3ce807cfb5,cuda,rq3g_cuda_010__c5,semantic_only_under_ugly,ugly_gold,ugly_trash,ugly_gold,True,True,False,2.75,-1.0,2.75,True,False
E5A_rq3_text_plus_image_qwen_20260730,Qwen/Qwen2.5-VL-7B-Instruct,cc594898137f460bfe9f0759e9844b3ce807cfb5,cuda,rq3g_cuda_010__c6,visual_only_trash,beautiful_trash,ugly_trash,beautiful_trash,False,False,False,1.0,-1.375,1.0,True,False
E5A_rq3_text_plus_image_qwen_20260730,Qwen/Qwen2.5-VL-7B-Instruct,cc594898137f460bfe9f0759e9844b3ce807cfb5,cuda,rq3g_cuda_011__c1,visual_only_gold,golden,ugly_gold,golden,False,False,False,0.5,-1.875,0.5,True,False
E5A_rq3_text_plus_image_qwen_20260730,Qwen/Qwen2.5-VL-7B-Instruct,cc594898137f460bfe9f0759e9844b3ce807cfb5,cuda,rq3g_cuda_011__c2,semantic_and_visual_aligned,golden,beautiful_trash,golden,False,False,False,1.25,-2.0,1.25,True,False
E5A_rq3_text_plus_image_qwen_20260730,Qwen/Qwen2.5-VL-7B-Instruct,cc594898137f460bfe9f0759e9844b3ce807cfb5,cuda,rq3g_cuda_011__c3,semantic_and_visual_aligned,golden,ugly_trash,golden,False,False,False,1.4375,-1.5625,1.4375,True,False
E5A_rq3_text_plus_image_qwen_20260730,Qwen/Qwen2.5-VL-7B-Instruct,cc594898137f460bfe9f0759e9844b3ce807cfb5,cuda,rq3g_cuda_011__c4,semantic_visual_conflict_primary,ugly_gold,beautiful_trash,ugly_gold,False,False,False,0.9375,-2.0625,0.9375,True,False
E5A_rq3_text_plus_image_qwen_20260730,Qwen/Qwen2.5-VL-7B-Instruct,cc594898137f460bfe9f0759e9844b3ce807cfb5,cuda,rq3g_cuda_011__c5,semantic_only_under_ugly,ugly_gold,ugly_trash,ugly_gold,False,False,False,1.0,-1.875,1.0,True,False
E5A_rq3_text_plus_image_qwen_20260730,Qwen/Qwen2.5-VL-7B-Instruct,cc594898137f460bfe9f0759e9844b3ce807cfb5,cuda,rq3g_cuda_011__c6,visual_only_trash,beautiful_trash,ugly_trash,beautiful_trash,False,False,False,0.625,-1.5,0.625,True,False
E5A_rq3_text_plus_image_qwen_20260730,Qwen/Qwen2.5-VL-7B-Instruct,cc594898137f460bfe9f0759e9844b3ce807cfb5,cuda,rq3g_cuda_012__c1,visual_only_gold,golden,ugly_gold,golden,False,False,False,0.625,-0.75,0.625,True,False
E5A_rq3_text_plus_image_qwen_20260730,Qwen/Qwen2.5-VL-7B-Instruct,cc594898137f460bfe9f0759e9844b3ce807cfb5,cuda,rq3g_cuda_012__c2,semantic_and_visual_aligned,golden,beautiful_trash,golden,True,True,False,3.25,-0.75,3.25,True,False
E5A_rq3_text_plus_image_qwen_20260730,Qwen/Qwen2.5-VL-7B-Instruct,cc594898137f460bfe9f0759e9844b3ce807cfb5,cuda,rq3g_cuda_012__c3,semantic_and_visual_aligned,golden,ugly_trash,golden,True,True,False,3.0625,-0.6875,3.0625,True,False
E5A_rq3_text_plus_image_qwen_20260730,Qwen/Qwen2.5-VL-7B-Instruct,cc594898137f460bfe9f0759e9844b3ce807cfb5,cuda,rq3g_cuda_012__c4,semantic_visual_conflict_primary,ugly_gold,beautiful_trash,ugly_gold,True,True,False,3.0625,-0.9375,3.0625,True,False
E5A_rq3_text_plus_image_qwen_20260730,Qwen/Qwen2.5-VL-7B-Instruct,cc594898137f460bfe9f0759e9844b3ce807cfb5,cuda,rq3g_cuda_012__c5,semantic_only_under_ugly,ugly_gold,ugly_trash,ugly_gold,True,True,False,2.875,-0.625,2.875,True,False
E5A_rq3_text_plus_image_qwen_20260730,Qwen/Qwen2.5-VL-7B-Instruct,cc594898137f460bfe9f0759e9844b3ce807cfb5,cuda,rq3g_cuda_012__c6,visual_only_trash,beautiful_trash,ugly_trash,beautiful_trash,False,False,False,-0.1875,-0.6875,-0.1875,False,False
E5A_rq3_text_plus_image_qwen_20260730,Qwen/Qwen2.5-VL-7B-Instruct,cc594898137f460bfe9f0759e9844b3ce807cfb5,cuda,rq3g_cuda_013__c1,visual_only_gold,golden,ugly_gold,golden,False,False,False,0.625,-1.375,0.625,True,False
E5A_rq3_text_plus_image_qwen_20260730,Qwen/Qwen2.5-VL-7B-Instruct,cc594898137f460bfe9f0759e9844b3ce807cfb5,cuda,rq3g_cuda_013__c2,semantic_and_visual_aligned,golden,beautiful_trash,golden,False,False,False,1.4375,-2.4375,1.4375,True,False
E5A_rq3_text_plus_image_qwen_20260730,Qwen/Qwen2.5-VL-7B-Instruct,cc594898137f460bfe9f0759e9844b3ce807cfb5,cuda,rq3g_cuda_013__c3,semantic_and_visual_aligned,golden,ugly_trash,golden,False,False,False,1.5625,-2.4375,1.5625,True,False
E5A_rq3_text_plus_image_qwen_20260730,Qwen/Qwen2.5-VL-7B-Instruct,cc594898137f460bfe9f0759e9844b3ce807cfb5,cuda,rq3g_cuda_013__c4,semantic_visual_conflict_primary,ugly_gold,beautiful_trash,ugly_gold,False,False,False,1.375,-2.5,1.375,True,False
E5A_rq3_text_plus_image_qwen_20260730,Qwen/Qwen2.5-VL-7B-Instruct,cc594898137f460bfe9f0759e9844b3ce807cfb5,cuda,rq3g_cuda_013__c5,semantic_only_under_ugly,ugly_gold,ugly_trash,ugly_gold,False,False,False,1.0625,-2.5625,1.0625,True,False
E5A_rq3_text_plus_image_qwen_20260730,Qwen/Qwen2.5-VL-7B-Instruct,cc594898137f460bfe9f0759e9844b3ce807cfb5,cuda,rq3g_cuda_013__c6,visual_only_trash,beautiful_trash,ugly_trash,beautiful_trash,False,False,False,0.375,-1.25,0.375,True,False
E5A_rq3_text_plus_image_qwen_20260730,Qwen/Qwen2.5-VL-7B-Instruct,cc594898137f460bfe9f0759e9844b3ce807cfb5,cuda,rq3g_cuda_014__c1,visual_only_gold,golden,ugly_gold,golden,False,False,False,0.5,-0.75,0.5,True,False
E5A_rq3_text_plus_image_qwen_20260730,Qwen/Qwen2.5-VL-7B-Instruct,cc594898137f460bfe9f0759e9844b3ce807cfb5,cuda,rq3g_cuda_014__c2,semantic_and_visual_aligned,golden,beautiful_trash,golden,True,True,False,3.625,-0.625,3.625,True,False
E5A_rq3_text_plus_image_qwen_20260730,Qwen/Qwen2.5-VL-7B-Instruct,cc594898137f460bfe9f0759e9844b3ce807cfb5,cuda,rq3g_cuda_014__c3,semantic_and_visual_aligned,golden,ugly_trash,golden,True,True,False,3.25,-0.25,3.25,True,False
E5A_rq3_text_plus_image_qwen_20260730,Qwen/Qwen2.5-VL-7B-Instruct,cc594898137f460bfe9f0759e9844b3ce807cfb5,cuda,rq3g_cuda_014__c4,semantic_visual_conflict_primary,ugly_gold,beautiful_trash,ugly_gold,True,True,False,3.375,-0.375,3.375,True,False
E5A_rq3_text_plus_image_qwen_20260730,Qwen/Qwen2.5-VL-7B-Instruct,cc594898137f460bfe9f0759e9844b3ce807cfb5,cuda,rq3g_cuda_014__c5,semantic_only_under_ugly,ugly_gold,ugly_trash,ugly_gold,True,True,False,3.25,-0.125,3.25,True,False
E5A_rq3_text_plus_image_qwen_20260730,Qwen/Qwen2.5-VL-7B-Instruct,cc594898137f460bfe9f0759e9844b3ce807cfb5,cuda,rq3g_cuda_014__c6,visual_only_trash,beautiful_trash,ugly_trash,beautiful_trash,False,False,False,0.25,-0.75,0.25,True,False
E5A_rq3_text_plus_image_qwen_20260730,Qwen/Qwen2.5-VL-7B-Instruct,cc594898137f460bfe9f0759e9844b3ce807cfb5,cuda,rq3g_cuda_015__c1,visual_only_gold,golden,ugly_gold,golden,True,True,False,0.4375,-0.0625,0.4375,True,False
E5A_rq3_text_plus_image_qwen_20260730,Qwen/Qwen2.5-VL-7B-Instruct,cc594898137f460bfe9f0759e9844b3ce807cfb5,cuda,rq3g_cuda_015__c2,semantic_and_visual_aligned,golden,beautiful_trash,golden,True,True,False,2.8125,-0.6875,2.8125,True,False
E5A_rq3_text_plus_image_qwen_20260730,Qwen/Qwen2.5-VL-7B-Instruct,cc594898137f460bfe9f0759e9844b3ce807cfb5,cuda,rq3g_cuda_015__c3,semantic_and_visual_aligned,golden,ugly_trash,golden,True,True,False,2.5625,-0.3125,2.5625,True,False
E5A_rq3_text_plus_image_qwen_20260730,Qwen/Qwen2.5-VL-7B-Instruct,cc594898137f460bfe9f0759e9844b3ce807cfb5,cuda,rq3g_cuda_015__c4,semantic_visual_conflict_primary,ugly_gold,beautiful_trash,ugly_gold,True,True,False,2.3125,-1.0625,2.3125,True,False
E5A_rq3_text_plus_image_qwen_20260730,Qwen/Qwen2.5-VL-7B-Instruct,cc594898137f460bfe9f0759e9844b3ce807cfb5,cuda,rq3g_cuda_015__c5,semantic_only_under_ugly,ugly_gold,ugly_trash,ugly_gold,True,True,False,2.5,-0.875,2.5,True,False
