experiment,condition,model,model_revision,language,pair_id,source_pair_id,difficulty_rank,abs_z_diff,snippet_i,snippet_j,gold_snippet,selected_ab,selected_ba,parsed_both,strict_valid,strict_correct,margin_ab,margin_ba,b_position,c_content,is_boundary,is_exact_tie,first_pos_ab,first_pos_ba,z_i,z_j,human_score_i_z,human_score_j_z,human_preference,dataset_name_i,dataset_name_j,preference_score_basis,effective_correct,debiased_selected,debiased_correct
grid,monokai_dark__fs20__wrap80__lnon,google/gemma-3-12b-it,96b6f1eccf38110c56df3a15bffe176da04bfd80,java,u3_0010,full_rq0_seed42__rq0_0005__rq0_0246,far,3.3738971127761266,rq0_0005,rq0_0246,rq0_0246,rq0_0246,rq0_0246,True,True,True,-6.25,8.75,1.25,-7.5,False,False,False,True,-1.7461888003442083,1.6277083124319185,-1.7461888003442083,1.6277083124319185,rq0_0246,Buse,Scalabrino,human_score_z_within_dataset,1,rq0_0246,True
grid,monokai_dark__fs20__wrap80__lnon,google/gemma-3-12b-it,96b6f1eccf38110c56df3a15bffe176da04bfd80,java,u3_0011,full_rq0_seed42__rq0_0005__rq0_0300,far,1.7403337344721517,rq0_0005,rq0_0300,rq0_0300,rq0_0005,rq0_0005,True,True,False,9.5,-0.75,4.375,5.125,False,False,True,False,-1.7461888003442083,-0.0058550658720567,-1.7461888003442083,-0.0058550658720567,rq0_0300,Buse,Scalabrino,human_score_z_within_dataset,0,rq0_0005,False
grid,monokai_dark__fs20__wrap80__lnon,google/gemma-3-12b-it,96b6f1eccf38110c56df3a15bffe176da04bfd80,java,u3_0012,full_rq0_seed42__rq0_0007__rq0_0227,far,1.7627483213822812,rq0_0007,rq0_0227,rq0_0227,rq0_0227,rq0_0227,True,True,True,-4.25,8.75,2.25,-6.5,False,False,False,True,-0.6795611350516886,1.0831871863305926,-0.6795611350516886,1.0831871863305926,rq0_0227,Buse,Scalabrino,human_score_z_within_dataset,1,rq0_0227,True
grid,monokai_dark__fs20__wrap80__lnon,google/gemma-3-12b-it,96b6f1eccf38110c56df3a15bffe176da04bfd80,java,u3_0013,full_rq0_seed42__rq0_0008__rq0_0035,far,2.4756296429011577,rq0_0008,rq0_0035,rq0_0008,rq0_0008,rq0_0008,True,True,True,6.75,-9.0,-1.125,7.875,False,False,True,False,1.3483482532822386,-1.127281389618919,1.3483482532822386,-1.127281389618919,rq0_0008,Buse,Buse,human_score_z_within_dataset,1,rq0_0008,True
grid,monokai_dark__fs20__wrap80__lnon,google/gemma-3-12b-it,96b6f1eccf38110c56df3a15bffe176da04bfd80,java,u3_0014,full_rq0_seed42__rq0_0008__rq0_0061,far,2.357115457868656,rq0_0008,rq0_0061,rq0_0008,rq0_0061,rq0_0061,True,True,False,-3.75,5.5,0.875,-4.625,False,False,False,True,1.3483482532822386,-1.008767204586417,1.3483482532822386,-1.008767204586417,rq0_0008,Buse,Buse,human_score_z_within_dataset,0,rq0_0061,False
grid,monokai_dark__fs20__wrap80__lnon,google/gemma-3-12b-it,96b6f1eccf38110c56df3a15bffe176da04bfd80,java,u3_0015,full_rq0_seed42__rq0_0009__rq0_0151,far,1.4499257672197956,rq0_0009,rq0_0151,rq0_0009,rq0_0009,rq0_0009,True,True,True,9.75,-9.25,0.25,9.5,False,False,True,False,0.0973651890502713,-1.3525605781695242,0.0973651890502713,-1.3525605781695242,rq0_0009,Buse,Dorn,human_score_z_within_dataset,1,rq0_0009,True
grid,monokai_dark__fs20__wrap80__lnon,google/gemma-3-12b-it,96b6f1eccf38110c56df3a15bffe176da04bfd80,java,u3_0016,full_rq0_seed42__rq0_0009__rq0_0248,far,1.3488360813478713,rq0_0009,rq0_0248,rq0_0248,rq0_0009,rq0_0009,True,True,False,5.25,-7.5,-1.125,6.375,False,False,True,False,0.0973651890502713,1.4462012703981426,0.0973651890502713,1.4462012703981426,rq0_0248,Buse,Scalabrino,human_score_z_within_dataset,0,rq0_0009,False
grid,monokai_dark__fs20__wrap80__lnon,google/gemma-3-12b-it,96b6f1eccf38110c56df3a15bffe176da04bfd80,java,u3_0017,full_rq0_seed42__rq0_0010__rq0_0211,far,2.7553614994576363,rq0_0010,rq0_0211,rq0_0010,rq0_0010,rq0_0010,True,True,True,5.5,-10.0,-2.25,7.75,False,False,True,False,0.5714219291802802,-2.183939570277356,0.5714219291802802,-2.183939570277356,rq0_0010,Buse,Scalabrino,human_score_z_within_dataset,1,rq0_0010,True
grid,monokai_dark__fs20__wrap80__lnon,google/gemma-3-12b-it,96b6f1eccf38110c56df3a15bffe176da04bfd80,java,u3_0018,full_rq0_seed42__rq0_0010__rq0_0247,far,1.3033051631874364,rq0_0010,rq0_0247,rq0_0010,rq0_0010,rq0_0010,True,True,True,9.5,-8.75,0.375,9.125,False,False,True,False,0.5714219291802802,-0.731883234007156,0.5714219291802802,-0.731883234007156,rq0_0010,Buse,Scalabrino,human_score_z_within_dataset,1,rq0_0010,True
grid,monokai_dark__fs20__wrap80__lnon,google/gemma-3-12b-it,96b6f1eccf38110c56df3a15bffe176da04bfd80,java,u3_0019,full_rq0_seed42__rq0_0010__rq0_0266,far,1.0562863832516385,rq0_0010,rq0_0266,rq0_0266,rq0_0010,rq0_0010,True,True,False,7.25,-4.5,1.375,5.875,False,False,True,False,0.5714219291802802,1.6277083124319185,0.5714219291802802,1.6277083124319185,rq0_0266,Buse,Scalabrino,human_score_z_within_dataset,0,rq0_0010,False
grid,monokai_dark__fs20__wrap80__lnon,google/gemma-3-12b-it,96b6f1eccf38110c56df3a15bffe176da04bfd80,java,u3_0020,full_rq0_seed42__rq0_0010__rq0_0298,far,1.4848122052212114,rq0_0010,rq0_0298,rq0_0010,rq0_0010,rq0_0010,True,True,True,6.5,-9.75,-1.625,8.125,False,False,True,False,0.5714219291802802,-0.9133902760409311,0.5714219291802802,-0.9133902760409311,rq0_0010,Buse,Scalabrino,human_score_z_within_dataset,1,rq0_0010,True
grid,monokai_dark__fs20__wrap80__lnon,google/gemma-3-12b-it,96b6f1eccf38110c56df3a15bffe176da04bfd80,java,u3_0021,full_rq0_seed42__rq0_0011__rq0_0048,middle,1.0007864513855749,rq0_0011,rq0_0048,rq0_0048,rq0_0048,rq0_0048,True,True,True,-8.25,6.25,-1.0,-7.25,False,False,False,True,0.4002347730222216,1.4010212244077964,0.4002347730222216,1.4010212244077964,rq0_0048,Buse,Buse,human_score_z_within_dataset,1,rq0_0048,True
grid,monokai_dark__fs20__wrap80__lnon,google/gemma-3-12b-it,96b6f1eccf38110c56df3a15bffe176da04bfd80,java,u3_0022,full_rq0_seed42__rq0_0012__rq0_0130,far,1.832510652051475,rq0_0012,rq0_0130,rq0_0012,rq0_0012,rq0_0012,True,True,True,6.75,-5.75,0.5,6.25,False,False,True,False,1.2166658254683484,-0.6158448265831262,1.2166658254683484,-0.6158448265831262,rq0_0012,Buse,Dorn,human_score_z_within_dataset,1,rq0_0012,True
grid,monokai_dark__fs20__wrap80__lnon,google/gemma-3-12b-it,96b6f1eccf38110c56df3a15bffe176da04bfd80,java,u3_0023,full_rq0_seed42__rq0_0012__rq0_0231,far,2.6745772276106043,rq0_0012,rq0_0231,rq0_0012,rq0_0012,rq0_0012,True,True,True,8.0,-9.25,-0.625,8.625,False,False,True,False,1.2166658254683484,-1.457911402142256,1.2166658254683484,-1.457911402142256,rq0_0012,Buse,Scalabrino,human_score_z_within_dataset,1,rq0_0012,True
grid,monokai_dark__fs20__wrap80__lnon,google/gemma-3-12b-it,96b6f1eccf38110c56df3a15bffe176da04bfd80,java,u3_0024,full_rq0_seed42__rq0_0012__rq0_0241,far,1.7670420174417305,rq0_0012,rq0_0241,rq0_0012,rq0_0012,rq0_0012,True,True,True,9.5,-10.75,-0.625,10.125,False,False,True,False,1.2166658254683484,-0.5503761919733818,1.2166658254683484,-0.5503761919733818,rq0_0012,Buse,Scalabrino,human_score_z_within_dataset,1,rq0_0012,True
grid,monokai_dark__fs20__wrap80__lnon,google/gemma-3-12b-it,96b6f1eccf38110c56df3a15bffe176da04bfd80,java,u3_0025,full_rq0_seed42__rq0_0013__rq0_0026,far,1.646030347673642,rq0_0013,rq0_0026,rq0_0026,rq0_0026,rq0_0026,True,True,True,-5.5,6.5,0.5,-6.0,False,False,False,True,-2.312423239943941,-0.6663928922702992,-2.312423239943941,-0.6663928922702992,rq0_0026,Buse,Buse,human_score_z_within_dataset,1,rq0_0026,True
grid,monokai_dark__fs20__wrap80__lnon,google/gemma-3-12b-it,96b6f1eccf38110c56df3a15bffe176da04bfd80,java,u3_0026,full_rq0_seed42__rq0_0013__rq0_0052,far,2.8180039552172755,rq0_0013,rq0_0052,rq0_0052,rq0_0052,rq0_0052,True,True,True,-6.75,6.5,-0.125,-6.625,False,False,False,True,-2.312423239943941,0.5055807152733344,-2.312423239943941,0.5055807152733344,rq0_0052,Buse,Buse,human_score_z_within_dataset,1,rq0_0052,True
grid,monokai_dark__fs20__wrap80__lnon,google/gemma-3-12b-it,96b6f1eccf38110c56df3a15bffe176da04bfd80,java,u3_0027,full_rq0_seed42__rq0_0013__rq0_0101,far,1.7175785069127514,rq0_0013,rq0_0101,rq0_0101,rq0_0101,rq0_0101,True,True,True,-8.75,7.75,-0.5,-8.25,False,False,False,True,-2.312423239943941,-0.5948447330311896,-2.312423239943941,-0.5948447330311896,rq0_0101,Buse,Dorn,human_score_z_within_dataset,1,rq0_0101,True
grid,monokai_dark__fs20__wrap80__lnon,google/gemma-3-12b-it,96b6f1eccf38110c56df3a15bffe176da04bfd80,java,u3_0028,full_rq0_seed42__rq0_0013__rq0_0308,far,1.39903296390301,rq0_0013,rq0_0308,rq0_0308,rq0_0013,rq0_0308,True,False,False,4.5,6.75,5.625,-1.125,False,False,True,True,-2.312423239943941,-0.9133902760409311,-2.312423239943941,-0.9133902760409311,rq0_0308,Buse,Scalabrino,human_score_z_within_dataset,0,rq0_0308,True
grid,monokai_dark__fs20__wrap80__lnon,google/gemma-3-12b-it,96b6f1eccf38110c56df3a15bffe176da04bfd80,java,u3_0029,full_rq0_seed42__rq0_0014__rq0_0046,far,1.6460303476736415,rq0_0014,rq0_0046,rq0_0046,rq0_0046,rq0_0046,True,True,True,-5.75,3.25,-1.25,-4.5,False,False,False,True,-0.613719921144742,1.0323104265288996,-0.613719921144742,1.0323104265288996,rq0_0046,Buse,Buse,human_score_z_within_dataset,1,rq0_0046,True
grid,monokai_dark__fs20__wrap80__lnon,google/gemma-3-12b-it,96b6f1eccf38110c56df3a15bffe176da04bfd80,java,u3_0030,full_rq0_seed42__rq0_0014__rq0_0049,far,1.619693862110862,rq0_0014,rq0_0049,rq0_0049,rq0_0049,rq0_0049,True,True,True,-6.25,6.75,0.25,-6.5,False,False,False,True,-0.613719921144742,1.00597394096612,-0.613719921144742,1.00597394096612,rq0_0049,Buse,Buse,human_score_z_within_dataset,1,rq0_0049,True
grid,monokai_dark__fs20__wrap80__lnon,google/gemma-3-12b-it,96b6f1eccf38110c56df3a15bffe176da04bfd80,java,u3_0031,full_rq0_seed42__rq0_0014__rq0_0059,far,1.3958337348272494,rq0_0014,rq0_0059,rq0_0059,rq0_0014,rq0_0014,True,True,False,4.0,-4.75,-0.375,4.375,False,False,True,False,-0.613719921144742,0.7821138136825072,-0.613719921144742,0.7821138136825072,rq0_0059,Buse,Buse,human_score_z_within_dataset,0,rq0_0014,False
grid,monokai_dark__fs20__wrap80__lnon,google/gemma-3-12b-it,96b6f1eccf38110c56df3a15bffe176da04bfd80,java,u3_0032,full_rq0_seed42__rq0_0014__rq0_0094,far,1.448506705952805,rq0_0014,rq0_0094,rq0_0094,rq0_0014,rq0_0094,True,False,False,2.25,5.0,3.625,-1.375,False,False,True,True,-0.613719921144742,0.8347867848080629,-0.613719921144742,0.8347867848080629,rq0_0094,Buse,Buse,human_score_z_within_dataset,0,rq0_0094,True
grid,monokai_dark__fs20__wrap80__lnon,google/gemma-3-12b-it,96b6f1eccf38110c56df3a15bffe176da04bfd80,java,u3_0033,full_rq0_seed42__rq0_0014__rq0_0221,far,2.4229352756104348,rq0_0014,rq0_0221,rq0_0221,rq0_0014,rq0_0014,True,True,False,1.75,-5.75,-2.0,3.75,False,False,True,False,-0.613719921144742,1.8092153544656928,-0.613719921144742,1.8092153544656928,rq0_0221,Buse,Scalabrino,human_score_z_within_dataset,0,rq0_0014,False
grid,monokai_dark__fs20__wrap80__lnon,google/gemma-3-12b-it,96b6f1eccf38110c56df3a15bffe176da04bfd80,java,u3_0034,full_rq0_seed42__rq0_0014__rq0_0248,far,2.0599211915428848,rq0_0014,rq0_0248,rq0_0248,rq0_0014,rq0_0014,True,True,False,7.5,-9.75,-1.125,8.625,False,False,True,False,-0.613719921144742,1.4462012703981426,-0.613719921144742,1.4462012703981426,rq0_0248,Buse,Scalabrino,human_score_z_within_dataset,0,rq0_0014,False
grid,monokai_dark__fs20__wrap80__lnon,google/gemma-3-12b-it,96b6f1eccf38110c56df3a15bffe176da04bfd80,java,u3_0035,full_rq0_seed42__rq0_0015__rq0_0274,far,1.4481558337827165,rq0_0015,rq0_0274,rq0_0015,rq0_0015,rq0_0015,True,True,True,9.5,-10.75,-0.625,10.125,False,False,True,False,0.7162725997755606,-0.731883234007156,0.7162725997755606,-0.731883234007156,rq0_0015,Buse,Scalabrino,human_score_z_within_dataset,1,rq0_0015,True
grid,monokai_dark__fs20__wrap80__lnon,google/gemma-3-12b-it,96b6f1eccf38110c56df3a15bffe176da04bfd80,java,u3_0036,full_rq0_seed42__rq0_0015__rq0_0291,far,1.8111699178502665,rq0_0015,rq0_0291,rq0_0015,rq0_0015,rq0_0015,True,True,True,9.75,-10.5,-0.375,10.125,False,False,True,False,0.7162725997755606,-1.094897318074706,0.7162725997755606,-1.094897318074706,rq0_0015,Buse,Scalabrino,human_score_z_within_dataset,1,rq0_0015,True
grid,monokai_dark__fs20__wrap80__lnon,google/gemma-3-12b-it,96b6f1eccf38110c56df3a15bffe176da04bfd80,java,u3_0037,full_rq0_seed42__rq0_0016__rq0_0107,far,1.5767457582737885,rq0_0016,rq0_0107,rq0_0107,rq0_0016,rq0_0016,True,True,False,6.5,-3.5,1.5,5.0,False,False,True,False,-1.298468545776979,0.2782772124968096,-1.298468545776979,0.2782772124968096,rq0_0107,Buse,Dorn,human_score_z_within_dataset,0,rq0_0016,False
grid,monokai_dark__fs20__wrap80__lnon,google/gemma-3-12b-it,96b6f1eccf38110c56df3a15bffe176da04bfd80,java,u3_0038,full_rq0_seed42__rq0_0016__rq0_0169,far,1.292008972274279,rq0_0016,rq0_0169,rq0_0169,rq0_0016,rq0_0169,True,False,False,5.75,7.25,6.5,-0.75,False,False,True,True,-1.298468545776979,-0.0064595735026999,-1.298468545776979,-0.0064595735026999,rq0_0169,Buse,Dorn,human_score_z_within_dataset,0,rq0_0169,True
grid,monokai_dark__fs20__wrap80__lnon,google/gemma-3-12b-it,96b6f1eccf38110c56df3a15bffe176da04bfd80,java,u3_0039,full_rq0_seed42__rq0_0016__rq0_0173,far,2.586342266607722,rq0_0016,rq0_0173,rq0_0173,rq0_0016,rq0_0016,True,True,False,10.0,-9.5,0.25,9.75,False,False,True,False,-1.298468545776979,1.2878737208307431,-1.298468545776979,1.2878737208307431,rq0_0173,Buse,Dorn,human_score_z_within_dataset,0,rq0_0016,False
grid,monokai_dark__fs20__wrap80__lnon,google/gemma-3-12b-it,96b6f1eccf38110c56df3a15bffe176da04bfd80,java,u3_0040,full_rq0_seed42__rq0_0016__rq0_0238,far,1.474120521938697,rq0_0016,rq0_0238,rq0_0238,rq0_0016,rq0_0016,True,True,False,8.75,-7.75,0.5,8.25,False,False,True,False,-1.298468545776979,0.1756519761617182,-1.298468545776979,0.1756519761617182,rq0_0238,Buse,Scalabrino,human_score_z_within_dataset,0,rq0_0016,False
grid,monokai_dark__fs20__wrap80__lnon,google/gemma-3-12b-it,96b6f1eccf38110c56df3a15bffe176da04bfd80,java,u3_0041,full_rq0_seed42__rq0_0016__rq0_0297,far,2.200148690073797,rq0_0016,rq0_0297,rq0_0297,rq0_0016,rq0_0016,True,True,False,1.0,-6.25,-2.625,3.625,False,False,True,False,-1.298468545776979,0.9016801442968184,-1.298468545776979,0.9016801442968184,rq0_0297,Buse,Scalabrino,human_score_z_within_dataset,0,rq0_0016,False
grid,monokai_dark__fs20__wrap80__lnon,google/gemma-3-12b-it,96b6f1eccf38110c56df3a15bffe176da04bfd80,java,u3_0042,full_rq0_seed42__rq0_0017__rq0_0064,far,1.5143479198597514,rq0_0017,rq0_0064,rq0_0017,rq0_0017,rq0_0017,True,True,True,6.75,-8.0,-0.625,7.375,False,False,True,False,0.4265712585849998,-1.0877766612747517,0.4265712585849998,-1.0877766612747517,rq0_0017,Buse,Buse,human_score_z_within_dataset,1,rq0_0017,True
grid,monokai_dark__fs20__wrap80__lnon,google/gemma-3-12b-it,96b6f1eccf38110c56df3a15bffe176da04bfd80,java,u3_0043,full_rq0_seed42__rq0_0018__rq0_0056,far,1.3563290064830809,rq0_0018,rq0_0056,rq0_0018,rq0_0018,rq0_0018,True,True,True,7.0,-5.25,0.875,6.125,False,False,True,False,-0.0343172387636203,-1.3906462452467012,-0.0343172387636203,-1.3906462452467012,rq0_0018,Buse,Buse,human_score_z_within_dataset,1,rq0_0018,True
grid,monokai_dark__fs20__wrap80__lnon,google/gemma-3-12b-it,96b6f1eccf38110c56df3a15bffe176da04bfd80,java,u3_0044,full_rq0_seed42__rq0_0018__rq0_0225,far,1.2420871213448608,rq0_0018,rq0_0225,rq0_0018,rq0_0018,rq0_0018,True,True,True,9.0,-10.5,-0.75,9.75,False,False,True,False,-0.0343172387636203,-1.2764043601084811,-0.0343172387636203,-1.2764043601084811,rq0_0018,Buse,Scalabrino,human_score_z_within_dataset,1,rq0_0018,True
grid,monokai_dark__fs20__wrap80__lnon,google/gemma-3-12b-it,96b6f1eccf38110c56df3a15bffe176da04bfd80,java,u3_0045,full_rq0_seed42__rq0_0020__rq0_0122,far,2.7663945136795123,rq0_0020,rq0_0122,rq0_0122,rq0_0020,rq0_0122,True,False,False,2.75,3.5,3.125,-0.375,False,False,True,True,-0.8770847767725254,1.889309736906987,-0.8770847767725254,1.889309736906987,rq0_0122,Buse,Dorn,human_score_z_within_dataset,0,rq0_0122,True
grid,monokai_dark__fs20__wrap80__lnon,google/gemma-3-12b-it,96b6f1eccf38110c56df3a15bffe176da04bfd80,java,u3_0046,full_rq0_seed42__rq0_0020__rq0_0144,far,1.3089743474022395,rq0_0020,rq0_0144,rq0_0144,rq0_0144,rq0_0144,True,True,True,-8.5,5.75,-1.375,-7.125,False,False,False,True,-0.8770847767725254,0.4318895706297144,-0.8770847767725254,0.4318895706297144,rq0_0144,Buse,Dorn,human_score_z_within_dataset,1,rq0_0144,True
grid,monokai_dark__fs20__wrap80__lnon,google/gemma-3-12b-it,96b6f1eccf38110c56df3a15bffe176da04bfd80,java,u3_0047,full_rq0_seed42__rq0_0021__rq0_0041,far,1.0271229369483517,rq0_0021,rq0_0041,rq0_0021,rq0_0021,rq0_0021,True,True,True,6.5,-7.25,-0.375,6.875,False,False,True,False,1.0323104265288996,0.0051874895805479,1.0323104265288996,0.0051874895805479,rq0_0021,Buse,Buse,human_score_z_within_dataset,1,rq0_0021,True
grid,monokai_dark__fs20__wrap80__lnon,google/gemma-3-12b-it,96b6f1eccf38110c56df3a15bffe176da04bfd80,java,u3_0048,full_rq0_seed42__rq0_0021__rq0_0218,far,3.3977570388400298,rq0_0021,rq0_0218,rq0_0021,rq0_0021,rq0_0021,True,True,True,7.75,-9.75,-1.0,8.75,False,False,True,False,1.0323104265288996,-2.36544661231113,1.0323104265288996,-2.36544661231113,rq0_0021,Buse,Scalabrino,human_score_z_within_dataset,1,rq0_0021,True
grid,monokai_dark__fs20__wrap80__lnon,google/gemma-3-12b-it,96b6f1eccf38110c56df3a15bffe176da04bfd80,java,u3_0049,full_rq0_seed42__rq0_0021__rq0_0308,far,1.9457007025698307,rq0_0021,rq0_0308,rq0_0021,rq0_0021,rq0_0021,True,True,True,7.75,-8.0,-0.125,7.875,False,False,True,False,1.0323104265288996,-0.9133902760409311,1.0323104265288996,-0.9133902760409311,rq0_0021,Buse,Scalabrino,human_score_z_within_dataset,1,rq0_0021,True
grid,monokai_dark__fs20__wrap80__lnon,google/gemma-3-12b-it,96b6f1eccf38110c56df3a15bffe176da04bfd80,java,u3_0050,full_rq0_seed42__rq0_0022__rq0_0048,far,1.092964150855299,rq0_0022,rq0_0048,rq0_0048,rq0_0022,rq0_0048,True,False,False,4.25,5.5,4.875,-0.625,False,False,True,True,0.3080570735524975,1.4010212244077964,0.3080570735524975,1.4010212244077964,rq0_0048,Buse,Buse,human_score_z_within_dataset,0,rq0_0048,True
grid,monokai_dark__fs20__wrap80__lnon,google/gemma-3-12b-it,96b6f1eccf38110c56df3a15bffe176da04bfd80,java,u3_0051,full_rq0_seed42__rq0_0022__rq0_0208,far,1.1381441968456452,rq0_0022,rq0_0208,rq0_0208,rq0_0022,rq0_0022,True,True,False,7.75,-10.75,-1.5,9.25,False,False,True,False,0.3080570735524975,1.4462012703981426,0.3080570735524975,1.4462012703981426,rq0_0208,Buse,Scalabrino,human_score_z_within_dataset,0,rq0_0022,False
grid,monokai_dark__fs20__wrap80__lnon,google/gemma-3-12b-it,96b6f1eccf38110c56df3a15bffe176da04bfd80,java,u3_0052,full_rq0_seed42__rq0_0022__rq0_0217,far,2.128982559762303,rq0_0022,rq0_0217,rq0_0022,rq0_0022,rq0_0022,True,True,True,8.25,-11.5,-1.625,9.875,False,False,True,False,0.3080570735524975,-1.8209254862098048,0.3080570735524975,-1.8209254862098048,rq0_0022,Buse,Scalabrino,human_score_z_within_dataset,1,rq0_0022,True
grid,monokai_dark__fs20__wrap80__lnon,google/gemma-3-12b-it,96b6f1eccf38110c56df3a15bffe176da04bfd80,java,u3_0053,full_rq0_seed42__rq0_0022__rq0_0244,far,1.1381441968456452,rq0_0022,rq0_0244,rq0_0244,rq0_0022,rq0_0022,True,True,False,7.75,-9.0,-0.625,8.375,False,False,True,False,0.3080570735524975,1.4462012703981426,0.3080570735524975,1.4462012703981426,rq0_0244,Buse,Scalabrino,human_score_z_within_dataset,0,rq0_0022,False
