rq0_id,dataset_name,language,raw_code,human_mean_score,human_score_z_within_dataset,formatting_code_hash,score_for_stratum,human_score_z_within_language,has_error,error_nodes,identifier_nodes,behavior_nodes,eligible,mutation_feasible,score_stratum,base_index,base_id
dorn_cuda_087,Dorn,cuda,"
#define NUM_INPUTS_OUTPUT_NEURON (NUM_NEURONS + 1)

#define PATTERN blockIdx.x

namespace GPUMLib {

KERNEL CalculateLocalGradient(cudafloat * rmsF, cudafloat * bestRMS, cudafloat maxErrorGrowth, cudafloat * outputs, cudafloat * weights, cudafloat * m, int mOffset, int totalNeuronsWithSelectiveActivation, cudafloat * localGradientNextLayer, cudafloat * localGradient, cudafloat * localGradientSpaceNet) {
	extern __shared__ cudafloat lg[];
	
	if (bestRMS != nullptr) {
		__shared__ cudafloat rms;
		__shared__ cudafloat bRMS;
		
		rms = *rmsF;
		bRMS = *bestRMS;
		if (rms >= bRMS * maxErrorGrowth) return;
	}

	cudafloat * lgNextLayer = (lg + (NUM_OUTPUTS * NUM_NEURONS));
			
	if (NEURON == 0) lgNextLayer[OUTPUT_NEURON] = localGradientNextLayer[PATTERN * NUM_OUTPUTS + OUTPUT_NEURON];
	
	int connection = OUTPUT_NEURON * NUM_INPUTS_OUTPUT_NEURON + NEURON + 1;    
	int threadId = (NEURON * NUM_OUTPUTS + OUTPUT_NEURON);
	
	__syncthreads();    
	
	lg[threadId] = weights[connection] * lgNextLayer[OUTPUT_NEURON];
	__syncthreads();
",2.7513513513513512,-0.8379209697522461,85ca4673a45be6fbd31c52925ed2253da730b1bd4a7d32480c1d192a8e253ff6,-0.1544723832733459,-0.1544723832733459,True,4,70,24,True,True,mid,45,rq3g_cuda_045
dorn_cuda_071,Dorn,cuda,"	if(tid<c_ActiveVoxelNumber){

		//Get the real world position in the source space
		float4 realPosition = tex1Dfetch(positionFieldTexture,tid);

		//Get the voxel-based position in the source space
		float3 voxelPosition;
		float4 matrix = tex1Dfetch(sourceMatrixTexture,0);
		voxelPosition.x =	matrix.x*realPosition.x + matrix.y*realPosition.y  +
					matrix.z*realPosition.z  +  matrix.w;
		matrix = tex1Dfetch(sourceMatrixTexture,1);
		voxelPosition.y =	matrix.x*realPosition.x + matrix.y*realPosition.y  +
					matrix.z*realPosition.z  +  matrix.w;
		matrix = tex1Dfetch(sourceMatrixTexture,2);
		voxelPosition.z =	matrix.x*realPosition.x + matrix.y*realPosition.y  +
					matrix.z*realPosition.z  +  matrix.w;

		int3 sourceImageSize = c_SourceDim;
		if(	-1<voxelPosition.x && voxelPosition.x<=sourceImageSize.x &&
			-1<voxelPosition.y && voxelPosition.y<=sourceImageSize.y &&
			-1<voxelPosition.z && voxelPosition.z<=sourceImageSize.z){
			float3 relativePosition;
			relativePosition.x=(voxelPosition.x+0.5f)/(float)c_SourceDim.x;
			relativePosition.y=(voxelPosition.y+0.5f)/(float)c_SourceDim.y;
			relativePosition.z=(voxelPosition.z+0.5f)/(float)c_SourceDim.z;
			resultArray[tex1Dfetch(maskTexture,tid)]=tex3D(sourceTexture, relativePosition.x, relativePosition.y, relativePosition.z);
		}
		else resultArray[tex1Dfetch(maskTexture,tid)]=c_PaddingValue;
	}
}
",2.757225433526012,-0.827952614887075,052f8afca67272d1b9b1a4598ee0fcf6ed152123936cdd49aee75e5be8ab0f0f,-0.1452662258657379,-0.1452662258657379,True,1,125,55,True,True,mid,46,rq3g_cuda_046
dorn_cuda_036,Dorn,cuda,"		if (threadIdx.x == 0) {
			cudafloat fRMS = CUDA_SQRT(shared_rms[0] / numberPatternsNeurons) / CUDA_VALUE(2.0);
			if (IsInfOrNaN(fRMS)) fRMS = numberPatternsNeurons;
			*rmsF = fRMS;
		}
	}
}

void KernelCalculateRMS(cudaStream_t stream, int blockSize, cudafloat * rms, cudafloat * rmsOut, int numberPatterns, cudafloat numberPatternsNeurons) {
	switch(blockSize) {
		#ifdef FERMI
		case 1024:
			CalculateRMS<1024><<<1, blockSize, blockSize * sizeof(cudafloat), stream>>>(rms, rmsOut, numberPatterns, numberPatternsNeurons);
			break;
		#endif
		case 512:
			CalculateRMS<512><<<1, blockSize, blockSize * sizeof(cudafloat), stream>>>(rms, rmsOut, numberPatterns, numberPatternsNeurons);
			break;

		case 256:
			CalculateRMS<256><<<1, blockSize, blockSize * sizeof(cudafloat), stream>>>(rms, rmsOut, numberPatterns, numberPatternsNeurons);
			break;

		case 128:
			CalculateRMS<128><<<1, blockSize, blockSize * sizeof(cudafloat), stream>>>(rms, rmsOut, numberPatterns, numberPatternsNeurons);
			break;

		case 64:
			CalculateRMS<64><<<1, blockSize, blockSize * sizeof(cudafloat), stream>>>(rms, rmsOut, numberPatterns, numberPatternsNeurons);
			break;

		case 32:
			CalculateRMS<32><<<1, blockSize, blockSize * sizeof(cudafloat), stream>>>(rms, rmsOut, numberPatterns, numberPatternsNeurons);
			break;

		case 16:
			CalculateRMS<16><<<1, blockSize, blockSize * sizeof(cudafloat), stream>>>(rms, rmsOut, numberPatterns, numberPatternsNeurons);
			break;

		case 8:
			CalculateRMS<8><<<1, blockSize, blockSize * sizeof(cudafloat), stream>>>(rms, rmsOut, numberPatterns, numberPatternsNeurons);
			break;

		case 4:
			CalculateRMS<4><<<1, blockSize, blockSize * sizeof(cudafloat), stream>>>(rms, rmsOut, numberPatterns, numberPatternsNeurons);
			break;

		case 2:
			CalculateRMS<2><<<1, blockSize, blockSize * sizeof(cudafloat), stream>>>(rms, rmsOut, numberPatterns, numberPatternsNeurons);
			break;
",2.75984251968504,-0.8235114030057609,72798705c69b68f03a1bf241decb18a989e221eb11d33250282819555c1bbad5,-0.1411645966387557,-0.1411645966387557,True,11,127,40,True,True,mid,47,rq3g_cuda_047
dorn_cuda_061,Dorn,cuda,"	extern __shared__ cudafloat iw[];
	
	iw[threadIdx.x] = CUDA_VALUE(0.0);
	for(int i = threadIdx.x; i <= numInputs; i += blockDim.x) {
		cudafloat i_w = weights[NEURON * (numInputs + 1) + i];
		if (i > BIAS) i_w *= inputs[PATTERN * numInputs + (i - 1)];
		iw[threadIdx.x] += i_w;
	}
	__syncthreads();

	SumBeforeWarp<blockSize>(iw);

	if (threadIdx.x < 32) {
		SumWarp<blockSize>(iw);
		
		if (threadIdx.x == 0) {
			int n = PATTERN * NUM_NEURONS + NEURON;
			int nSelAct = PATTERN * totalNeuronsWithSelectiveActivation + NEURON + mOffset;

			cudafloat output = CUDA_SIGMOID(iw[0]);
			cudafloat M = (m != nullptr) ? m[nSelAct] : CUDA_VALUE(1.0);
			cudafloat outn = output * M;
			
			cudafloat error = (desiredOutputs[n] - outn);
			
			if (m != nullptr) localGradientSpaceNet[nSelAct] = error * output * CUDA_SIGMOID_DERIVATE(M);
			
			outputs[n] = outn;
			
			localGradient[n] = error * M * CUDA_SIGMOID_DERIVATE(output);
",2.797814207650273,-0.7590732066693463,d4b0dc5be100071cf777ee8b18140ed552cd34ce33c9a677b7764d696bcdb5e5,-0.0816534549750402,-0.0816534549750402,True,2,87,41,True,True,mid,48,rq3g_cuda_048
dorn_cuda_086,Dorn,cuda,"			if((a+9) <= aEnd) Csub += pow(AS(ty, 9) - BS(tx, 9),2);
			if((a+10) <= aEnd) Csub += pow(AS(ty, 10) - BS(tx, 10),2);
			if((a+11) <= aEnd) Csub += pow(AS(ty, 11) - BS(tx, 11),2);
			if((a+12) <= aEnd) Csub += pow(AS(ty, 12) - BS(tx, 12),2);
			if((a+13) <= aEnd) Csub += pow(AS(ty, 13) - BS(tx, 13),2);
			if((a+14) <= aEnd) Csub += pow(AS(ty, 14) - BS(tx, 14),2);
			if((a+15) <= aEnd) Csub += pow(AS(ty, 15) - BS(tx, 15),2);

			// Synchronize to make sure that the preceding
			// computation is done before loading two new
			// sub-matrices of A and B in the next iteration
			__syncthreads();
	}

	// Write the block sub-matrix to device memory;
	// each thread writes one element
	if(idnx < wC && idny < hC){
		int c = hC * BLOCK_SIZE * bx + BLOCK_SIZE * by;
		C[c + hC * tx + ty] = exp(-(Csub/(scalingfactor*pow(c_width[idnx],2))));         
	}
}


extern ""C"" void KernelActivationMatrix(cudafloat *d_C, cudafloat* d_A, cudafloat* d_B,int uiWA,int uiWB, int uiWC, int uiHC, float scalingfactor, float* c_width)
{

	int blockSize = 16;

	int wBlocks = uiWC/blockSize + ((uiWC%blockSize == 0)?0:1);
	int hBlocks = uiHC/blockSize + ((uiHC%blockSize == 0)?0:1);
",2.8010752688172045,-0.7535391650978425,24150eb5e66933f265dc849d05a8e2f0685bcb84239e519edda1dfa25047691a,-0.0765425556845748,-0.0765425556845748,True,3,102,81,True,True,mid,49,rq3g_cuda_049
dorn_cuda_102,Dorn,cuda,"	{
		perror(""listen()"");
		close(sock_fd);
		exit(EXIT_FAILURE);
	}

	return sock_fd;
}

int net_accept(int sock_fd)
{
	int					client_fd;
	struct sockaddr_in6	caddr;
	socklen_t			casize = sizeof(caddr);

	if ((client_fd = accept(sock_fd, (struct sockaddr *)&caddr, &casize)) == -1)
	{
		perror(""accept()"");
		close(sock_fd);
		exit(EXIT_FAILURE);
	}

	char client_ip[128];
	unsigned int client_port;
	inet_ntop(AF_INET6, &caddr.sin6_addr, client_ip, 128);
	client_port = ntohs(caddr.sin6_port);
	fprintf(stderr, ""Accepted connection from [%s]:%u\n\n"",
		client_ip, client_port);

	return client_fd;
}

int net_recv(int client_fd, char *net_data, int nbytes)
{
	char	*bptr = net_data;
	int		rbytes;
	
	for (;;)
	{
		if ((rbytes = recv(client_fd, bptr,
			nbytes - (bptr - net_data), 0)) == -1)
		{
			perror(""recv()"");
			return -1;
		}

		if (rbytes == 0)
		{
			return bptr - net_data;
		}
",2.8176470588235296,-0.7254167319036394,2768c154f3eda89efc4856ae3e131a20122e06ca0c885453bad9824556849c7b,-0.0505704118180522,-0.0505704118180522,True,2,59,28,True,True,mid,50,rq3g_cuda_050
dorn_cuda_113,Dorn,cuda,"		
		regP = regH0.w;					//save the old H value
		regH0.w = max(regT, regE0.w);  	//adjust vecH value with vecE and vecShift
		regH0.w = max(regH0.w, regF);
				
		regT = sub_sat(regH0.w, cudaGapOE);	//calculate the new vecE
		regE0.w = max(regE0.w - cudaGapExtend, regT);
		regF = max(regF - cudaGapExtend, regT); //calculate the new vecShift;

		/*compute the vector segment starting from 8*/
		j += THREADS_PER_WARP;
		regSubScore = tex2D(InterPackedQueryPrf, j, res);  //to the upper-left direction
		regT = regP + regSubScore.x;
		regMaxH = max(regMaxH, regT);
		
		regP = regH1.x;					//save the old H value
		regH1.x = max(regT, regE1.x);  	//adjust vecH value with vecE and vecShift
		regH1.x = max(regH1.x, regF);
				
		regT = sub_sat(regH1.x, cudaGapOE);	//calculate the new vecE
		regE1.x = max(regE1.x - cudaGapExtend, regT);
		regF = max(regF - cudaGapExtend, regT); //calculate the new vecShift;

		/*compute the vector segment starting from 9*/
		regT = regP + regSubScore.y;
		regMaxH = max(regMaxH, regT);
		
		regP = regH1.y;					//save the old H value
		regH1.y = max(regT, regE1.y);  	//adjust vecH value with vecE and vecShift
		regH1.y = max(regH1.y, regF);
				
		regT = sub_sat(regH1.y, cudaGapOE);	//calculate the new vecE
		regE1.y = max(regE1.y - cudaGapExtend, regT);
		regF = max(regF - cudaGapExtend, regT); //calculate the new vecShift;
		
		/*compute the vector segment starting from 10*/
		regT = regP + regSubScore.z;
		regMaxH = max(regMaxH, regT);
		
		regP = regH1.z;					//save the old H value
		regH1.z = max(regT, regE1.z);  	//adjust vecH value with vecE and vecShift
		regH1.z = max(regH1.z, regF);
				
		regT = sub_sat(regH1.z, cudaGapOE);	//calculate the new vecE
		regE1.z = max(regE1.z - cudaGapExtend, regT);
		regF = max(regF - cudaGapExtend, regT); //calculate the new vecShift;
		
		/*compute the vector segment starting from 11*/
		regT = regP + regSubScore.w;
		regMaxH = max(regMaxH, regT);
",2.8624338624338623,-0.649413240908838,f237c2c3c25090cac368e6b24a5b514566e58ce2713ff933b9d77d4fa106681b,0.0196217222993412,0.0196217222993412,False,0,167,71,True,True,mid,51,rq3g_cuda_051
dorn_cuda_097,Dorn,cuda,"		regH0.y = max(regT, regE0.y);  	//adjust vecH value with vecE and vecShift
		regH0.y = max(regH0.y, regF);
				
		regT = sub_sat(regH0.y, cudaGapOE);	//calculate the new vecE
		regE0.y = max(regE0.y - cudaGapExtend, regT);
		regF = max(regF - cudaGapExtend, regT); //calculate the new vecShift;

		/*compute the vector segment starting from 6*/
		regT = regP + regSubScore.z;
		regMaxH = max(regMaxH, regT);
",2.925925925925926,-0.5416668047522039,876e318e05f236317e6b68e9e5863a2b6c8860f652c9a57316d61ac4b339c053,0.1191296817152441,0.1191296817152441,False,0,37,16,True,True,mid,52,rq3g_cuda_052
dorn_cuda_104,Dorn,cuda,"
#include ""_et_line_backproject_attenuated_gpu.h""

__device__ __constant__ int3 c_backprojection_size;


__global__ void et_line_backproject_attenuated_gpu_kernel(float *g_sinogram, float *g_backprojection, float *g_attenuation)
{
	__shared__ float s_sino[BLOCK];
	
	const unsigned int tid = blockIdx.x*blockDim.x + threadIdx.x;
	const unsigned int pixelNumber = c_backprojection_size.x * c_backprojection_size.z;
	if(tid<pixelNumber){
		//load sinogram to shared mem
		s_sino[threadIdx.x] = g_sinogram[tid];
		
		//backproject
                float sum_attenuation = 0.0f;
		unsigned int index = tid;
		for(unsigned int y=0; y < c_backprojection_size.y; y++){
                        sum_attenuation += g_attenuation[index];
			g_backprojection[index] = s_sino[threadIdx.x]*exp(-sum_attenuation);
                        //g_backprojection[index] = g_sinogram[tid];
			index += pixelNumber;
		}
	}
	return;  
}

",2.941520467836257,-0.5152027678014517,80431e6062294e7fcfb8fdddd8eb25ebe7f0f485e1cc5d931c920ec7a60be9cf,0.143570233150729,0.143570233150729,True,3,53,15,True,True,mid,53,rq3g_cuda_053
dorn_cuda_002,Dorn,cuda,"			sum_activity    += g_activity[index]*exp(-sum_attenuation);
			index += pixelNumber;
			}
		g_sinogram[tid]=sum_activity;
		//g_sinogram[tid]=g_activity[tid+128*128*50];
	}
	return; 	
}


",2.9434782608695653,-0.5118803805538301,7a6e50e23cbecb6937c5dc9cb7ab1c8e889cf97831f48733791ce3a0f250fe75,0.1466385849885534,0.1466385849885534,True,3,10,6,True,True,mid,54,rq3g_cuda_054
dorn_cuda_048,Dorn,cuda,"		__syncthreads();

		deltaW += vd[threadIdx.x] * hd[threadIdx.y] - vr[threadIdx.x] * hr[threadIdx.y];
	}

	// update weights
	if (i < I && j < J) {
		deltaW /= samples;

		int w = j * I + i;

		cudafloat learningRate = UpdateLearningRate(learningRateW, lastDeltaWithoutLearningMomentumW, deltaW, w, u, d);
		UpdateWeight(learningRate, momentum, deltaW, lastDeltaW, lastDeltaWithoutLearningMomentumW, weights, w);
	}

	if(i < I && threadIdx.y == 0) {
		errors[i] = error;

		// Update a
		if (j == 0) {
			deltaA /= samples;

			cudafloat learningRate = UpdateLearningRate(learningRateA, lastDeltaWithoutLearningMomentumA, deltaA, i, u, d);
			UpdateWeight(learningRate, momentum, deltaA, lastDeltaA, lastDeltaWithoutLearningMomentumA, a, i);
		}
	}

	// Update b
	if (i == 0 && j < J) {
		deltaB /= samples;
",2.9460580912863072,-0.5075023919044743,1d6dea646b12eaed3745ca17a7af011161447258c59226a565e0fed7b0f34b34,0.1506818251399962,0.1506818251399962,True,2,73,29,True,True,mid,55,rq3g_cuda_055
dorn_cuda_029,Dorn,cuda,"	x |= x >> 2;
	x |= x >> 4;
	x |= x >> 8;
	x |= x >> 16;
	return ++x;
}

KERNEL reduce2(int *g_idata,int *g_odata, int *g_idata_old, unsigned int n)
{
	extern __shared__ int sdata2[];
",2.9606299212598426,-0.482773903624595,46fe3b5d016907fd17e7e2bee9e73745b9208bed2ee660a17cc57a9dbb748f3b,0.1735195309235425,0.1735195309235425,True,3,18,10,True,True,mid,56,rq3g_cuda_056
dorn_cuda_117,Dorn,cuda,"		
								float temp = commonValue * resDeriv.x;
								jointEntropyDerivative_X -= temp * jointLog;
								fixedEntropyDerivative_X -= temp * targetLog;
								movingEntropyDerivative_X -= temp * resultLog;
		
								temp = commonValue * resDeriv.y;
								jointEntropyDerivative_Y -= temp * jointLog;
								fixedEntropyDerivative_Y -= temp * targetLog;
								movingEntropyDerivative_Y -= temp * resultLog;
		
								temp = commonValue * resDeriv.z;
								jointEntropyDerivative_Z -= temp * jointLog;
								fixedEntropyDerivative_Z -= temp * targetLog;
								movingEntropyDerivative_Z -= temp * resultLog;
							} // O<t<bin
						} // t
					} // 0<r<bin
				} // r
		
				float NMI= c_NMI;
		           float temp = c_Entropies.z;
		           // (Marc) I removed the normalisation by the voxel number as each gradient has to be normalised in the same way
				gradValue.x = (fixedEntropyDerivative_X + movingEntropyDerivative_X - NMI * jointEntropyDerivative_X) / temp;
				gradValue.y = (fixedEntropyDerivative_Y + movingEntropyDerivative_Y - NMI * jointEntropyDerivative_Y) / temp;
				gradValue.z = (fixedEntropyDerivative_Z + movingEntropyDerivative_Z - NMI * jointEntropyDerivative_Z) / temp;
		
			}
		}
		voxelNMIGradientArray_d[targetIndex]=gradValue;
",2.9637305699481864,-0.4775120830509961,9b27ed4bcc0511116be9a6a28b3284a08eca6fd656d89b571afe1da96412611b,0.1783790236990648,0.1783790236990648,True,2,68,39,True,True,mid,57,rq3g_cuda_057
dorn_cuda_101,Dorn,cuda,"
			// Synchronize to make sure that the preceding
			// computation is done before loading two new
			// sub-matrices of A and B in the next iteration
			__syncthreads();
	}

	// Write the block sub-matrix to device memory;
	// each thread writes one element
	if(idnx < wC && idny < hC){
		int c = wC * BLOCK_SIZE * by + BLOCK_SIZE * bx;
		C[c + wC * ty + tx] = sqrt(Csub);
	}
}

extern ""C"" void KernelEuclidianDistance(cudafloat *d_C, cudafloat* d_A, cudafloat* d_B,int uiWA,int uiWB, int uiWC, int uiHC)
{

	int blockSize = 16;

	int wBlocks = uiWC/blockSize + ((uiWC%blockSize == 0)?0:1);
	int hBlocks = uiHC/blockSize + ((uiHC%blockSize == 0)?0:1);

	dim3 grid(wBlocks,hBlocks);
	dim3 threads(blockSize,blockSize);

	EuclidianDistance<<< grid, threads >>>(d_C, d_A, d_B, uiWA, uiWB, uiWC, uiHC);

}

",2.994350282485876,-0.425550235843289,45969b5f2f49ac3e40bad34f41db2bffb369d0304ce908930f6ae76e40659359,0.2263677792213652,0.2263677792213652,True,3,59,24,True,True,mid,58,rq3g_cuda_058
dorn_cuda_044,Dorn,cuda,"
			vd[threadIdx.x] = dat;
			vr[threadIdx.x] = rec;

			cudafloat e = dat - rec;
			deltaA += e;

			error += e * e;
		}

		if (threadIdx.x == 0 && j < J) {
			cudafloat dat = h_data[s * J + j];
			cudafloat rec = h_recon[s * J + j];

			hd[threadIdx.y] = dat;
			hr[threadIdx.y] = rec;

			deltaB += dat - rec;
		}

		__syncthreads();

		deltaW += vd[threadIdx.x] * hd[threadIdx.y] - vr[threadIdx.x] * hr[threadIdx.y];
	}

	// update weights
	if (i < I && j < J) {
		deltaW /= samples;

		int w = j * I + i;
",3.004424778761062,-0.4084537514951267,5bded783ad0fafc3635f313119defaef66160a36a68428c994063c1a97883feb,0.2421570371435337,0.2421570371435337,True,3,68,30,True,True,mid,59,rq3g_cuda_059
dorn_cuda_085,Dorn,cuda,"			p->x = matrix[i][query[j]];
			p->y = matrix[i][query[j + 1]];
			p->w = matrix[i][query[j + 2]];
			p->z = matrix[i][query[j + 3]];
			//increase the pointer
			p++;
		}
	}
	pMemcpy2DToArray(cudaInterQueryPrf, 0, 0, hostQueryPrf, prfLength * sizeof(int4), prfLength * sizeof(int4), 32, pMemcpyHostToDevice);
	pFreeHost(hostQueryPrf);
",3.005181347150259,-0.4071698501197219,c5a79d0f60c72492df2e30f0a4dc151dadb712ebdbd78fb5001231643534a41e,0.2433427692244729,0.2433427692244729,True,1,35,12,True,True,mid,60,rq3g_cuda_060
dorn_cuda_080,Dorn,cuda,"	int ppc = bins/channels;

	for (int m = 0; m < channels; m++)
	{
		for (int i = 0; i <= ppc/2; i++)
		{
			h_h[m*ppc/2 + i] = h_o[m*ppc + i]/norm;
		}
	}
}
",3.011494252873564,-0.3964568088974301,ce93b1808667a76b4bdb0581e508dc8945b767be580d9852d1aa828b3b25f84a,0.2532366729970208,0.2532366729970208,True,1,20,15,True,True,mid,61,rq3g_cuda_061
dorn_cuda_059,Dorn,cuda,"	}

	if (blockSize >= 512) {
		if (threadIdx.x < 256 && minvalue[threadIdx.x] > minvalue[threadIdx.x + 256]) {
			minvalue[threadIdx.x] = minvalue[threadIdx.x + 256];
			minpos[threadIdx.x] = minpos[threadIdx.x + 256];
		}
		__syncthreads();
	}

	if (blockSize >= 256) {
		if (threadIdx.x < 128 && minvalue[threadIdx.x] > minvalue[threadIdx.x + 128]) {
			minvalue[threadIdx.x] = minvalue[threadIdx.x + 128];
			minpos[threadIdx.x] = minpos[threadIdx.x + 128];
		}
		__syncthreads();
	}

	if (blockSize >= 128) {
		if (threadIdx.x < 64 && minvalue[threadIdx.x] > minvalue[threadIdx.x + 64]) {
			minvalue[threadIdx.x] = minvalue[threadIdx.x + 64];
			minpos[threadIdx.x] = minpos[threadIdx.x + 64];
		}
		__syncthreads();
	}

	if (threadIdx.x < 32) {
		volatile cudafloat * _minvalue = minvalue;
		volatile int * _minpos = minpos;

		if (blockSize >= 64) {
			if (_minvalue[threadIdx.x] > _minvalue[threadIdx.x + 32]) {
				_minvalue[threadIdx.x] = _minvalue[threadIdx.x + 32];
				_minpos[threadIdx.x] = _minpos[threadIdx.x + 32];
			}
		}
	
		if (blockSize >= 32) {
			if (_minvalue[threadIdx.x] > _minvalue[threadIdx.x + 16]) {
				_minvalue[threadIdx.x] = _minvalue[threadIdx.x + 16];
				_minpos[threadIdx.x] = _minpos[threadIdx.x + 16];
			}
		}
	
		if (blockSize >= 16) {
			if (_minvalue[threadIdx.x] > _minvalue[threadIdx.x + 8]) {
				_minvalue[threadIdx.x] = _minvalue[threadIdx.x + 8];
				_minpos[threadIdx.x] = _minpos[threadIdx.x + 8];
			}
		}
",3.021505376344086,-0.3794678686024327,f5a4b9a83d8bb18512c2ff8316a0af5b7e999f290cd2a45dbe0441952b3b4ce3,0.2689266098682155,0.2689266098682155,True,2,130,65,True,True,mid,62,rq3g_cuda_062
dorn_cuda_083,Dorn,cuda,"MD5_CUDA_KERNEL_CREATE_LONG(19)
MD5_CUDA_KERNEL_CREATE_LONG(20)
MD5_CUDA_KERNEL_CREATE_LONG(21)
MD5_CUDA_KERNEL_CREATE_LONG(22)
MD5_CUDA_KERNEL_CREATE_LONG(23)
MD5_CUDA_KERNEL_CREATE_LONG(24)
MD5_CUDA_KERNEL_CREATE_LONG(25)
MD5_CUDA_KERNEL_CREATE_LONG(26)
MD5_CUDA_KERNEL_CREATE_LONG(27)
MD5_CUDA_KERNEL_CREATE_LONG(28)
MD5_CUDA_KERNEL_CREATE_LONG(29)
MD5_CUDA_KERNEL_CREATE_LONG(30)
MD5_CUDA_KERNEL_CREATE_LONG(31)
MD5_CUDA_KERNEL_CREATE_LONG(32)
MD5_CUDA_KERNEL_CREATE_LONG(33)
MD5_CUDA_KERNEL_CREATE_LONG(34)
MD5_CUDA_KERNEL_CREATE_LONG(35)
MD5_CUDA_KERNEL_CREATE_LONG(36)
MD5_CUDA_KERNEL_CREATE_LONG(37)
MD5_CUDA_KERNEL_CREATE_LONG(38)
MD5_CUDA_KERNEL_CREATE_LONG(39)
MD5_CUDA_KERNEL_CREATE_LONG(40)
MD5_CUDA_KERNEL_CREATE_LONG(41)
MD5_CUDA_KERNEL_CREATE_LONG(42)
MD5_CUDA_KERNEL_CREATE_LONG(43)
MD5_CUDA_KERNEL_CREATE_LONG(44)
MD5_CUDA_KERNEL_CREATE_LONG(45)
MD5_CUDA_KERNEL_CREATE_LONG(46)
MD5_CUDA_KERNEL_CREATE_LONG(47)
MD5_CUDA_KERNEL_CREATE_LONG(48)
",3.03061224489796,-0.3640134546606111,6973d5eaae674fdb0a53a9e54bc0935b51025f94c2a2e97acaf06ead950271cf,0.2831993528950359,0.2831993528950359,True,30,30,30,True,True,mid,63,rq3g_cuda_063
dorn_cuda_014,Dorn,cuda,"    r.x = dot(v, M.m[0]);
    r.y = dot(v, M.m[1]);
    r.z = dot(v, M.m[2]);
    r.w = 1.0f;
    return r;
}


__global__ void
d_tt_backproject_ray(float *d_projection, float *d_output, uint3 volumeVoxels, float3 sourcePosition, float3 volumeSize, uint2 detectorPixels, float tStep, int interpolation)
{
    const uint   image_width_pixels  = detectorPixels.x; 
    const uint   image_height_pixels = detectorPixels.y; 
    const float3 volume_size = volumeSize; 
    const uint3  volume_voxels = volumeVoxels;
    const float3 source_position = sourcePosition;

    const float  tstep    = tStep;
    const int    maxSteps = MAX_STEPS; //(volume_size.x^2+volume_size.y^2+volume_size.z^2)^0.5f/tStep;       //diagonal of the bounding box
    const float3 boxMin = make_float3(0.0f, 0.0f, 0.0f);
    const float3 boxMax = make_float3(volume_size.x, volume_size.y, volume_size.z);

    //x and y index detector pixel
    uint x = blockIdx.x*blockDim.x + threadIdx.x;
    uint y = blockIdx.y*blockDim.y + threadIdx.y;
    if ((x >= image_width_pixels) || (y >= image_height_pixels)) return;

    //u and v are in normalized detector pixel [0,0]->[1,1]
    float u = (x / (float) image_width_pixels);
    float v = (y / (float) image_height_pixels);
",3.0324074074074074,-0.3609670524478493,0bfdf0d6677385a7759bf4efd92c527e79606019fb1e5de7ed4c13a153d0bcd1,0.2860128219856639,0.2860128219856639,True,3,95,21,True,True,mid,64,rq3g_cuda_064
dorn_cuda_015,Dorn,cuda,"
		float a;
		float b;

		for(int i = 0; i < centers_width; i++){

			a = Centers[idnx * centers_width + i];
			b = Input[idny * input_width + i];

			sum = sum + pow( a - b , 2);

		}

		Output[idnx + idny * output_width] = sqrt(sum);
	}
}

extern ""C"" void KernelEuclidianDistance(cudafloat *Output, int output_height, int output_width, cudafloat *Input, int input_width, cudafloat *Centers, int centers_width)
{
	int blockSize = 16;

	int wBlocks = output_width/blockSize + ((output_width%blockSize == 0)?0:1);
	int hBlocks = output_height/blockSize + ((output_height%blockSize == 0)?0:1);

	dim3 grid(wBlocks,hBlocks);
	dim3 threads(blockSize,blockSize);
	EuclidianDistance<<<grid,threads>>>(Output, output_height, output_width, Input, input_width, Centers, centers_width);
}

KERNEL FindMinKernel(cudafloat *Output, int output_height, int output_width, float *min_array, int* min_idx, cudafloat* Targets){
",3.0562770562770565,-0.3204601062791145,cf8204bb8b472c25b63393dcd63e822f76ed2b0453fdb3b299fb2c57919f75f7,0.3234225377888018,0.3234225377888018,True,3,78,27,True,True,mid,65,rq3g_cuda_065
