experiment_ab,condition,model_ab,model_label_ab,model_revision_ab,language,pair_id,source_pair_id_ab,difficulty_rank_ab,abs_z_diff_ab,snippet_i_ab,snippet_j_ab,snippet_first_ab,snippet_second_ab,order_ab,gold_side_ab,parsed_choice_ab,verdict_token_index_ab,verdict_token_id_ab,token_family_ab,token_id_A_ab,token_id_B_ab,logit_A_ab,logit_B_ab,margin_ab,logit_tie_ab,logit_argmax_choice_ab,argmax_matches_parsed_ab,raw_output_ab,gen_tokens_ab,capture_method_ab,seed_ab,created_at_utc_ab,experiment_ba,model_ba,model_label_ba,model_revision_ba,source_pair_id_ba,difficulty_rank_ba,abs_z_diff_ba,snippet_i_ba,snippet_j_ba,snippet_first_ba,snippet_second_ba,order_ba,gold_side_ba,parsed_choice_ba,verdict_token_index_ba,verdict_token_id_ba,token_family_ba,token_id_A_ba,token_id_B_ba,logit_A_ba,logit_B_ba,margin_ba,logit_tie_ba,logit_argmax_choice_ba,argmax_matches_parsed_ba,raw_output_ba,gen_tokens_ba,capture_method_ba,seed_ba,created_at_utc_ba,protocol_pair_id,snippet_i,snippet_j,human_preference,parsed_both,strict_valid,strict_winner,strict_correct,b_position,c_content,is_boundary,is_exact_tie,debiased_correct,first_pos_ab,first_pos_ba
grid,monokai_dark__fs20__wrap80__lnon,google/gemma-4-12B-it,Gemma4-12B,707f0a3b8a3c7ad586ed01e27eafbad8a27dd0f7,java,u3_0010,full_rq0_seed42__rq0_0005__rq0_0246,far,3.3738971127761266,rq0_0005,rq0_0246,rq0_0005,rq0_0246,AB,second,B,5.0,603.0,space_prefixed,562,603,11.6875,23.5,-11.8125,False,B,True,FINAL_VERDICT: B,7,generate_output_scores,42,2026-09-12T03:04:32.942486+00:00,grid,google/gemma-4-12B-it,Gemma4-12B,707f0a3b8a3c7ad586ed01e27eafbad8a27dd0f7,full_rq0_seed42__rq0_0005__rq0_0246,far,3.3738971127761266,rq0_0005,rq0_0246,rq0_0246,rq0_0005,BA,first,A,5.0,562.0,space_prefixed,562,603,23.125,13.375,9.75,False,A,True,FINAL_VERDICT: A,7,generate_output_scores,42,2026-09-12T03:04:33.529384+00:00,u3_0010,rq0_0005,rq0_0246,rq0_0246,True,True,rq0_0246,True,-1.03125,-10.78125,False,False,1.0,0.0,1.0
grid,monokai_dark__fs20__wrap80__lnon,google/gemma-4-12B-it,Gemma4-12B,707f0a3b8a3c7ad586ed01e27eafbad8a27dd0f7,java,u3_0011,full_rq0_seed42__rq0_0005__rq0_0300,far,1.7403337344721517,rq0_0005,rq0_0300,rq0_0005,rq0_0300,AB,second,A,5.0,562.0,space_prefixed,562,603,26.5,24.25,2.25,False,A,True,FINAL_VERDICT: A,7,generate_output_scores,42,2026-09-12T03:04:33.960428+00:00,grid,google/gemma-4-12B-it,Gemma4-12B,707f0a3b8a3c7ad586ed01e27eafbad8a27dd0f7,full_rq0_seed42__rq0_0005__rq0_0300,far,1.7403337344721517,rq0_0005,rq0_0300,rq0_0300,rq0_0005,BA,first,B,5.0,603.0,space_prefixed,562,603,21.5,27.125,-5.625,False,B,True,FINAL_VERDICT: B,7,generate_output_scores,42,2026-09-12T03:04:34.525244+00:00,u3_0011,rq0_0005,rq0_0300,rq0_0300,True,True,rq0_0005,False,-1.6875,3.9375,False,False,0.0,1.0,0.0
grid,monokai_dark__fs20__wrap80__lnon,google/gemma-4-12B-it,Gemma4-12B,707f0a3b8a3c7ad586ed01e27eafbad8a27dd0f7,java,u3_0012,full_rq0_seed42__rq0_0007__rq0_0227,far,1.7627483213822812,rq0_0007,rq0_0227,rq0_0007,rq0_0227,AB,second,B,5.0,603.0,space_prefixed,562,603,24.625,27.0,-2.375,False,B,True,FINAL_VERDICT: B,7,generate_output_scores,42,2026-09-12T03:04:35.046914+00:00,grid,google/gemma-4-12B-it,Gemma4-12B,707f0a3b8a3c7ad586ed01e27eafbad8a27dd0f7,full_rq0_seed42__rq0_0007__rq0_0227,far,1.7627483213822812,rq0_0007,rq0_0227,rq0_0227,rq0_0007,BA,first,B,5.0,603.0,space_prefixed,562,603,23.5,27.0,-3.5,False,B,True,FINAL_VERDICT: B,7,generate_output_scores,42,2026-09-12T03:04:35.437389+00:00,u3_0012,rq0_0007,rq0_0227,rq0_0227,True,False,,False,-2.9375,0.5625,False,False,0.0,0.0,0.0
grid,monokai_dark__fs20__wrap80__lnon,google/gemma-4-12B-it,Gemma4-12B,707f0a3b8a3c7ad586ed01e27eafbad8a27dd0f7,java,u3_0013,full_rq0_seed42__rq0_0008__rq0_0035,far,2.4756296429011577,rq0_0008,rq0_0035,rq0_0008,rq0_0035,AB,first,A,5.0,562.0,space_prefixed,562,603,26.625,21.25,5.375,False,A,True,FINAL_VERDICT: A,7,generate_output_scores,42,2026-09-12T03:04:35.976900+00:00,grid,google/gemma-4-12B-it,Gemma4-12B,707f0a3b8a3c7ad586ed01e27eafbad8a27dd0f7,full_rq0_seed42__rq0_0008__rq0_0035,far,2.4756296429011577,rq0_0008,rq0_0035,rq0_0035,rq0_0008,BA,second,B,5.0,603.0,space_prefixed,562,603,13.875,24.375,-10.5,False,B,True,FINAL_VERDICT: B,7,generate_output_scores,42,2026-09-12T03:04:36.508689+00:00,u3_0013,rq0_0008,rq0_0035,rq0_0008,True,True,rq0_0008,True,-2.5625,7.9375,False,False,1.0,1.0,0.0
grid,monokai_dark__fs20__wrap80__lnon,google/gemma-4-12B-it,Gemma4-12B,707f0a3b8a3c7ad586ed01e27eafbad8a27dd0f7,java,u3_0014,full_rq0_seed42__rq0_0008__rq0_0061,far,2.357115457868656,rq0_0008,rq0_0061,rq0_0008,rq0_0061,AB,first,B,5.0,603.0,space_prefixed,562,603,5.5938,21.625,-16.0312,False,B,True,FINAL_VERDICT: B,7,generate_output_scores,42,2026-09-12T03:04:36.902512+00:00,grid,google/gemma-4-12B-it,Gemma4-12B,707f0a3b8a3c7ad586ed01e27eafbad8a27dd0f7,full_rq0_seed42__rq0_0008__rq0_0061,far,2.357115457868656,rq0_0008,rq0_0061,rq0_0061,rq0_0008,BA,second,A,5.0,562.0,space_prefixed,562,603,23.0,12.6875,10.3125,False,A,True,FINAL_VERDICT: A,7,generate_output_scores,42,2026-09-12T03:04:37.475810+00:00,u3_0014,rq0_0008,rq0_0061,rq0_0008,True,True,rq0_0061,False,-2.859349999999999,-13.17185,False,False,0.0,0.0,1.0
grid,monokai_dark__fs20__wrap80__lnon,google/gemma-4-12B-it,Gemma4-12B,707f0a3b8a3c7ad586ed01e27eafbad8a27dd0f7,java,u3_0015,full_rq0_seed42__rq0_0009__rq0_0151,far,1.4499257672197956,rq0_0009,rq0_0151,rq0_0009,rq0_0151,AB,first,A,5.0,562.0,space_prefixed,562,603,21.75,9.875,11.875,False,A,True,FINAL_VERDICT: A,7,generate_output_scores,42,2026-09-12T03:04:37.904666+00:00,grid,google/gemma-4-12B-it,Gemma4-12B,707f0a3b8a3c7ad586ed01e27eafbad8a27dd0f7,full_rq0_seed42__rq0_0009__rq0_0151,far,1.4499257672197956,rq0_0009,rq0_0151,rq0_0151,rq0_0009,BA,second,B,5.0,603.0,space_prefixed,562,603,8.4375,22.75,-14.3125,False,B,True,FINAL_VERDICT: B,7,generate_output_scores,42,2026-09-12T03:04:38.440654+00:00,u3_0015,rq0_0009,rq0_0151,rq0_0009,True,True,rq0_0009,True,-1.21875,13.09375,False,False,1.0,1.0,0.0
grid,monokai_dark__fs20__wrap80__lnon,google/gemma-4-12B-it,Gemma4-12B,707f0a3b8a3c7ad586ed01e27eafbad8a27dd0f7,java,u3_0016,full_rq0_seed42__rq0_0009__rq0_0248,far,1.3488360813478713,rq0_0009,rq0_0248,rq0_0009,rq0_0248,AB,second,A,5.0,562.0,space_prefixed,562,603,23.0,12.0625,10.9375,False,A,True,FINAL_VERDICT: A,7,generate_output_scores,42,2026-09-12T03:04:39.010337+00:00,grid,google/gemma-4-12B-it,Gemma4-12B,707f0a3b8a3c7ad586ed01e27eafbad8a27dd0f7,full_rq0_seed42__rq0_0009__rq0_0248,far,1.3488360813478713,rq0_0009,rq0_0248,rq0_0248,rq0_0009,BA,first,B,5.0,603.0,space_prefixed,562,603,11.75,23.75,-12.0,False,B,True,FINAL_VERDICT: B,7,generate_output_scores,42,2026-09-12T03:04:39.416698+00:00,u3_0016,rq0_0009,rq0_0248,rq0_0248,True,True,rq0_0009,False,-0.53125,11.46875,False,False,0.0,1.0,0.0
grid,monokai_dark__fs20__wrap80__lnon,google/gemma-4-12B-it,Gemma4-12B,707f0a3b8a3c7ad586ed01e27eafbad8a27dd0f7,java,u3_0017,full_rq0_seed42__rq0_0010__rq0_0211,far,2.7553614994576363,rq0_0010,rq0_0211,rq0_0010,rq0_0211,AB,first,A,5.0,562.0,space_prefixed,562,603,23.25,12.625,10.625,False,A,True,FINAL_VERDICT: A,7,generate_output_scores,42,2026-09-12T03:04:39.832909+00:00,grid,google/gemma-4-12B-it,Gemma4-12B,707f0a3b8a3c7ad586ed01e27eafbad8a27dd0f7,full_rq0_seed42__rq0_0010__rq0_0211,far,2.7553614994576363,rq0_0010,rq0_0211,rq0_0211,rq0_0010,BA,second,B,5.0,603.0,space_prefixed,562,603,6.4688,22.125,-15.6562,False,B,True,FINAL_VERDICT: B,7,generate_output_scores,42,2026-09-12T03:04:40.255696+00:00,u3_0017,rq0_0010,rq0_0211,rq0_0010,True,True,rq0_0010,True,-2.5156,13.1406,False,False,1.0,1.0,0.0
grid,monokai_dark__fs20__wrap80__lnon,google/gemma-4-12B-it,Gemma4-12B,707f0a3b8a3c7ad586ed01e27eafbad8a27dd0f7,java,u3_0018,full_rq0_seed42__rq0_0010__rq0_0247,far,1.3033051631874364,rq0_0010,rq0_0247,rq0_0010,rq0_0247,AB,first,A,5.0,562.0,space_prefixed,562,603,25.875,18.875,7.0,False,A,True,FINAL_VERDICT: A,7,generate_output_scores,42,2026-09-12T03:04:40.677886+00:00,grid,google/gemma-4-12B-it,Gemma4-12B,707f0a3b8a3c7ad586ed01e27eafbad8a27dd0f7,full_rq0_seed42__rq0_0010__rq0_0247,far,1.3033051631874364,rq0_0010,rq0_0247,rq0_0247,rq0_0010,BA,second,B,5.0,603.0,space_prefixed,562,603,8.3125,22.875,-14.5625,False,B,True,FINAL_VERDICT: B,7,generate_output_scores,42,2026-09-12T03:04:41.081034+00:00,u3_0018,rq0_0010,rq0_0247,rq0_0010,True,True,rq0_0010,True,-3.78125,10.78125,False,False,1.0,1.0,0.0
grid,monokai_dark__fs20__wrap80__lnon,google/gemma-4-12B-it,Gemma4-12B,707f0a3b8a3c7ad586ed01e27eafbad8a27dd0f7,java,u3_0019,full_rq0_seed42__rq0_0010__rq0_0266,far,1.0562863832516385,rq0_0010,rq0_0266,rq0_0010,rq0_0266,AB,second,A,5.0,562.0,space_prefixed,562,603,26.5,25.25,1.25,False,A,True,FINAL_VERDICT: A,7,generate_output_scores,42,2026-09-12T03:04:41.626052+00:00,grid,google/gemma-4-12B-it,Gemma4-12B,707f0a3b8a3c7ad586ed01e27eafbad8a27dd0f7,full_rq0_seed42__rq0_0010__rq0_0266,far,1.0562863832516385,rq0_0010,rq0_0266,rq0_0266,rq0_0010,BA,first,B,5.0,603.0,space_prefixed,562,603,24.375,27.375,-3.0,False,B,True,FINAL_VERDICT: B,7,generate_output_scores,42,2026-09-12T03:04:42.199318+00:00,u3_0019,rq0_0010,rq0_0266,rq0_0266,True,True,rq0_0010,False,-0.875,2.125,False,False,0.0,1.0,0.0
grid,monokai_dark__fs20__wrap80__lnon,google/gemma-4-12B-it,Gemma4-12B,707f0a3b8a3c7ad586ed01e27eafbad8a27dd0f7,java,u3_0020,full_rq0_seed42__rq0_0010__rq0_0298,far,1.4848122052212114,rq0_0010,rq0_0298,rq0_0010,rq0_0298,AB,first,A,5.0,562.0,space_prefixed,562,603,25.375,18.25,7.125,False,A,True,FINAL_VERDICT: A,7,generate_output_scores,42,2026-09-12T03:04:42.622286+00:00,grid,google/gemma-4-12B-it,Gemma4-12B,707f0a3b8a3c7ad586ed01e27eafbad8a27dd0f7,full_rq0_seed42__rq0_0010__rq0_0298,far,1.4848122052212114,rq0_0010,rq0_0298,rq0_0298,rq0_0010,BA,second,B,5.0,603.0,space_prefixed,562,603,10.4375,23.25,-12.8125,False,B,True,FINAL_VERDICT: B,7,generate_output_scores,42,2026-09-12T03:04:43.038704+00:00,u3_0020,rq0_0010,rq0_0298,rq0_0010,True,True,rq0_0010,True,-2.84375,9.96875,False,False,1.0,1.0,0.0
grid,monokai_dark__fs20__wrap80__lnon,google/gemma-4-12B-it,Gemma4-12B,707f0a3b8a3c7ad586ed01e27eafbad8a27dd0f7,java,u3_0021,full_rq0_seed42__rq0_0011__rq0_0048,middle,1.0007864513855749,rq0_0011,rq0_0048,rq0_0011,rq0_0048,AB,second,B,5.0,603.0,space_prefixed,562,603,20.875,26.75,-5.875,False,B,True,FINAL_VERDICT: B,7,generate_output_scores,42,2026-09-12T03:04:43.593107+00:00,grid,google/gemma-4-12B-it,Gemma4-12B,707f0a3b8a3c7ad586ed01e27eafbad8a27dd0f7,full_rq0_seed42__rq0_0011__rq0_0048,middle,1.0007864513855749,rq0_0011,rq0_0048,rq0_0048,rq0_0011,BA,first,A,5.0,562.0,space_prefixed,562,603,25.75,25.75,0.0,True,TIE,False,FINAL_VERDICT: A,7,generate_output_scores,42,2026-09-12T03:04:43.978141+00:00,u3_0021,rq0_0011,rq0_0048,rq0_0048,True,True,rq0_0048,True,-2.9375,-2.9375,True,True,1.0,0.0,1.0
grid,monokai_dark__fs20__wrap80__lnon,google/gemma-4-12B-it,Gemma4-12B,707f0a3b8a3c7ad586ed01e27eafbad8a27dd0f7,java,u3_0022,full_rq0_seed42__rq0_0012__rq0_0130,far,1.832510652051475,rq0_0012,rq0_0130,rq0_0012,rq0_0130,AB,first,A,5.0,562.0,space_prefixed,562,603,26.5,22.375,4.125,False,A,True,FINAL_VERDICT: A,7,generate_output_scores,42,2026-09-12T03:04:44.382662+00:00,grid,google/gemma-4-12B-it,Gemma4-12B,707f0a3b8a3c7ad586ed01e27eafbad8a27dd0f7,full_rq0_seed42__rq0_0012__rq0_0130,far,1.832510652051475,rq0_0012,rq0_0130,rq0_0130,rq0_0012,BA,second,B,5.0,603.0,space_prefixed,562,603,14.9375,24.75,-9.8125,False,B,True,FINAL_VERDICT: B,7,generate_output_scores,42,2026-09-12T03:04:44.934337+00:00,u3_0022,rq0_0012,rq0_0130,rq0_0012,True,True,rq0_0012,True,-2.84375,6.96875,False,False,1.0,1.0,0.0
grid,monokai_dark__fs20__wrap80__lnon,google/gemma-4-12B-it,Gemma4-12B,707f0a3b8a3c7ad586ed01e27eafbad8a27dd0f7,java,u3_0023,full_rq0_seed42__rq0_0012__rq0_0231,far,2.6745772276106043,rq0_0012,rq0_0231,rq0_0012,rq0_0231,AB,first,A,5.0,562.0,space_prefixed,562,603,22.875,11.5,11.375,False,A,True,FINAL_VERDICT: A,7,generate_output_scores,42,2026-09-12T03:04:45.324238+00:00,grid,google/gemma-4-12B-it,Gemma4-12B,707f0a3b8a3c7ad586ed01e27eafbad8a27dd0f7,full_rq0_seed42__rq0_0012__rq0_0231,far,2.6745772276106043,rq0_0012,rq0_0231,rq0_0231,rq0_0012,BA,second,B,5.0,603.0,space_prefixed,562,603,9.4375,23.125,-13.6875,False,B,True,FINAL_VERDICT: B,7,generate_output_scores,42,2026-09-12T03:04:45.710562+00:00,u3_0023,rq0_0012,rq0_0231,rq0_0012,True,True,rq0_0012,True,-1.15625,12.53125,False,False,1.0,1.0,0.0
