pair_id,language,difficulty,parsed_both,strict_valid,strict_correct,debiased_correct,c_content,first_pos_ab,first_pos_ba,base_valid,base_correct,base_parsefail
full_rq0_seed42__rq0_0020__rq0_0109,java,easy,True,True,True,1.0,-0.35714244842529297,False,True,True,False,0
full_rq0_seed42__rq0_0020__rq0_0122,java,easy,True,False,False,1.0,-0.05952262878417969,False,False,True,True,0
full_rq0_seed42__rq0_0020__rq0_0129,java,easy,True,False,False,1.0,-0.23809528350830078,True,True,True,False,0
full_rq0_seed42__rq0_0020__rq0_0144,java,easy,True,True,False,0.0,0.7142858505249023,True,False,True,False,0
full_rq0_seed42__rq0_0020__rq0_0189,java,easy,True,True,False,0.0,0.8333320617675781,True,False,True,False,0
full_rq0_seed42__rq0_0021__rq0_0041,java,easy,True,True,True,1.0,1.1309528350830078,True,False,False,False,0
full_rq0_seed42__rq0_0021__rq0_0064,java,easy,True,False,False,0.0,-0.1190481185913086,True,True,False,False,0
full_rq0_seed42__rq0_0021__rq0_0132,java,easy,True,False,False,0.0,-0.2976198196411133,True,True,True,False,0
full_rq0_seed42__rq0_0021__rq0_0167,java,easy,True,True,False,0.0,-0.41666603088378906,False,True,True,False,0
full_rq0_seed42__rq0_0021__rq0_0218,java,easy,True,True,True,1.0,1.4285717010498047,True,False,False,False,0
full_rq0_seed42__rq0_0021__rq0_0276,java,easy,True,True,True,1.0,0.41666698455810547,True,False,False,False,0
full_rq0_seed42__rq0_0021__rq0_0308,java,easy,True,False,False,0.0,-0.11904716491699219,True,True,False,False,0
full_rq0_seed42__rq0_0022__rq0_0048,java,easy,True,True,True,1.0,-0.8333330154418945,False,True,True,True,0
full_rq0_seed42__rq0_0022__rq0_0149,java,easy,True,True,False,0.0,-2.083333969116211,False,True,True,False,0
full_rq0_seed42__rq0_0022__rq0_0180,java,easy,True,True,False,0.0,-1.7857141494750977,False,True,True,True,0
full_rq0_seed42__rq0_0022__rq0_0208,java,easy,True,True,True,1.0,-1.25,False,True,False,False,0
full_rq0_seed42__rq0_0022__rq0_0217,java,easy,True,True,False,0.0,-0.9523801803588867,False,True,True,True,0
full_rq0_seed42__rq0_0022__rq0_0244,java,easy,True,True,True,1.0,-1.4880952835083008,False,True,True,False,0
full_rq0_seed42__rq0_0022__rq0_0308,java,easy,True,True,False,0.0,-1.0119047164916992,False,True,True,True,0
full_rq0_seed42__rq0_0023__rq0_0100,java,easy,True,False,False,1.0,-0.2976198196411133,False,False,False,False,0
full_rq0_seed42__rq0_0023__rq0_0130,java,easy,True,True,True,1.0,-1.0119047164916992,False,True,True,True,0
full_rq0_seed42__rq0_0023__rq0_0137,java,easy,True,True,True,1.0,-0.8333330154418945,False,True,False,False,0
full_rq0_seed42__rq0_0023__rq0_0160,java,easy,True,False,False,0.0,0.35714244842529297,True,True,True,True,0
full_rq0_seed42__rq0_0023__rq0_0203,java,easy,True,True,True,1.0,-1.9047622680664062,False,True,True,True,0
full_rq0_seed42__rq0_0023__rq0_0214,java,easy,True,True,True,1.0,-0.6547622680664062,False,True,False,False,0
full_rq0_seed42__rq0_0023__rq0_0247,java,easy,True,True,True,1.0,-0.7142858505249023,False,True,False,False,0
full_rq0_seed42__rq0_0023__rq0_0260,java,easy,True,True,True,1.0,-1.0119047164916992,False,True,False,False,0
full_rq0_seed42__rq0_0024__rq0_0058,java,easy,True,True,True,1.0,-1.0119047164916992,False,True,False,False,0
full_rq0_seed42__rq0_0024__rq0_0069,java,easy,True,True,True,1.0,-0.5357131958007812,False,True,True,True,0
full_rq0_seed42__rq0_0024__rq0_0083,java,easy,True,True,True,1.0,-1.25,False,True,True,True,0
full_rq0_seed42__rq0_0024__rq0_0192,java,easy,True,True,True,1.0,-0.8333330154418945,False,True,True,True,0
full_rq0_seed42__rq0_0024__rq0_0206,java,easy,True,True,True,1.0,-2.2023801803588867,False,True,True,True,0
full_rq0_seed42__rq0_0024__rq0_0212,java,easy,True,True,True,1.0,-2.083333969116211,False,True,True,True,0
full_rq0_seed42__rq0_0024__rq0_0246,java,easy,True,True,True,1.0,-2.202381134033203,False,True,True,True,0
full_rq0_seed42__rq0_0024__rq0_0250,java,easy,True,True,True,1.0,-2.3809518814086914,False,True,True,True,0
full_rq0_seed42__rq0_0024__rq0_0259,java,easy,True,True,True,1.0,-1.5476188659667969,False,True,False,False,0
full_rq0_seed42__rq0_0025__rq0_0181,java,easy,True,True,True,1.0,0.5952377319335938,True,False,True,True,0
full_rq0_seed42__rq0_0025__rq0_0281,java,easy,True,True,False,0.0,-0.3571434020996094,False,True,True,True,0
full_rq0_seed42__rq0_0025__rq0_0295,java,easy,True,False,False,0.0,-0.41666603088378906,True,True,True,True,0
full_rq0_seed42__rq0_0026__rq0_0057,java,easy,True,True,True,1.0,-0.35714244842529297,False,True,True,True,0
full_rq0_seed42__rq0_0026__rq0_0087,java,easy,True,False,False,1.0,-0.0595245361328125,True,True,True,True,0
full_rq0_seed42__rq0_0026__rq0_0089,java,easy,True,True,True,1.0,1.4880952835083008,True,False,True,True,0
full_rq0_seed42__rq0_0026__rq0_0115,java,easy,True,True,False,0.0,0.8333320617675781,True,False,True,False,0
full_rq0_seed42__rq0_0027__rq0_0050,java,easy,True,True,False,0.0,-1.190476417541504,False,True,False,False,0
full_rq0_seed42__rq0_0027__rq0_0067,java,easy,True,True,False,0.0,-1.0119056701660156,False,True,True,True,0
full_rq0_seed42__rq0_0027__rq0_0130,java,easy,True,True,False,0.0,-1.8452386856079102,False,True,True,False,0
full_rq0_seed42__rq0_0027__rq0_0165,java,easy,True,True,False,0.0,-0.47618961334228516,False,True,True,False,0
full_rq0_seed42__rq0_0027__rq0_0167,java,easy,True,True,False,0.0,-1.9047613143920898,False,True,True,False,0
full_rq0_seed42__rq0_0027__rq0_0183,java,easy,True,True,False,0.0,-0.7142858505249023,False,True,False,False,0
full_rq0_seed42__rq0_0027__rq0_0233,java,easy,True,True,False,0.0,-1.4880952835083008,False,True,False,False,0
full_rq0_seed42__rq0_0027__rq0_0251,java,easy,True,True,False,0.0,-1.3690471649169922,False,True,False,False,0
full_rq0_seed42__rq0_0027__rq0_0262,java,easy,True,True,False,0.0,-1.4880952835083008,False,True,False,False,0
full_rq0_seed42__rq0_0027__rq0_0308,java,easy,True,True,False,0.0,-0.8333330154418945,False,True,True,False,0
full_rq0_seed42__rq0_0028__rq0_0178,java,easy,True,False,False,1.0,-9.5367431640625e-07,True,True,False,False,0
full_rq0_seed42__rq0_0028__rq0_0184,java,easy,True,True,True,1.0,-0.4166679382324219,False,True,True,True,0
full_rq0_seed42__rq0_0028__rq0_0270,java,easy,True,True,True,1.0,-0.41666698455810547,False,True,True,True,0
full_rq0_seed42__rq0_0028__rq0_0280,java,easy,True,True,True,1.0,-1.190476417541504,False,True,True,True,0
full_rq0_seed42__rq0_0029__rq0_0076,java,easy,True,True,False,0.0,-0.8333330154418945,False,True,True,False,0
full_rq0_seed42__rq0_0029__rq0_0161,java,easy,True,True,False,0.0,0.47619056701660156,True,False,False,False,0
full_rq0_seed42__rq0_0029__rq0_0292,java,easy,True,True,False,0.0,-0.23809528350830078,False,True,False,False,0
full_rq0_seed42__rq0_0030__rq0_0156,java,easy,True,True,False,0.0,-0.6547622680664062,False,True,True,True,0
full_rq0_seed42__rq0_0030__rq0_0159,java,easy,True,True,False,0.0,-1.5476198196411133,False,True,True,False,0
full_rq0_seed42__rq0_0030__rq0_0225,java,easy,True,False,False,0.0,-0.2976188659667969,True,True,True,True,0
full_rq0_seed42__rq0_0030__rq0_0231,java,easy,True,True,False,0.0,-0.5952377319335938,False,True,False,False,0
full_rq0_seed42__rq0_0030__rq0_0257,java,easy,True,False,False,1.0,0.059523582458496094,True,True,True,True,0
full_rq0_seed42__rq0_0031__rq0_0119,java,easy,True,True,True,1.0,0.1785717010498047,True,False,True,True,0
full_rq0_seed42__rq0_0032__rq0_0101,java,easy,True,False,False,0.0,-0.5952377319335938,True,True,True,True,0
full_rq0_seed42__rq0_0032__rq0_0109,java,easy,True,True,True,1.0,0.17857074737548828,True,False,True,True,0
full_rq0_seed42__rq0_0032__rq0_0134,java,easy,True,True,True,1.0,1.3095245361328125,True,False,True,True,0
full_rq0_seed42__rq0_0032__rq0_0176,java,easy,True,True,True,1.0,0.3571434020996094,True,False,True,True,0
full_rq0_seed42__rq0_0032__rq0_0183,java,easy,True,False,False,1.0,0.5357141494750977,True,True,True,True,0
full_rq0_seed42__rq0_0032__rq0_0259,java,easy,True,False,False,1.0,0.1190481185913086,False,False,True,True,0
full_rq0_seed42__rq0_0032__rq0_0301,java,easy,True,False,False,1.0,0.3571434020996094,True,True,True,True,0
full_rq0_seed42__rq0_0033__rq0_0049,java,easy,True,True,True,1.0,-0.5357151031494141,False,True,True,True,0
full_rq0_seed42__rq0_0033__rq0_0065,java,easy,True,True,True,1.0,-0.6547613143920898,False,True,True,True,0
full_rq0_seed42__rq0_0033__rq0_0066,java,easy,True,False,False,1.0,-0.1785717010498047,True,True,True,True,0
full_rq0_seed42__rq0_0033__rq0_0072,java,easy,True,False,False,0.0,0.059523582458496094,True,True,True,False,0
full_rq0_seed42__rq0_0033__rq0_0130,java,easy,True,True,True,1.0,-0.9523811340332031,False,True,True,True,0
full_rq0_seed42__rq0_0033__rq0_0140,java,easy,True,False,False,0.0,0.1190481185913086,False,False,False,False,0
full_rq0_seed42__rq0_0033__rq0_0169,java,easy,True,False,False,1.0,-0.11904716491699219,True,True,False,False,0
full_rq0_seed42__rq0_0033__rq0_0171,java,easy,True,True,True,1.0,-1.0714282989501953,False,True,False,False,0
full_rq0_seed42__rq0_0033__rq0_0210,java,easy,True,True,True,1.0,-0.47619056701660156,False,True,False,False,0
full_rq0_seed42__rq0_0033__rq0_0232,java,easy,True,True,True,1.0,-0.6547622680664062,False,True,False,False,0
full_rq0_seed42__rq0_0033__rq0_0244,java,easy,True,True,True,1.0,-0.6547613143920898,False,True,False,False,0
full_rq0_seed42__rq0_0033__rq0_0257,java,easy,True,False,False,1.0,-0.1785717010498047,True,True,True,False,0
full_rq0_seed42__rq0_0033__rq0_0272,java,easy,True,True,True,1.0,-0.7142848968505859,False,True,False,False,0
full_rq0_seed42__rq0_0034__rq0_0045,java,easy,True,True,True,1.0,-1.1309528350830078,False,True,True,True,0
full_rq0_seed42__rq0_0034__rq0_0046,java,easy,True,True,True,1.0,-0.47618961334228516,False,True,True,True,0
full_rq0_seed42__rq0_0034__rq0_0069,java,easy,True,False,False,,0.0,False,False,True,True,0
full_rq0_seed42__rq0_0034__rq0_0086,java,easy,True,True,True,1.0,-0.47619152069091797,False,True,True,True,0
full_rq0_seed42__rq0_0034__rq0_0167,java,easy,True,True,True,1.0,-1.4285707473754883,False,True,True,True,0
full_rq0_seed42__rq0_0034__rq0_0168,java,easy,True,True,True,1.0,-1.1904773712158203,False,True,True,True,0
full_rq0_seed42__rq0_0034__rq0_0220,java,easy,True,True,True,1.0,-1.666666030883789,False,True,True,True,0
full_rq0_seed42__rq0_0034__rq0_0226,java,easy,True,True,True,1.0,-0.892857551574707,False,True,True,True,0
full_rq0_seed42__rq0_0034__rq0_0266,java,easy,True,True,True,1.0,-2.857142448425293,False,True,True,True,0
full_rq0_seed42__rq0_0034__rq0_0296,java,easy,True,True,True,1.0,-2.3809518814086914,False,True,True,True,0
full_rq0_seed42__rq0_0035__rq0_0069,java,easy,True,True,False,0.0,0.7142858505249023,True,False,True,True,0
full_rq0_seed42__rq0_0035__rq0_0090,java,easy,True,False,False,0.0,0.41666698455810547,False,False,True,True,0
full_rq0_seed42__rq0_0035__rq0_0094,java,easy,True,True,False,0.0,0.0595245361328125,True,False,True,True,0
full_rq0_seed42__rq0_0035__rq0_0161,java,easy,True,True,False,0.0,0.8333339691162109,True,False,True,False,0
full_rq0_seed42__rq0_0035__rq0_0240,java,easy,True,True,True,1.0,-0.9523801803588867,False,True,False,False,0
full_rq0_seed42__rq0_0036__rq0_0089,java,easy,True,True,True,1.0,1.1904773712158203,True,False,True,True,0
full_rq0_seed42__rq0_0036__rq0_0185,java,easy,True,True,True,1.0,-2.1428565979003906,False,True,True,True,0
full_rq0_seed42__rq0_0037__rq0_0087,java,easy,True,False,False,1.0,-0.23809432983398438,True,True,True,True,0
full_rq0_seed42__rq0_0037__rq0_0105,java,easy,True,True,True,1.0,-0.47619152069091797,False,True,True,True,0
full_rq0_seed42__rq0_0037__rq0_0236,java,easy,True,False,False,1.0,-0.35714244842529297,True,True,False,False,0
full_rq0_seed42__rq0_0037__rq0_0266,java,easy,True,True,True,1.0,-1.8452377319335938,False,True,True,True,0
full_rq0_seed42__rq0_0038__rq0_0059,java,easy,True,True,False,0.0,0.8333339691162109,True,False,True,False,0
full_rq0_seed42__rq0_0038__rq0_0178,java,easy,True,True,False,0.0,0.35714244842529297,True,False,True,False,0
full_rq0_seed42__rq0_0038__rq0_0185,java,easy,True,True,True,1.0,-0.8333339691162109,False,True,False,False,0
full_rq0_seed42__rq0_0038__rq0_0226,java,easy,True,True,False,0.0,0.7738094329833984,True,False,False,False,0
full_rq0_seed42__rq0_0038__rq0_0230,java,easy,True,True,False,0.0,0.2976198196411133,True,False,True,False,0
full_rq0_seed42__rq0_0039__rq0_0109,java,easy,True,True,True,1.0,-2.2023820877075195,False,True,True,True,0
