rq0_id,language,condition,display_mode,style,font_size,wrap_column,line_numbers,image_width,image_height,source_lines,visual_rows,continuation_rows,char_width,glyph_height,row_height,background,remove_indent,remove_blank_lines,pixel_std,gradient_energy,nonblank,source_sha256,image_sha256,image_path
dorn_cuda_023,cuda,mono_light__fs20__wrap60__lnon,mono_light,bw,20,60,True,788,1406,45,66,21,12,15,21,#ffffff,False,False,65.51580810546875,4616.07373046875,True,745b05b3c821e3ec32093c006b746c8be0a4b86b3c3e7f22669dfb468d92caab,8b7045ceb8b25853652d7a40440b5996728e9ede69635fe64a271981466577fe,results/grounded_protocol_3lang_20260721/rendered/grid/mono_light__fs20__wrap60__lnon/dorn_cuda_023.png
dorn_cuda_024,cuda,mono_light__fs20__wrap60__lnon,mono_light,bw,20,60,True,788,965,29,45,16,12,15,21,#ffffff,False,False,67.25989532470703,4862.2744140625,True,c518e7fc7c89e7c9170f142c8caad7b4041e09a7f08fc09070b203e30a08ad0b,6a50d94633253047389456cb0d149c584598d8095563753102785fd5e80429f3,results/grounded_protocol_3lang_20260721/rendered/grid/mono_light__fs20__wrap60__lnon/dorn_cuda_024.png
dorn_cuda_025,cuda,mono_light__fs20__wrap60__lnon,mono_light,bw,20,60,True,788,944,28,44,16,12,15,21,#ffffff,False,False,70.58909606933594,5477.9931640625,True,11eb0edaf5a2e17e1181a2e19bd1ce4f0fb5aac04bee25a788bb3fc23743b132,5c29e56d575a9e33a24e8306d69edb5fc0cf21872d8861012a71a7985d03ff00,results/grounded_protocol_3lang_20260721/rendered/grid/mono_light__fs20__wrap60__lnon/dorn_cuda_025.png
dorn_cuda_026,cuda,mono_light__fs20__wrap60__lnon,mono_light,bw,20,60,True,788,1385,50,65,15,12,15,21,#ffffff,False,False,61.15859603881836,4000.48046875,True,2355978c64f4a647c05eeb24e3c748e60e9e06dcfb94745618cd27e85390a86e,208400f7a97781a617defe4338274e6377d7d5c805ec1a3e9578d9a860e1a97c,results/grounded_protocol_3lang_20260721/rendered/grid/mono_light__fs20__wrap60__lnon/dorn_cuda_026.png
dorn_cuda_027,cuda,mono_light__fs20__wrap60__lnon,mono_light,bw,20,60,True,788,671,27,31,4,12,15,21,#ffffff,False,False,59.429931640625,3803.7373046875,True,3d1d4c594b7fa7ad3d689a999c5974b4919612f79c7ac178263ad07ec399e139,f79f462c9f429e08dea2d5ca970a9a1ed96c17cf78e8b3031002880830783338,results/grounded_protocol_3lang_20260721/rendered/grid/mono_light__fs20__wrap60__lnon/dorn_cuda_027.png
dorn_cuda_028,cuda,mono_light__fs20__wrap60__lnon,mono_light,bw,20,60,True,788,1217,50,57,7,12,15,21,#ffffff,False,False,57.22859191894531,3499.49853515625,True,0283477a600c264e5e262b0f244014bb62cd0d385556ba1e303a46616411cdc4,271ece8f829fc10532ac78c17c3ec0a8e9fd089ee121eff7bdd825aad75c0648,results/grounded_protocol_3lang_20260721/rendered/grid/mono_light__fs20__wrap60__lnon/dorn_cuda_028.png
dorn_cuda_029,cuda,mono_light__fs20__wrap60__lnon,mono_light,bw,20,60,True,788,251,10,11,1,12,15,21,#ffffff,False,False,41.969905853271484,1819.569091796875,True,db5029e27a8fab398ef7a5560609ebd87e9ae8a238e3dd6ff12fac1eed509713,ba530861e83963bbcd355f223a3cb8e839da8b12f247c761f22697d6cd3a9684,results/grounded_protocol_3lang_20260721/rendered/grid/mono_light__fs20__wrap60__lnon/dorn_cuda_029.png
dorn_cuda_030,cuda,mono_light__fs20__wrap60__lnon,mono_light,bw,20,60,True,788,1721,50,81,31,12,15,21,#ffffff,False,False,65.22733306884766,4556.89990234375,True,0fa3aae99b2f6b97aefff3310e8b9ec35d1d24d796139b67562181a0281b8e50,09dad9d7b6c96f650f167d9cdf7926427945d0710811ade6a31ce575c35ea602,results/grounded_protocol_3lang_20260721/rendered/grid/mono_light__fs20__wrap60__lnon/dorn_cuda_030.png
dorn_cuda_031,cuda,mono_light__fs20__wrap60__lnon,mono_light,bw,20,60,True,788,1133,50,53,3,12,15,21,#ffffff,False,False,50.98249435424805,2677.6845703125,True,b7b65b2a998b1b997032d593b98363d7578ce9e18de994f7520b8059ebbcb6ba,1172baeef13b5abaa7342e7de143271bbd1cc3e1df2f9656dec8d2bf55f18c98,results/grounded_protocol_3lang_20260721/rendered/grid/mono_light__fs20__wrap60__lnon/dorn_cuda_031.png
dorn_cuda_032,cuda,mono_light__fs20__wrap60__lnon,mono_light,bw,20,60,True,788,314,9,14,5,12,15,21,#ffffff,False,False,72.33429718017578,5791.341796875,True,ce21084339626be30ccc4d96a81a14e0a142ea52ba1ad397ad3f074088af7533,4c2f25e6dbd2273da57a7b308d5e318b70e20026b7eef6b3be3c8ff40b550e98,results/grounded_protocol_3lang_20260721/rendered/grid/mono_light__fs20__wrap60__lnon/dorn_cuda_032.png
dorn_cuda_033,cuda,mono_light__fs20__wrap60__lnon,mono_light,bw,20,60,True,788,944,30,44,14,12,15,21,#ffffff,False,False,61.316078186035156,3984.705078125,True,a4fd3f6d7ac17ab02bb3c49f9b3f6365e13852a65f6d372990643beb914eedb8,9b3f8eb2dc321b0ffc69c4cc1ab609f1682930b3852f9f7ae4baecb7d7866c68,results/grounded_protocol_3lang_20260721/rendered/grid/mono_light__fs20__wrap60__lnon/dorn_cuda_033.png
dorn_cuda_034,cuda,mono_light__fs20__wrap60__lnon,mono_light,bw,20,60,True,788,1637,48,77,29,12,15,21,#ffffff,False,False,64.37786865234375,4439.943359375,True,764846233f9d3dc098a39e4db840d0445bd843544f1554c75e30306b7c030566,4c20ae28db51c6242775cb9585e404fa69097d6f2dc95fabb28fea73169fafb6,results/grounded_protocol_3lang_20260721/rendered/grid/mono_light__fs20__wrap60__lnon/dorn_cuda_034.png
dorn_cuda_035,cuda,mono_light__fs20__wrap60__lnon,mono_light,bw,20,60,True,788,230,10,10,0,12,15,21,#ffffff,False,False,39.460968017578125,1548.2066650390625,True,835dade7d98359eee9464c659c8bfa9409b6dcfbb5fb9eb23f5e4e21f99781d9,231580ebb2ef4283880b10dfcbb6eb984308942f64fefab57ba5b70745bebbcc,results/grounded_protocol_3lang_20260721/rendered/grid/mono_light__fs20__wrap60__lnon/dorn_cuda_035.png
dorn_cuda_036,cuda,mono_light__fs20__wrap60__lnon,mono_light,bw,20,60,True,788,1574,50,74,24,12,15,21,#ffffff,False,False,57.03843307495117,3405.439453125,True,765b17cfb5c16daf9ebe06f48efa34b7b6d8ed1deafb11f10a0bbb1403bfe0ac,e823e5d912891d04fc9a393930d76b575b4b828025067d8137880d9a6b97f77c,results/grounded_protocol_3lang_20260721/rendered/grid/mono_light__fs20__wrap60__lnon/dorn_cuda_036.png
dorn_cuda_037,cuda,mono_light__fs20__wrap60__lnon,mono_light,bw,20,60,True,788,1217,50,57,7,12,15,21,#ffffff,False,False,53.01167678833008,2932.51708984375,True,928f223f0bf685fe2e59662c8dc00eb5c22805cadc36f971b61e59feeede71e7,45f9536aba50d62a7eaa903f995884aa03fb755ed9a1f6efddfe80e40fd63291,results/grounded_protocol_3lang_20260721/rendered/grid/mono_light__fs20__wrap60__lnon/dorn_cuda_037.png
dorn_cuda_038,cuda,mono_light__fs20__wrap60__lnon,mono_light,bw,20,60,True,788,1637,48,77,29,12,15,21,#ffffff,False,False,66.6005859375,4769.9130859375,True,8c02daed9491c12bff64b24b33ecfa271fd065be6e16d1da8122164394e57729,d75b84286c560a13d48fcd247c11e1f8f4c3ecf0158bf0db9d0eb55bf838cf40,results/grounded_protocol_3lang_20260721/rendered/grid/mono_light__fs20__wrap60__lnon/dorn_cuda_038.png
dorn_cuda_039,cuda,mono_light__fs20__wrap60__lnon,mono_light,bw,20,60,True,788,713,30,33,3,12,15,21,#ffffff,False,False,52.8979377746582,2902.782958984375,True,ff24384c23219d5bb96f16f59742d74bb2b4b34e508f3748bca30e68c8250834,e013ba7a85cca448228a8964988e4846654bc6c5d5ccf05658f9062866a8132d,results/grounded_protocol_3lang_20260721/rendered/grid/mono_light__fs20__wrap60__lnon/dorn_cuda_039.png
dorn_cuda_040,cuda,mono_light__fs20__wrap60__lnon,mono_light,bw,20,60,True,788,209,9,9,0,12,15,21,#ffffff,False,False,53.75990676879883,3024.551025390625,True,e331ef9b8ad64d521ab546fdd59b5f23f7282be46251981958bf7879e9e4bec2,40504765f559b36c6ae1ec74e38ba57ed641281121185b0979bf6e70dc7c7cdf,results/grounded_protocol_3lang_20260721/rendered/grid/mono_light__fs20__wrap60__lnon/dorn_cuda_040.png
dorn_cuda_041,cuda,mono_light__fs20__wrap60__lnon,mono_light,bw,20,60,True,788,671,30,31,1,12,15,21,#ffffff,False,False,47.67715835571289,2337.46240234375,True,7abd51a46c7a5b3c5f219d646d375bf5ecdaea8cf8c8af2b99265a10cc32fb03,f63dea5c7b7449ad4d4cd41d70bcd6e630162572903baf7b115574e924eb494f,results/grounded_protocol_3lang_20260721/rendered/grid/mono_light__fs20__wrap60__lnon/dorn_cuda_041.png
dorn_cuda_042,cuda,mono_light__fs20__wrap60__lnon,mono_light,bw,20,60,True,788,1238,50,58,8,12,15,21,#ffffff,False,False,55.91693115234375,3283.6005859375,True,4f6a205675a052be22955b271d30a5e311748dfbaeede8cdf374bdbd207ec170,4ce39000d8664dff586a7daad3501ebfa1467f70afd2716c257fb97c381d67fe,results/grounded_protocol_3lang_20260721/rendered/grid/mono_light__fs20__wrap60__lnon/dorn_cuda_042.png
dorn_cuda_043,cuda,mono_light__fs20__wrap60__lnon,mono_light,bw,20,60,True,788,335,10,15,5,12,15,21,#ffffff,False,False,69.14601135253906,5151.666015625,True,bd765f5ca7576027a44b05065ae3b4e8a3144da45647481f16f7494b73769024,f03f9472f4c6a518dbaccbc0260019a0e4c82fd1c79437f82ab71cebe30bc59f,results/grounded_protocol_3lang_20260721/rendered/grid/mono_light__fs20__wrap60__lnon/dorn_cuda_043.png
dorn_cuda_044,cuda,mono_light__fs20__wrap60__lnon,mono_light,bw,20,60,True,788,650,29,30,1,12,15,21,#ffffff,False,False,42.76055145263672,1849.197998046875,True,31c42bbab2ce5f36de95cd71cb22aa701563a7ded5d737179a1f9bbfb84e5f3a,e5e7079d8ae757d4fe44f49ec891e5bc6ef756c4444baa9c4a6500b174acb868,results/grounded_protocol_3lang_20260721/rendered/grid/mono_light__fs20__wrap60__lnon/dorn_cuda_044.png
dorn_cuda_045,cuda,mono_light__fs20__wrap60__lnon,mono_light,bw,20,60,True,788,209,9,9,0,12,15,21,#ffffff,False,False,81.1479263305664,7299.2607421875,True,c0df42d012a471549aafb1851756936cb549b1e173ce97b9f7d60454347cb346,52c7d3a5cdfcb33c9354006ba8db93eb5a306b9f6625dafc8c4f4c73a6ae354a,results/grounded_protocol_3lang_20260721/rendered/grid/mono_light__fs20__wrap60__lnon/dorn_cuda_045.png
dorn_cuda_046,cuda,mono_light__fs20__wrap60__lnon,mono_light,bw,20,60,True,788,1301,50,61,11,12,15,21,#ffffff,False,False,51.79648208618164,2757.447998046875,True,8f4828e2b547e5062567771d7a31d63c98fe0672189ec4225ed3ecab0f37c53f,953f651ca08f6b3ec1904f537972f04566e2db4b7acc2869ac510b9304b7d3c1,results/grounded_protocol_3lang_20260721/rendered/grid/mono_light__fs20__wrap60__lnon/dorn_cuda_046.png
dorn_cuda_047,cuda,mono_light__fs20__wrap60__lnon,mono_light,bw,20,60,True,788,1868,50,88,38,12,15,21,#ffffff,False,False,68.81291198730469,5180.837890625,True,6546e8732e3be6230fd8d5dbb1cd590efbde7bc4fd98e404c63e6a58635a968d,22deebfa346db904c63876b8d7a3eba09ca395dbf211fb901383ad732596bb37,results/grounded_protocol_3lang_20260721/rendered/grid/mono_light__fs20__wrap60__lnon/dorn_cuda_047.png
dorn_cuda_048,cuda,mono_light__fs20__wrap60__lnon,mono_light,bw,20,60,True,788,776,30,36,6,12,15,21,#ffffff,False,False,53.18877410888672,2916.2802734375,True,83080e180548011c7f5f2d33072102aad8ceff5219f7279b5d9442f6a05c4276,eb20e14fcc461b86e367dc3dc1b9fda68dcee4d3580631dd7d726bb8f0faf578,results/grounded_protocol_3lang_20260721/rendered/grid/mono_light__fs20__wrap60__lnon/dorn_cuda_048.png
dorn_cuda_049,cuda,mono_light__fs20__wrap60__lnon,mono_light,bw,20,60,True,788,293,10,13,3,12,15,21,#ffffff,False,False,68.31543731689453,5070.9140625,True,6e9e64ef5229fb7939c2b502050c6278a0306371aee87cd13b0f622ea09a20e2,91add6564a65fb44c05fbdd57cfefcdde6640cc386644bab98b871bd00ef14c1,results/grounded_protocol_3lang_20260721/rendered/grid/mono_light__fs20__wrap60__lnon/dorn_cuda_049.png
dorn_cuda_050,cuda,mono_light__fs20__wrap60__lnon,mono_light,bw,20,60,True,788,755,30,35,5,12,15,21,#ffffff,False,False,61.45211410522461,4112.3515625,True,1d3c018a1f22a8cbd0879184b89a9655fcc823a353a6f8ddfdd4c3b934a75161,e237ef1c3c0914a5eddeafa712212c670b57e216d71c925be2e56d629c81e485,results/grounded_protocol_3lang_20260721/rendered/grid/mono_light__fs20__wrap60__lnon/dorn_cuda_050.png
dorn_cuda_051,cuda,mono_light__fs20__wrap60__lnon,mono_light,bw,20,60,True,788,1595,50,75,25,12,15,21,#ffffff,False,False,56.541622161865234,3381.77685546875,True,36f02cd6eab4829c7112a6c60714e8506af0cca0e367cca21ed08154d4cffaf6,cf7a5d7fbff1fe06e9d0a16fb5e6c5b49f88c6dc3ac2c75d841df7d70fb0ccd7,results/grounded_protocol_3lang_20260721/rendered/grid/mono_light__fs20__wrap60__lnon/dorn_cuda_051.png
dorn_cuda_052,cuda,mono_light__fs20__wrap60__lnon,mono_light,bw,20,60,True,788,251,10,11,1,12,15,21,#ffffff,False,False,48.677860260009766,2424.85205078125,True,7dae828976144501bb98369f474dbf9db2fa5dd645205ce830b43732bc5b17ba,a1a30598f8c3bc1074d962ca345ec883cb993a8cb41a124bd6e4d3bc4be2cf44,results/grounded_protocol_3lang_20260721/rendered/grid/mono_light__fs20__wrap60__lnon/dorn_cuda_052.png
dorn_cuda_053,cuda,mono_light__fs20__wrap60__lnon,mono_light,bw,20,60,True,788,1133,50,53,3,12,15,21,#ffffff,False,False,64.32272338867188,4364.251953125,True,cd1f665c55fd50ae3eb1e345901e9cc7cb2469341264a0cc4804f20e13308578,d688ea32e820c7aa210657511436e42121d88f9797564c53911be34204f1f8df,results/grounded_protocol_3lang_20260721/rendered/grid/mono_light__fs20__wrap60__lnon/dorn_cuda_053.png
dorn_cuda_054,cuda,mono_light__fs20__wrap60__lnon,mono_light,bw,20,60,True,788,251,10,11,1,12,15,21,#ffffff,False,False,43.84661102294922,1975.201416015625,True,0b3206c7813ef0e8ac13ea844ff3065f4bd74dfa953ab29dad620425b6ab6eef,7764372a3037e794a8519ac8d6b5eb15faf181bc3aa46219b60c293c161b78fd,results/grounded_protocol_3lang_20260721/rendered/grid/mono_light__fs20__wrap60__lnon/dorn_cuda_054.png
dorn_cuda_055,cuda,mono_light__fs20__wrap60__lnon,mono_light,bw,20,60,True,788,272,9,12,3,12,15,21,#ffffff,False,False,54.74557113647461,3086.40380859375,True,1a8ec091f1e07cf5b3bd613df176d9f98a838bd71b4f61649810cbb2cf07895a,c00c9c8e1f455837ff48fdf832e1b8a419b4c85fe531a9e4b2bbbdd839cc735b,results/grounded_protocol_3lang_20260721/rendered/grid/mono_light__fs20__wrap60__lnon/dorn_cuda_055.png
dorn_cuda_056,cuda,mono_light__fs20__wrap60__lnon,mono_light,bw,20,60,True,788,230,7,10,3,12,15,21,#ffffff,False,False,64.33026885986328,4482.201171875,True,96ab6ac59fd4067e6ca34599f86b323a7d458eebda849c69de964b276f046ff2,e7cb9c5f4bc766a59f318a207dc28da367a20489f53375dc4b88ce9eaa8223df,results/grounded_protocol_3lang_20260721/rendered/grid/mono_light__fs20__wrap60__lnon/dorn_cuda_056.png
dorn_cuda_057,cuda,mono_light__fs20__wrap60__lnon,mono_light,bw,20,60,True,788,209,8,9,1,12,15,21,#ffffff,False,False,56.7063102722168,3323.0146484375,True,9d1d51820fff3f492732eee39f4476c3544cb60eeb9f18f0136b562e051ff8c0,140d210fa600bcdf743845ae0dfa2157ee32a750f112e13ed865ef44dc4ac41d,results/grounded_protocol_3lang_20260721/rendered/grid/mono_light__fs20__wrap60__lnon/dorn_cuda_057.png
dorn_cuda_058,cuda,mono_light__fs20__wrap60__lnon,mono_light,bw,20,60,True,788,167,4,7,3,12,15,21,#ffffff,False,False,68.88040924072266,5223.98193359375,True,3b619e0aabec25ac7a32e0382a0d98340b1b585a7dfb6c25dde84c07ec3a44ea,165af11464a1f5e8f06921b3a2a261050467fd8d7422ee0b49dddc4fd78fa1f0,results/grounded_protocol_3lang_20260721/rendered/grid/mono_light__fs20__wrap60__lnon/dorn_cuda_058.png
