model_key,model_name,pair_id,snippet_x_id,snippet_y_id,difficulty,human_preference,parsed_ab,parsed_ba,choice_ab,choice_ba,parsed_both,is_valid_strict_swap,is_correct_and_valid,parse_failures_count,pair_parse_failure
qwen,Qwen2.5-VL-32B-Instruct,full_rq0_seed42__rq0_0019__rq0_0243,rq0_0019,rq0_0243,hard,rq0_0019,B,A,rq0_0243,rq0_0243,True,True,False,0,False
qwen,Qwen2.5-VL-32B-Instruct,full_rq0_seed42__rq0_0020__rq0_0109,rq0_0020,rq0_0109,easy,rq0_0109,A,B,rq0_0020,rq0_0020,True,True,False,0,False
qwen,Qwen2.5-VL-32B-Instruct,full_rq0_seed42__rq0_0020__rq0_0186,rq0_0020,rq0_0186,hard,rq0_0186,B,A,rq0_0186,rq0_0186,True,True,True,0,False
qwen,Qwen2.5-VL-32B-Instruct,full_rq0_seed42__rq0_0020__rq0_0311,rq0_0020,rq0_0311,hard,rq0_0020,A,B,rq0_0020,rq0_0020,True,True,True,0,False
qwen,Qwen2.5-VL-32B-Instruct,full_rq0_seed42__rq0_0021__rq0_0041,rq0_0021,rq0_0041,easy,rq0_0021,A,B,rq0_0021,rq0_0021,True,True,True,0,False
qwen,Qwen2.5-VL-32B-Instruct,full_rq0_seed42__rq0_0021__rq0_0264,rq0_0021,rq0_0264,medium,rq0_0021,A,B,rq0_0021,rq0_0021,True,True,True,0,False
qwen,Qwen2.5-VL-32B-Instruct,full_rq0_seed42__rq0_0022__rq0_0063,rq0_0022,rq0_0063,hard,rq0_0022,A,A,rq0_0022,rq0_0063,True,False,False,0,False
qwen,Qwen2.5-VL-32B-Instruct,full_rq0_seed42__rq0_0022__rq0_0149,rq0_0022,rq0_0149,easy,rq0_0022,B,A,rq0_0149,rq0_0149,True,True,False,0,False
qwen,Qwen2.5-VL-32B-Instruct,full_rq0_seed42__rq0_0022__rq0_0166,rq0_0022,rq0_0166,hard,rq0_0166,A,B,rq0_0022,rq0_0022,True,True,False,0,False
qwen,Qwen2.5-VL-32B-Instruct,full_rq0_seed42__rq0_0022__rq0_0179,rq0_0022,rq0_0179,medium,rq0_0022,A,B,rq0_0022,rq0_0022,True,True,True,0,False
qwen,Qwen2.5-VL-32B-Instruct,full_rq0_seed42__rq0_0022__rq0_0204,rq0_0022,rq0_0204,hard,rq0_0204,A,B,rq0_0022,rq0_0022,True,True,False,0,False
qwen,Qwen2.5-VL-32B-Instruct,full_rq0_seed42__rq0_0022__rq0_0253,rq0_0022,rq0_0253,hard,rq0_0022,A,B,rq0_0022,rq0_0022,True,True,True,0,False
qwen,Qwen2.5-VL-32B-Instruct,full_rq0_seed42__rq0_0022__rq0_0262,rq0_0022,rq0_0262,hard,rq0_0022,A,B,rq0_0022,rq0_0022,True,True,True,0,False
qwen,Qwen2.5-VL-32B-Instruct,full_rq0_seed42__rq0_0022__rq0_0300,rq0_0022,rq0_0300,hard,rq0_0022,A,B,rq0_0022,rq0_0022,True,True,True,0,False
qwen,Qwen2.5-VL-32B-Instruct,full_rq0_seed42__rq0_0022__rq0_0308,rq0_0022,rq0_0308,easy,rq0_0022,A,B,rq0_0022,rq0_0022,True,True,True,0,False
qwen,Qwen2.5-VL-32B-Instruct,full_rq0_seed42__rq0_0023__rq0_0130,rq0_0023,rq0_0130,easy,rq0_0130,B,A,rq0_0130,rq0_0130,True,True,True,0,False
qwen,Qwen2.5-VL-32B-Instruct,full_rq0_seed42__rq0_0023__rq0_0160,rq0_0023,rq0_0160,easy,rq0_0160,B,A,rq0_0160,rq0_0160,True,True,True,0,False
qwen,Qwen2.5-VL-32B-Instruct,full_rq0_seed42__rq0_0023__rq0_0203,rq0_0023,rq0_0203,easy,rq0_0203,B,A,rq0_0203,rq0_0203,True,True,True,0,False
qwen,Qwen2.5-VL-32B-Instruct,full_rq0_seed42__rq0_0023__rq0_0260,rq0_0023,rq0_0260,easy,rq0_0260,A,B,rq0_0023,rq0_0023,True,True,False,0,False
qwen,Qwen2.5-VL-32B-Instruct,full_rq0_seed42__rq0_0023__rq0_0277,rq0_0023,rq0_0277,medium,rq0_0277,B,A,rq0_0277,rq0_0277,True,True,True,0,False
qwen,Qwen2.5-VL-32B-Instruct,full_rq0_seed42__rq0_0024__rq0_0250,rq0_0024,rq0_0250,easy,rq0_0250,B,A,rq0_0250,rq0_0250,True,True,True,0,False
qwen,Qwen2.5-VL-32B-Instruct,full_rq0_seed42__rq0_0024__rq0_0302,rq0_0024,rq0_0302,medium,rq0_0302,B,A,rq0_0302,rq0_0302,True,True,True,0,False
qwen,Qwen2.5-VL-32B-Instruct,full_rq0_seed42__rq0_0025__rq0_0054,rq0_0025,rq0_0054,hard,rq0_0025,A,A,rq0_0025,rq0_0054,True,False,False,0,False
qwen,Qwen2.5-VL-32B-Instruct,full_rq0_seed42__rq0_0025__rq0_0159,rq0_0025,rq0_0159,hard,rq0_0025,A,B,rq0_0025,rq0_0025,True,True,True,0,False
qwen,Qwen2.5-VL-32B-Instruct,full_rq0_seed42__rq0_0025__rq0_0181,rq0_0025,rq0_0181,easy,rq0_0025,A,A,rq0_0025,rq0_0181,True,False,False,0,False
qwen,Qwen2.5-VL-32B-Instruct,full_rq0_seed42__rq0_0025__rq0_0237,rq0_0025,rq0_0237,medium,rq0_0025,A,B,rq0_0025,rq0_0025,True,True,True,0,False
qwen,Qwen2.5-VL-32B-Instruct,full_rq0_seed42__rq0_0026__rq0_0088,rq0_0026,rq0_0088,medium,rq0_0088,B,B,rq0_0088,rq0_0026,True,False,False,0,False
qwen,Qwen2.5-VL-32B-Instruct,full_rq0_seed42__rq0_0026__rq0_0109,rq0_0026,rq0_0109,medium,rq0_0109,A,B,rq0_0026,rq0_0026,True,True,False,0,False
qwen,Qwen2.5-VL-32B-Instruct,full_rq0_seed42__rq0_0026__rq0_0151,rq0_0026,rq0_0151,medium,rq0_0026,A,B,rq0_0026,rq0_0026,True,True,True,0,False
qwen,Qwen2.5-VL-32B-Instruct,full_rq0_seed42__rq0_0027__rq0_0032,rq0_0027,rq0_0032,medium,rq0_0032,B,A,rq0_0032,rq0_0032,True,True,True,0,False
qwen,Qwen2.5-VL-32B-Instruct,full_rq0_seed42__rq0_0027__rq0_0272,rq0_0027,rq0_0272,medium,rq0_0027,A,A,rq0_0027,rq0_0272,True,False,False,0,False
qwen,Qwen2.5-VL-32B-Instruct,full_rq0_seed42__rq0_0028__rq0_0068,rq0_0028,rq0_0068,medium,rq0_0028,A,B,rq0_0028,rq0_0028,True,True,True,0,False
qwen,Qwen2.5-VL-32B-Instruct,full_rq0_seed42__rq0_0029__rq0_0264,rq0_0029,rq0_0264,hard,rq0_0264,B,B,rq0_0264,rq0_0029,True,False,False,0,False
qwen,Qwen2.5-VL-32B-Instruct,full_rq0_seed42__rq0_0030__rq0_0049,rq0_0030,rq0_0049,hard,rq0_0030,A,A,rq0_0030,rq0_0049,True,False,False,0,False
qwen,Qwen2.5-VL-32B-Instruct,full_rq0_seed42__rq0_0030__rq0_0156,rq0_0030,rq0_0156,easy,rq0_0030,A,B,rq0_0030,rq0_0030,True,True,True,0,False
qwen,Qwen2.5-VL-32B-Instruct,full_rq0_seed42__rq0_0030__rq0_0225,rq0_0030,rq0_0225,easy,rq0_0030,A,B,rq0_0030,rq0_0030,True,True,True,0,False
qwen,Qwen2.5-VL-32B-Instruct,full_rq0_seed42__rq0_0031__rq0_0282,rq0_0031,rq0_0282,medium,rq0_0282,A,B,rq0_0031,rq0_0031,True,True,False,0,False
qwen,Qwen2.5-VL-32B-Instruct,full_rq0_seed42__rq0_0033__rq0_0135,rq0_0033,rq0_0135,medium,rq0_0135,A,B,rq0_0033,rq0_0033,True,True,False,0,False
qwen,Qwen2.5-VL-32B-Instruct,full_rq0_seed42__rq0_0033__rq0_0171,rq0_0033,rq0_0171,easy,rq0_0171,B,A,rq0_0171,rq0_0171,True,True,True,0,False
qwen,Qwen2.5-VL-32B-Instruct,full_rq0_seed42__rq0_0033__rq0_0272,rq0_0033,rq0_0272,easy,rq0_0272,B,A,rq0_0272,rq0_0272,True,True,True,0,False
qwen,Qwen2.5-VL-32B-Instruct,full_rq0_seed42__rq0_0034__rq0_0167,rq0_0034,rq0_0167,easy,rq0_0167,B,A,rq0_0167,rq0_0167,True,True,True,0,False
qwen,Qwen2.5-VL-32B-Instruct,full_rq0_seed42__rq0_0035__rq0_0056,rq0_0035,rq0_0056,hard,rq0_0035,A,B,rq0_0035,rq0_0035,True,True,True,0,False
qwen,Qwen2.5-VL-32B-Instruct,full_rq0_seed42__rq0_0036__rq0_0132,rq0_0036,rq0_0132,medium,rq0_0132,B,A,rq0_0132,rq0_0132,True,True,True,0,False
qwen,Qwen2.5-VL-32B-Instruct,full_rq0_seed42__rq0_0036__rq0_0135,rq0_0036,rq0_0135,hard,rq0_0036,A,B,rq0_0036,rq0_0036,True,True,True,0,False
qwen,Qwen2.5-VL-32B-Instruct,full_rq0_seed42__rq0_0036__rq0_0268,rq0_0036,rq0_0268,medium,rq0_0268,A,B,rq0_0036,rq0_0036,True,True,False,0,False
qwen,Qwen2.5-VL-32B-Instruct,full_rq0_seed42__rq0_0037__rq0_0053,rq0_0037,rq0_0053,hard,rq0_0037,A,A,rq0_0037,rq0_0053,True,False,False,0,False
qwen,Qwen2.5-VL-32B-Instruct,full_rq0_seed42__rq0_0037__rq0_0159,rq0_0037,rq0_0159,medium,rq0_0159,B,A,rq0_0159,rq0_0159,True,True,True,0,False
qwen,Qwen2.5-VL-32B-Instruct,full_rq0_seed42__rq0_0038__rq0_0059,rq0_0038,rq0_0059,easy,rq0_0059,A,B,rq0_0038,rq0_0038,True,True,False,0,False
qwen,Qwen2.5-VL-32B-Instruct,full_rq0_seed42__rq0_0039__rq0_0117,rq0_0039,rq0_0117,easy,rq0_0117,B,A,rq0_0117,rq0_0117,True,True,True,0,False
qwen,Qwen2.5-VL-32B-Instruct,full_rq0_seed42__rq0_0039__rq0_0175,rq0_0039,rq0_0175,medium,rq0_0175,B,A,rq0_0175,rq0_0175,True,True,True,0,False
qwen,Qwen2.5-VL-32B-Instruct,full_rq0_seed42__rq0_0040__rq0_0281,rq0_0040,rq0_0281,hard,rq0_0040,A,B,rq0_0040,rq0_0040,True,True,True,0,False
qwen,Qwen2.5-VL-32B-Instruct,full_rq0_seed42__rq0_0041__rq0_0055,rq0_0041,rq0_0055,medium,rq0_0055,A,A,rq0_0041,rq0_0055,True,False,False,0,False
qwen,Qwen2.5-VL-32B-Instruct,full_rq0_seed42__rq0_0041__rq0_0245,rq0_0041,rq0_0245,hard,rq0_0041,B,B,rq0_0245,rq0_0041,True,False,False,0,False
qwen,Qwen2.5-VL-32B-Instruct,full_rq0_seed42__rq0_0041__rq0_0246,rq0_0041,rq0_0246,easy,rq0_0246,B,A,rq0_0246,rq0_0246,True,True,True,0,False
qwen,Qwen2.5-VL-32B-Instruct,full_rq0_seed42__rq0_0043__rq0_0048,rq0_0043,rq0_0048,medium,rq0_0048,B,A,rq0_0048,rq0_0048,True,True,True,0,False
qwen,Qwen2.5-VL-32B-Instruct,full_rq0_seed42__rq0_0044__rq0_0049,rq0_0044,rq0_0049,hard,rq0_0049,B,A,rq0_0049,rq0_0049,True,True,True,0,False
qwen,Qwen2.5-VL-32B-Instruct,full_rq0_seed42__rq0_0046__rq0_0098,rq0_0046,rq0_0098,easy,rq0_0046,A,B,rq0_0046,rq0_0046,True,True,True,0,False
qwen,Qwen2.5-VL-32B-Instruct,full_rq0_seed42__rq0_0046__rq0_0166,rq0_0046,rq0_0166,hard,rq0_0046,A,B,rq0_0046,rq0_0046,True,True,True,0,False
qwen,Qwen2.5-VL-32B-Instruct,full_rq0_seed42__rq0_0047__rq0_0225,rq0_0047,rq0_0225,easy,rq0_0047,A,B,rq0_0047,rq0_0047,True,True,True,0,False
qwen,Qwen2.5-VL-32B-Instruct,full_rq0_seed42__rq0_0048__rq0_0072,rq0_0048,rq0_0072,medium,rq0_0048,A,B,rq0_0048,rq0_0048,True,True,True,0,False
qwen,Qwen2.5-VL-32B-Instruct,full_rq0_seed42__rq0_0048__rq0_0269,rq0_0048,rq0_0269,easy,rq0_0048,A,B,rq0_0048,rq0_0048,True,True,True,0,False
qwen,Qwen2.5-VL-32B-Instruct,full_rq0_seed42__rq0_0049__rq0_0223,rq0_0049,rq0_0223,hard,rq0_0049,B,B,rq0_0223,rq0_0049,True,False,False,0,False
qwen,Qwen2.5-VL-32B-Instruct,full_rq0_seed42__rq0_0050__rq0_0243,rq0_0050,rq0_0243,easy,rq0_0243,B,A,rq0_0243,rq0_0243,True,True,True,0,False
qwen,Qwen2.5-VL-32B-Instruct,full_rq0_seed42__rq0_0051__rq0_0130,rq0_0051,rq0_0130,hard,rq0_0130,B,A,rq0_0130,rq0_0130,True,True,True,0,False
qwen,Qwen2.5-VL-32B-Instruct,full_rq0_seed42__rq0_0052__rq0_0217,rq0_0052,rq0_0217,easy,rq0_0052,A,B,rq0_0052,rq0_0052,True,True,True,0,False
qwen,Qwen2.5-VL-32B-Instruct,full_rq0_seed42__rq0_0053__rq0_0101,rq0_0053,rq0_0101,hard,rq0_0101,B,A,rq0_0101,rq0_0101,True,True,True,0,False
qwen,Qwen2.5-VL-32B-Instruct,full_rq0_seed42__rq0_0054__rq0_0090,rq0_0054,rq0_0090,hard,rq0_0054,A,B,rq0_0054,rq0_0054,True,True,True,0,False
qwen,Qwen2.5-VL-32B-Instruct,full_rq0_seed42__rq0_0054__rq0_0168,rq0_0054,rq0_0168,medium,rq0_0168,A,A,rq0_0054,rq0_0168,True,False,False,0,False
qwen,Qwen2.5-VL-32B-Instruct,full_rq0_seed42__rq0_0055__rq0_0089,rq0_0055,rq0_0089,easy,rq0_0055,A,B,rq0_0055,rq0_0055,True,True,True,0,False
qwen,Qwen2.5-VL-32B-Instruct,full_rq0_seed42__rq0_0056__rq0_0067,rq0_0056,rq0_0067,medium,rq0_0067,B,A,rq0_0067,rq0_0067,True,True,True,0,False
qwen,Qwen2.5-VL-32B-Instruct,full_rq0_seed42__rq0_0056__rq0_0196,rq0_0056,rq0_0196,hard,rq0_0196,B,B,rq0_0196,rq0_0056,True,False,False,0,False
qwen,Qwen2.5-VL-32B-Instruct,full_rq0_seed42__rq0_0059__rq0_0136,rq0_0059,rq0_0136,medium,rq0_0059,B,A,rq0_0136,rq0_0136,True,True,False,0,False
qwen,Qwen2.5-VL-32B-Instruct,full_rq0_seed42__rq0_0060__rq0_0168,rq0_0060,rq0_0168,medium,rq0_0168,B,A,rq0_0168,rq0_0168,True,True,True,0,False
qwen,Qwen2.5-VL-32B-Instruct,full_rq0_seed42__rq0_0061__rq0_0203,rq0_0061,rq0_0203,easy,rq0_0203,B,A,rq0_0203,rq0_0203,True,True,True,0,False
qwen,Qwen2.5-VL-32B-Instruct,full_rq0_seed42__rq0_0062__rq0_0183,rq0_0062,rq0_0183,easy,rq0_0062,B,B,rq0_0183,rq0_0062,True,False,False,0,False
qwen,Qwen2.5-VL-32B-Instruct,full_rq0_seed42__rq0_0062__rq0_0230,rq0_0062,rq0_0230,hard,rq0_0230,B,B,rq0_0230,rq0_0062,True,False,False,0,False
qwen,Qwen2.5-VL-32B-Instruct,full_rq0_seed42__rq0_0063__rq0_0113,rq0_0063,rq0_0113,hard,rq0_0063,B,A,rq0_0113,rq0_0113,True,True,False,0,False
qwen,Qwen2.5-VL-32B-Instruct,full_rq0_seed42__rq0_0063__rq0_0291,rq0_0063,rq0_0291,medium,rq0_0063,A,B,rq0_0063,rq0_0063,True,True,True,0,False
qwen,Qwen2.5-VL-32B-Instruct,full_rq0_seed42__rq0_0064__rq0_0068,rq0_0064,rq0_0068,hard,rq0_0064,B,B,rq0_0068,rq0_0064,True,False,False,0,False
qwen,Qwen2.5-VL-32B-Instruct,full_rq0_seed42__rq0_0064__rq0_0079,rq0_0064,rq0_0079,easy,rq0_0079,B,A,rq0_0079,rq0_0079,True,True,True,0,False
qwen,Qwen2.5-VL-32B-Instruct,full_rq0_seed42__rq0_0064__rq0_0199,rq0_0064,rq0_0199,easy,rq0_0199,B,A,rq0_0199,rq0_0199,True,True,True,0,False
qwen,Qwen2.5-VL-32B-Instruct,full_rq0_seed42__rq0_0064__rq0_0280,rq0_0064,rq0_0280,easy,rq0_0280,B,A,rq0_0280,rq0_0280,True,True,True,0,False
qwen,Qwen2.5-VL-32B-Instruct,full_rq0_seed42__rq0_0065__rq0_0150,rq0_0065,rq0_0150,hard,rq0_0150,A,B,rq0_0065,rq0_0065,True,True,False,0,False
qwen,Qwen2.5-VL-32B-Instruct,full_rq0_seed42__rq0_0065__rq0_0262,rq0_0065,rq0_0262,easy,rq0_0065,A,B,rq0_0065,rq0_0065,True,True,True,0,False
qwen,Qwen2.5-VL-32B-Instruct,full_rq0_seed42__rq0_0066__rq0_0131,rq0_0066,rq0_0131,hard,rq0_0131,A,B,rq0_0066,rq0_0066,True,True,False,0,False
qwen,Qwen2.5-VL-32B-Instruct,full_rq0_seed42__rq0_0066__rq0_0257,rq0_0066,rq0_0257,hard,rq0_0257,A,B,rq0_0066,rq0_0066,True,True,False,0,False
qwen,Qwen2.5-VL-32B-Instruct,full_rq0_seed42__rq0_0067__rq0_0078,rq0_0067,rq0_0078,easy,rq0_0078,B,A,rq0_0078,rq0_0078,True,True,True,0,False
qwen,Qwen2.5-VL-32B-Instruct,full_rq0_seed42__rq0_0067__rq0_0093,rq0_0067,rq0_0093,hard,rq0_0093,A,A,rq0_0067,rq0_0093,True,False,False,0,False
qwen,Qwen2.5-VL-32B-Instruct,full_rq0_seed42__rq0_0069__rq0_0259,rq0_0069,rq0_0259,hard,rq0_0069,A,B,rq0_0069,rq0_0069,True,True,True,0,False
qwen,Qwen2.5-VL-32B-Instruct,full_rq0_seed42__rq0_0070__rq0_0220,rq0_0070,rq0_0220,easy,rq0_0220,B,A,rq0_0220,rq0_0220,True,True,True,0,False
qwen,Qwen2.5-VL-32B-Instruct,full_rq0_seed42__rq0_0071__rq0_0093,rq0_0071,rq0_0093,hard,rq0_0071,B,A,rq0_0093,rq0_0093,True,True,False,0,False
qwen,Qwen2.5-VL-32B-Instruct,full_rq0_seed42__rq0_0071__rq0_0261,rq0_0071,rq0_0261,easy,rq0_0071,A,B,rq0_0071,rq0_0071,True,True,True,0,False
qwen,Qwen2.5-VL-32B-Instruct,full_rq0_seed42__rq0_0072__rq0_0131,rq0_0072,rq0_0131,hard,rq0_0072,B,A,rq0_0131,rq0_0131,True,True,False,0,False
qwen,Qwen2.5-VL-32B-Instruct,full_rq0_seed42__rq0_0072__rq0_0140,rq0_0072,rq0_0140,hard,rq0_0072,A,A,rq0_0072,rq0_0140,True,False,False,0,False
qwen,Qwen2.5-VL-32B-Instruct,full_rq0_seed42__rq0_0072__rq0_0291,rq0_0072,rq0_0291,easy,rq0_0072,A,B,rq0_0072,rq0_0072,True,True,True,0,False
qwen,Qwen2.5-VL-32B-Instruct,full_rq0_seed42__rq0_0072__rq0_0301,rq0_0072,rq0_0301,easy,rq0_0072,A,B,rq0_0072,rq0_0072,True,True,True,0,False
qwen,Qwen2.5-VL-32B-Instruct,full_rq0_seed42__rq0_0073__rq0_0181,rq0_0073,rq0_0181,medium,rq0_0073,A,B,rq0_0073,rq0_0073,True,True,True,0,False
qwen,Qwen2.5-VL-32B-Instruct,full_rq0_seed42__rq0_0073__rq0_0204,rq0_0073,rq0_0204,hard,rq0_0204,A,B,rq0_0073,rq0_0073,True,True,False,0,False
qwen,Qwen2.5-VL-32B-Instruct,full_rq0_seed42__rq0_0073__rq0_0279,rq0_0073,rq0_0279,medium,rq0_0279,A,B,rq0_0073,rq0_0073,True,True,False,0,False
qwen,Qwen2.5-VL-32B-Instruct,full_rq0_seed42__rq0_0074__rq0_0230,rq0_0074,rq0_0230,hard,rq0_0230,B,B,rq0_0230,rq0_0074,True,False,False,0,False
qwen,Qwen2.5-VL-32B-Instruct,full_rq0_seed42__rq0_0074__rq0_0302,rq0_0074,rq0_0302,medium,rq0_0074,A,B,rq0_0074,rq0_0074,True,True,True,0,False
qwen,Qwen2.5-VL-32B-Instruct,full_rq0_seed42__rq0_0075__rq0_0110,rq0_0075,rq0_0110,hard,rq0_0110,A,A,rq0_0075,rq0_0110,True,False,False,0,False
qwen,Qwen2.5-VL-32B-Instruct,full_rq0_seed42__rq0_0075__rq0_0135,rq0_0075,rq0_0135,hard,rq0_0075,A,B,rq0_0075,rq0_0075,True,True,True,0,False
qwen,Qwen2.5-VL-32B-Instruct,full_rq0_seed42__rq0_0075__rq0_0245,rq0_0075,rq0_0245,medium,rq0_0245,B,B,rq0_0245,rq0_0075,True,False,False,0,False
qwen,Qwen2.5-VL-32B-Instruct,full_rq0_seed42__rq0_0075__rq0_0275,rq0_0075,rq0_0275,easy,rq0_0275,B,B,rq0_0275,rq0_0075,True,False,False,0,False
