model_key,model,condition,pair_id,language,difficulty,abs_z_diff,human_delta,valid,correct,model_sign,ab_correct,ba_correct,ab_first,ba_first,parse_failure_calls,position_margin_b,content_margin_c,debiased_correct,complete_effective_logits,content_tie,boundary,bc_rule_evaluable,bc_valid_prediction,bc_rule_violation
qwen3,Qwen/Qwen3-VL-8B-Instruct,combined_image_only,rq1_0493,java,easy,1.5032004875843896,1.5032004875843896,True,True,1.0,True,True,True,False,0,-2.5,14.0,True,True,False,False,True,True,False
qwen3,Qwen/Qwen3-VL-8B-Instruct,combined_image_only,rq1_0499,java,easy,2.433507180338842,-2.433507180338842,True,True,-1.0,True,True,False,True,0,2.875,-11.875,True,True,False,False,True,True,False
qwen3,Qwen/Qwen3-VL-8B-Instruct,combined_image_only,rq1_0513,java,easy,1.287917382749067,1.287917382749067,False,False,,False,True,False,False,0,-3.625,0.125,True,True,False,False,True,False,False
qwen3,Qwen/Qwen3-VL-8B-Instruct,combined_image_only,rq1_0521,java,easy,2.147281580646404,2.147281580646404,True,False,-1.0,False,False,False,True,0,3.75,-11.0,False,True,False,False,True,True,False
qwen3,Qwen/Qwen3-VL-8B-Instruct,combined_image_only,rq1_0522,java,easy,1.022148892713894,1.022148892713894,False,False,,True,False,True,True,0,7.375,0.875,True,True,False,False,True,False,False
qwen3,Qwen/Qwen3-VL-8B-Instruct,combined_image_only,rq1_0527,java,easy,1.220373807846452,1.2203738078464514,False,False,,False,True,False,False,0,-6.625,2.625,True,True,False,False,True,False,False
qwen3,Qwen/Qwen3-VL-8B-Instruct,combined_image_only,rq1_0542,java,easy,1.0276876694913717,-1.0276876694913715,False,False,,False,True,True,True,0,3.375,-1.375,True,True,False,False,True,False,False
qwen3,Qwen/Qwen3-VL-8B-Instruct,combined_image_only,rq1_0543,java,easy,1.7076561784585578,-1.7076561784585578,True,False,1.0,False,False,True,False,0,-0.25,8.5,False,True,False,False,True,True,False
qwen3,Qwen/Qwen3-VL-8B-Instruct,combined_image_only,rq1_0548,java,easy,2.845652706203693,2.845652706203693,True,False,-1.0,False,False,False,True,0,-0.25,-13.5,False,True,False,False,True,True,False
qwen3,Qwen/Qwen3-VL-8B-Instruct,combined_image_only,rq1_0549,java,easy,2.4826386221361423,2.4826386221361414,True,False,-1.0,False,False,False,True,0,-3.5,-5.0,False,True,False,False,True,True,False
qwen3,Qwen/Qwen3-VL-8B-Instruct,combined_image_only,rq1_0570,java,easy,1.0710848884197552,1.0710848884197552,False,False,,True,False,True,True,0,1.625,-1.625,False,True,False,True,False,False,False
qwen3,Qwen/Qwen3-VL-8B-Instruct,combined_image_only,rq1_0578,java,easy,1.3368594751947864,1.336859475194786,True,False,-1.0,False,False,False,True,0,-1.375,-15.875,False,True,False,False,True,True,False
qwen3,Qwen/Qwen3-VL-8B-Instruct,combined_image_only,rq1_0584,java,easy,3.850881058323693,-3.850881058323693,True,True,-1.0,True,True,False,True,0,5.5,-14.5,True,True,False,False,True,True,False
qwen3,Qwen/Qwen3-VL-8B-Instruct,combined_image_only,rq1_0589,java,easy,1.854303595952169,-1.854303595952169,True,True,-1.0,True,True,False,True,0,-1.25,-4.0,True,True,False,False,True,True,False
qwen3,Qwen/Qwen3-VL-8B-Instruct,combined_image_only,rq1_0590,java,easy,1.918108831120368,-1.9181088311203678,True,False,1.0,False,False,True,False,0,-0.25,3.5,False,True,False,False,True,True,False
qwen3,Qwen/Qwen3-VL-8B-Instruct,combined_image_only,rq1_0601,java,easy,2.8517977283160514,2.8517977283160514,True,False,-1.0,False,False,False,True,0,-0.375,-12.375,False,True,False,False,True,True,False
qwen3,Qwen/Qwen3-VL-8B-Instruct,combined_image_only,rq1_0604,java,easy,1.378444508187558,1.378444508187558,False,False,,False,True,False,False,0,-4.5,-2.5,False,True,False,False,True,False,False
qwen3,Qwen/Qwen3-VL-8B-Instruct,combined_image_only,rq1_0617,java,easy,4.279799206357435,4.279799206357435,True,False,-1.0,False,False,False,True,0,2.0,-13.5,False,True,False,False,True,True,False
qwen3,Qwen/Qwen3-VL-8B-Instruct,combined_image_only,rq1_0621,java,easy,1.2963067078313817,1.2963067078313815,False,False,,False,True,False,False,0,-4.125,-2.875,False,True,False,False,True,False,False
qwen3,Qwen/Qwen3-VL-8B-Instruct,combined_image_only,rq1_0626,java,easy,1.07117431192839,-1.0711743119283899,True,False,1.0,False,False,True,False,0,-1.0,9.25,False,True,False,False,True,True,False
qwen3,Qwen/Qwen3-VL-8B-Instruct,combined_image_only,rq1_0636,java,easy,1.2501284826597416,-1.2501284826597416,True,True,-1.0,True,True,False,True,0,-2.125,-12.375,True,True,False,False,True,True,False
qwen3,Qwen/Qwen3-VL-8B-Instruct,combined_image_only,rq1_0652,java,easy,1.4109848319514369,1.4109848319514369,True,True,1.0,True,True,True,False,0,3.375,13.875,True,True,False,False,True,True,False
qwen3,Qwen/Qwen3-VL-8B-Instruct,combined_image_only,rq1_0660,java,easy,3.609407426521762,3.609407426521761,False,False,,False,True,False,False,0,-6.0,4.5,True,True,False,False,True,False,False
qwen3,Qwen/Qwen3-VL-8B-Instruct,combined_image_only,rq1_0662,java,easy,1.309848595892937,-1.3098485958929367,False,False,,True,False,False,False,0,-6.25,3.75,False,True,False,False,True,False,False
qwen3,Qwen/Qwen3-VL-8B-Instruct,combined_image_only,rq1_0678,java,easy,1.4085706127089763,1.4085706127089763,True,False,-1.0,False,False,False,True,0,-0.375,-2.375,False,True,False,False,True,True,False
qwen3,Qwen/Qwen3-VL-8B-Instruct,combined_image_only,rq1_0679,java,easy,1.6395357014635836,-1.6395357014635836,True,True,-1.0,True,True,False,True,0,3.0,-6.25,True,True,False,False,True,True,False
qwen3,Qwen/Qwen3-VL-8B-Instruct,combined_image_only,rq1_0687,java,easy,1.586033060453601,-1.586033060453601,True,True,-1.0,True,True,False,True,0,2.5,-3.75,True,True,False,False,True,True,False
qwen3,Qwen/Qwen3-VL-8B-Instruct,combined_image_only,rq1_0692,java,easy,1.1527961589990332,1.1527961589990332,True,False,-1.0,False,False,False,True,0,1.75,-6.5,False,True,False,False,True,True,False
qwen3,Qwen/Qwen3-VL-8B-Instruct,combined_image_only,rq1_0714,java,easy,2.0178743462298177,-2.0178743462298177,False,False,,False,True,True,True,0,5.5,-3.25,True,True,False,False,True,False,False
qwen3,Qwen/Qwen3-VL-8B-Instruct,combined_image_only,rq1_0737,java,easy,1.5193365393882787,-1.5193365393882787,True,True,-1.0,True,True,False,True,0,-1.125,-5.625,True,True,False,False,True,True,False
qwen3,Qwen/Qwen3-VL-8B-Instruct,combined_image_only,rq1_0740,java,easy,1.5605372346074986,1.5605372346074986,True,False,-1.0,False,False,False,True,0,0.375,-11.375,False,True,False,False,True,True,False
qwen3,Qwen/Qwen3-VL-8B-Instruct,combined_image_only,rq1_0741,java,easy,1.6631876374007502,1.6631876374007502,True,False,-1.0,False,False,False,True,0,2.375,-9.625,False,True,False,False,True,True,False
qwen3,Qwen/Qwen3-VL-8B-Instruct,combined_image_only,rq1_0753,java,easy,1.5610312944775506,-1.5610312944775506,False,False,,True,False,False,False,0,-5.0,-2.25,True,True,False,False,True,False,False
qwen3,Qwen/Qwen3-VL-8B-Instruct,combined_image_only,rq1_0761,java,easy,1.8976236362012413,-1.8976236362012413,True,True,-1.0,True,True,False,True,0,-2.75,-9.75,True,True,False,False,True,True,False
qwen3,Qwen/Qwen3-VL-8B-Instruct,combined_image_only,rq1_0764,java,easy,1.465782329517645,-1.465782329517645,False,False,,True,False,False,False,0,-2.25,-0.25,True,True,False,False,True,False,False
qwen3,Qwen/Qwen3-VL-8B-Instruct,combined_image_only,rq1_0787,java,easy,2.140609606646295,2.140609606646295,True,True,1.0,True,True,True,False,0,1.875,13.125,True,True,False,False,True,True,False
qwen3,Qwen/Qwen3-VL-8B-Instruct,combined_image_only,rq1_0811,java,easy,1.6038695293458636,1.6038695293458636,True,False,-1.0,False,False,False,True,0,0.375,-8.875,False,True,False,False,True,True,False
qwen3,Qwen/Qwen3-VL-8B-Instruct,combined_image_only,rq1_0820,java,easy,1.6428961045516433,-1.6428961045516433,False,False,,False,True,True,True,0,6.125,0.125,False,True,False,False,True,False,False
qwen3,Qwen/Qwen3-VL-8B-Instruct,combined_image_only,rq1_0826,java,easy,1.2085409753431775,1.2085409753431775,True,False,-1.0,False,False,False,True,0,-3.25,-12.25,False,True,False,False,True,True,False
qwen3,Qwen/Qwen3-VL-8B-Instruct,combined_image_only,rq1_0837,java,easy,1.4471755799180153,-1.4471755799180153,False,False,,True,False,False,False,0,-1.0,0.5,False,True,False,False,True,False,False
qwen3,Qwen/Qwen3-VL-8B-Instruct,combined_image_only,rq1_0859,java,easy,1.0890422522026493,1.0890422522026493,False,False,,False,True,False,False,0,-4.0,1.0,True,True,False,False,True,False,False
qwen3,Qwen/Qwen3-VL-8B-Instruct,combined_image_only,rq1_0866,java,easy,1.0890422522026495,-1.0890422522026495,False,False,,True,False,False,False,0,-3.875,-2.375,True,True,False,False,True,False,False
qwen3,Qwen/Qwen3-VL-8B-Instruct,combined_image_only,rq1_0879,java,easy,1.4520563362701993,1.4520563362701993,False,False,,False,True,False,False,0,-6.0,2.25,True,True,False,False,True,False,False
qwen3,Qwen/Qwen3-VL-8B-Instruct,combined_image_only,rq1_0883,java,easy,2.7226056305066235,2.722605630506623,True,True,1.0,True,True,True,False,0,-6.75,11.25,True,True,False,False,True,True,False
qwen3,Qwen/Qwen3-VL-8B-Instruct,combined_image_only,rq1_0899,java,easy,1.633563378303974,1.633563378303974,False,False,,False,True,False,False,0,-8.25,2.75,True,True,False,False,True,False,False
qwen3,Qwen/Qwen3-VL-8B-Instruct,combined_image_only,rq1_0901,java,easy,2.1780845044052985,-2.178084504405298,False,False,,True,False,False,False,0,-5.375,1.125,False,True,False,False,True,False,False
qwen3,Qwen/Qwen3-VL-8B-Instruct,combined_image_only,rq1_0902,java,easy,3.4486337986417226,-3.4486337986417226,True,True,-1.0,True,True,False,True,0,-3.25,-9.25,True,True,False,False,True,True,False
qwen3,Qwen/Qwen3-VL-8B-Instruct,combined_image_only,rq1_0924,java,easy,1.8150704203377488,1.8150704203377495,True,False,-1.0,False,False,False,True,0,0.5,-5.0,False,True,False,False,True,True,False
qwen3,Qwen/Qwen3-VL-8B-Instruct,combined_image_only,rq1_0938,java,easy,1.0890422522026486,1.0890422522026486,False,False,,False,True,False,False,0,-6.875,6.125,True,True,False,False,True,False,False
qwen3,Qwen/Qwen3-VL-8B-Instruct,combined_image_only,rq1_0947,java,easy,1.81507042033775,-1.8150704203377501,False,False,,True,False,False,False,0,-3.25,-2.75,True,True,False,False,True,False,False
qwen3,Qwen/Qwen3-VL-8B-Instruct,combined_image_only,rq1_0973,java,easy,1.6335633783039736,1.6335633783039736,False,False,,False,True,False,False,0,-3.75,0.0,False,True,True,False,False,False,False
qwen3,Qwen/Qwen3-VL-8B-Instruct,combined_image_only,rq1_0974,java,easy,2.3595915464390744,2.3595915464390744,True,True,1.0,True,True,True,False,0,-0.875,14.875,True,True,False,False,True,True,False
qwen3,Qwen/Qwen3-VL-8B-Instruct,combined_image_only,rq1_0986,java,easy,1.6335633783039751,1.6335633783039751,True,True,1.0,True,True,True,False,0,-0.875,6.125,True,True,False,False,True,True,False
qwen3,Qwen/Qwen3-VL-8B-Instruct,combined_image_only,rq1_0998,java,easy,1.9965774623715244,1.9965774623715244,False,False,,False,True,False,False,0,-1.5,0.5,True,True,False,False,True,False,False
qwen3,Qwen/Qwen3-VL-8B-Instruct,combined_image_only,rq1_1010,java,medium,0.6715803818508449,0.6715803818508449,False,False,,False,True,False,False,0,-0.5,0.0,False,True,True,False,False,False,False
qwen3,Qwen/Qwen3-VL-8B-Instruct,combined_image_only,rq1_1023,java,medium,0.732447551523333,0.732447551523333,True,False,-1.0,False,False,False,True,0,-0.875,-2.875,False,True,False,False,True,True,False
qwen3,Qwen/Qwen3-VL-8B-Instruct,combined_image_only,rq1_1030,java,medium,0.9598573091243424,0.9598573091243425,False,False,,False,True,False,False,0,-5.75,0.0,False,True,True,False,False,False,False
qwen3,Qwen/Qwen3-VL-8B-Instruct,combined_image_only,rq1_1039,java,medium,0.5398979540369554,0.5398979540369554,False,False,,True,False,True,True,0,1.0,0.25,True,True,False,False,True,False,False
qwen3,Qwen/Qwen3-VL-8B-Instruct,combined_image_only,rq1_1054,java,medium,0.5014453712745968,-0.5014453712745968,True,True,-1.0,True,True,False,True,0,1.625,-3.625,True,True,False,False,True,True,False
qwen3,Qwen/Qwen3-VL-8B-Instruct,combined_image_only,rq1_1059,java,medium,0.5549526895420116,0.5549526895420116,True,True,1.0,True,True,True,False,0,-4.25,11.0,True,True,False,False,True,True,False
qwen3,Qwen/Qwen3-VL-8B-Instruct,combined_image_only,rq1_1063,java,medium,0.8595068072728552,0.8595068072728552,True,True,1.0,True,True,True,False,0,3.75,7.75,True,True,False,False,True,True,False
qwen3,Qwen/Qwen3-VL-8B-Instruct,combined_image_only,rq1_1066,java,medium,0.8545118378016852,-0.8545118378016852,True,True,-1.0,True,True,False,True,0,-3.375,-11.875,True,True,False,False,True,True,False
qwen3,Qwen/Qwen3-VL-8B-Instruct,combined_image_only,rq1_1067,java,medium,0.61890741072529,-0.61890741072529,False,False,,False,True,True,True,0,1.5,-1.0,True,True,False,False,True,False,False
qwen3,Qwen/Qwen3-VL-8B-Instruct,combined_image_only,rq1_1070,java,medium,0.9708789393402352,-0.9708789393402353,False,False,,True,False,False,False,0,-9.5,0.25,False,True,False,False,True,False,False
qwen3,Qwen/Qwen3-VL-8B-Instruct,combined_image_only,rq1_1076,java,medium,0.5406206236138423,0.5406206236138423,False,False,,False,True,False,False,0,-7.125,0.625,True,True,False,False,True,False,False
qwen3,Qwen/Qwen3-VL-8B-Instruct,combined_image_only,rq1_1088,java,medium,0.9769474505583816,0.9769474505583816,True,True,1.0,True,True,True,False,0,0.75,6.5,True,True,False,False,True,True,False
qwen3,Qwen/Qwen3-VL-8B-Instruct,combined_image_only,rq1_1096,java,medium,0.5729832989928885,-0.5729832989928885,True,True,-1.0,True,True,False,True,0,-3.625,-5.375,True,True,False,False,True,True,False
qwen3,Qwen/Qwen3-VL-8B-Instruct,combined_image_only,rq1_1101,java,medium,0.6979168674136232,0.6979168674136232,False,False,,True,False,True,True,0,5.5,-1.75,False,True,False,False,True,False,False
qwen3,Qwen/Qwen3-VL-8B-Instruct,combined_image_only,rq1_1107,java,medium,0.8904664649000021,0.8904664649000021,True,False,-1.0,False,False,False,True,0,0.25,-6.25,False,True,False,False,True,True,False
qwen3,Qwen/Qwen3-VL-8B-Instruct,combined_image_only,rq1_1136,java,medium,0.943229748574758,-0.943229748574758,True,True,-1.0,True,True,False,True,0,0.5,-12.0,True,True,False,False,True,True,False
qwen3,Qwen/Qwen3-VL-8B-Instruct,combined_image_only,rq1_1139,java,medium,0.8295992952275155,0.8295992952275155,True,True,1.0,True,True,True,False,0,1.25,1.5,True,True,False,False,True,True,False
qwen3,Qwen/Qwen3-VL-8B-Instruct,combined_image_only,rq1_1174,java,medium,0.6649338083275786,0.6649338083275786,True,True,1.0,True,True,True,False,0,2.875,7.625,True,True,False,False,True,True,False
qwen3,Qwen/Qwen3-VL-8B-Instruct,combined_image_only,rq1_1198,java,medium,0.521102618188865,-0.521102618188865,False,False,,True,False,False,False,0,-9.25,-0.25,True,True,False,False,True,False,False
qwen3,Qwen/Qwen3-VL-8B-Instruct,combined_image_only,rq1_1209,java,medium,0.6238814549597486,-0.6238814549597486,True,True,-1.0,True,True,False,True,0,-2.625,-2.625,True,True,False,True,False,False,False
qwen3,Qwen/Qwen3-VL-8B-Instruct,combined_image_only,rq1_1210,java,medium,0.882272266353072,0.882272266353072,False,False,,False,True,False,False,0,-5.625,0.625,True,True,False,False,True,False,False
qwen3,Qwen/Qwen3-VL-8B-Instruct,combined_image_only,rq1_1218,java,medium,0.7680303812148519,0.7680303812148519,False,False,,False,True,False,False,0,-6.375,2.875,True,True,False,False,True,False,False
qwen3,Qwen/Qwen3-VL-8B-Instruct,combined_image_only,rq1_1221,java,medium,0.7582462907421774,-0.7582462907421774,True,True,-1.0,True,True,False,True,0,-2.125,-7.125,True,True,False,False,True,True,False
qwen3,Qwen/Qwen3-VL-8B-Instruct,combined_image_only,rq1_1235,java,medium,0.8223583458385173,-0.8223583458385173,False,False,,False,True,True,True,0,3.875,3.375,False,True,False,False,True,False,False
qwen3,Qwen/Qwen3-VL-8B-Instruct,combined_image_only,rq1_1261,java,medium,0.6751514083334064,0.6751514083334064,True,False,-1.0,False,False,False,True,0,6.25,-8.0,False,True,False,False,True,True,False
qwen3,Qwen/Qwen3-VL-8B-Instruct,combined_image_only,rq1_1275,java,medium,0.7099969093614871,0.7099969093614871,True,True,1.0,True,True,True,False,0,-1.75,6.25,True,True,False,False,True,True,False
qwen3,Qwen/Qwen3-VL-8B-Instruct,combined_image_only,rq1_1277,java,medium,0.8975661964632469,-0.8975661964632469,False,False,,True,False,False,False,0,-8.25,1.25,False,True,False,False,True,False,False
qwen3,Qwen/Qwen3-VL-8B-Instruct,combined_image_only,rq1_1280,java,medium,0.5269633305168645,-0.5269633305168645,False,False,,True,False,False,False,0,-3.625,3.375,False,True,False,False,True,False,False
qwen3,Qwen/Qwen3-VL-8B-Instruct,combined_image_only,rq1_1289,java,medium,0.7591135130910339,-0.7591135130910339,True,True,-1.0,True,True,False,True,0,-0.75,-2.0,True,True,False,False,True,True,False
qwen3,Qwen/Qwen3-VL-8B-Instruct,combined_image_only,rq1_1292,java,medium,0.7110851101950141,0.7110851101950141,True,True,1.0,True,True,True,False,0,0.125,5.625,True,True,False,False,True,True,False
qwen3,Qwen/Qwen3-VL-8B-Instruct,combined_image_only,rq1_1296,java,medium,0.8928700993073928,0.8928700993073928,False,False,,True,False,True,True,0,2.0,2.0,True,True,False,True,False,False,False
